rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
48,"spotify:track:3h8uWt8HNyDNubPSEBgTPG","Zack Tabudlo","Yakap","Universal Music Philippines Inc.",41,45,21,"984553"
49,"spotify:track:0QHEIqNKsMoOY5urbzN48u","Meghan Trainor","Made You Look","Epic",4,43,19,"935871"
50,"spotify:track:3sqrvkNC6IPTIXvvbx9Arw","Taylor Swift","Enchanted","Big Machine Records, LLC",12,55,69,"923343"
51,"spotify:track:0p7s2EXYWLca0UOdQyQrNN","Mayonnaise","Jopay","Sony Music Entertainment",5,41,31,"912392"
52,"spotify:track:2xCkiGqGMkAIg6fQTag51C","Unique Salonga","Sino","O/C Records",45,56,81,"877201"
53,"spotify:track:1yHVHoz6Ny29gbbWJYVnFt","Niall Horan","Heaven","Capitol Records",53,-1,1,"870568"
54,"spotify:track:0WZqHCoOBXqgCCIsUZLC2a","Arthur Nery","Pagsamo","Viva Records",1,46,74,"870516"
55,"spotify:track:5d9Rka4T0szdC1MobhtXrV","Ben&Ben","Paninindigan Kita","Sony Music Entertainment",25,51,44,"861529"
56,"spotify:track:2bdVgAQgosGUJoViVDNeOV","keshi","LIMBO","Island Records",56,150,2,"858246"
57,"spotify:track:2xRGPubKBTHX6iyrpQvtCy","Chris Brown, Ludacris","Wet The Bed (feat. Ludacris)","Jive",4,47,15,"856059"
58,"spotify:track:4IeuTj1pEHuL9vJSiEqEfR","mrld","Ligaya","O/C Records",18,63,65,"850830"
59,"spotify:track:6FIEuf1JIzmCtach0gXpeG","Up Dharma Down","Tadhana","Viva Records",28,48,311,"849038"
60,"spotify:track:0ug5NqcwcFR2xrfTkc7k8e","Taylor Swift","Style","Big Machine Records, LLC",60,74,72,"845331"
61,"spotify:track:5Odq8ohlgIbQKMZivbWkEo","Charlie Puth, Jung Kook, BTS","Left and Right (Feat. Jung Kook of BTS)","Atlantic Records",1,57,36,"841261"
62,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",37,52,29,"832521"
63,"spotify:track:2m6Ko3CY1qXNNja8AlugNc","Troye Sivan","Angel Baby","EMI Recorded Music Australia Pty Ltd",1,54,77,"829101"
64,"spotify:track:26hOm7dTtBi0TdpDGl141t","Joji","Die For You","88rising Music/Warner Records",4,58,17,"818018"
65,"spotify:track:4rG3h1QwgjSSWz8EIjCFrm","Ben&Ben","Araw-Araw","Sony Music Entertainment",23,64,181,"805363"
66,"spotify:track:7gfrASeOt73YWvpIv1fU8E","Arthur Nery","Higa","O/C Records",10,53,143,"805270"
67,"spotify:track:6VhuP99TE6gYNQRJIlAWFD","Stephen Sanchez","Until I Found You","Republic Records",7,59,43,"804892"
68,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",9,89,39,"787553"
69,"spotify:track:5jQI2r1RdgtuT8S3iG8zFC","Taylor Swift","Lavender Haze","Taylor Swift",3,65,19,"781682"
70,"spotify:track:7ArVzlFsFsQXNseVXmdOyk","Denise Julia","NVMD","Denise Julia",14,77,45,"779022"
71,"spotify:track:3Eb5sztvEMa0Mqnb8DUAlU","IV Of Spades","Come Inside Of My Heart","Warner Music Philippines",44,66,101,"770613"
72,"spotify:track:3WUEs51GpcvlgU7lehLgLh","Ben&Ben","Kathang Isip","Warner Music Philippines",2,67,272,"765767"
73,"spotify:track:0o9zmvc5f3EFApU52PPIyW","Fujii Kaze","Shinunoga E-Wa","Universal Music LLC",24,70,27,"754861"
74,"spotify:track:1oYQtNQUxSODedcc5hPmp9","Ace Banzuelo","Muli","Sony Music Entertainment",2,61,42,"752102"
75,"spotify:track:5O2P9iiztwhomNh8xkR9lJ","One Direction","Night Changes","Syco Music",75,81,89,"748470"
76,"spotify:track:08hFNg8Oz3lvaAms7qrIif","Hale","The Day You Said Goodnight","PolyEast Records",41,73,234,"729339"
77,"spotify:track:4tyEfRWLgYkWQaowoHXoba","Moira Dela Torre","Kumpas - Theme of “2 Good 2 Be True”","Star Music",8,69,39,"727977"
78,"spotify:track:4u8RkgV6P4TLi89SmlUtv8","IV Of Spades","Mundo","Warner Music Philippines",1,71,264,"721035"
79,"spotify:track:3PgjBOoA5OytNGkglObpOd","Ben&Ben","Sa Susunod na Habang Buhay","Sony Music Entertainment",2,68,157,"716790"
80,"spotify:track:63bmIgH9sS6sX5Sc7MetGq","Zack Tabudlo","Habang Buhay","Universal Music Philippines Inc.",2,84,75,"716621"
81,"spotify:track:4R2kfaDFhslZEMJqAFNpdd","Taylor Swift","cardigan","Taylor Swift",1,86,54,"716265"
82,"spotify:track:6I3mqTwhRpn34SLVafSH7G","Justin Bieber","Ghost","RBMG/Def Jam",6,95,76,"705339"
83,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",9,93,68,"694894"
84,"spotify:track:4SqWKzw0CbA05TGszDgMlc","The Walters","I Love You So","Warner Records",10,72,74,"694594"
85,"spotify:track:1dGr1c8CrMLDpV6mPbImSI","Taylor Swift","Lover","Taylor Swift",1,79,124,"692217"
86,"spotify:track:2eAvDnpXP5W0cVtiI0PUxV","Ruth B.","Dandelions","Columbia",20,87,88,"691143"
87,"spotify:track:5F1ZmucV0uJY14y2dYKePa","Joji","Sanctuary","88rising Music/Warner Records",17,80,153,"690458"
88,"spotify:track:0EFa7HXaZUAzu9q1UdVPBR","Noah Alejandre","Nahuhulog Na Sa'yo","Warner Music Philippines",88,103,4,"686565"
89,"spotify:track:5ABJ0rNmVmLsyiPxOEwe9e","Silent Sanctuary","Bumalik Ka Na Sa'kin","Ivory Music & Video, Inc.",67,92,36,"681101"
90,"spotify:track:4fsQ0K37TOXa3hEQfjEic1","LE SSERAFIM","ANTIFRAGILE","SOURCE MUSIC",21,75,20,"667286"
91,"spotify:track:4ewazQLXFTDC8XvCbhvtXs","Joji","Glimpse of Us","88rising Music/Warner Records",1,60,38,"664671"
92,"spotify:track:4JSDhJVmo2UqdF7nxbyenn","Hale","Kung Wala Ka","Polyeast",47,78,308,"663203"
93,"spotify:track:5NvOZCjZaGGGL597exlQWv","Ricky Montgomery","Line Without a Hook","Warner Records",10,83,78,"660697"
94,"spotify:track:55RMhrPQYA6vLu5YMgXxFD","Zack Tabudlo","Binibini","Universal Music Philippines Inc.",1,76,100,"658742"
95,"spotify:track:68HocO7fx9z0MgDU0ZPHro","NIKI","Every Summertime","MARVEL/Hollywood Records, Inc./Interscope Records",2,104,63,"655143"
96,"spotify:track:1cKHdTo9u0ZymJdPGSh6nq","The Weeknd, Gesaffelstein","I Was Never There","Universal Republic Records",96,121,34,"637315"
97,"spotify:track:3kdDccXEVz0snh6mcL4eFj","Cean Jr.","YK","O/C Records",97,106,4,"633697"
98,"spotify:track:0B7wvvmu9EISAwZnOpjhNI","Bruno Mars","When I Was Your Man","Atlantic Records",71,82,24,"632040"
99,"spotify:track:0bhzB5PBUVqZSux5Y7t5ED","Silent Sanctuary","Ikaw Lamang","Universal Records",48,94,167,"631719"
100,"spotify:track:663vZfMh88Uo2bfTx6wiE4","Janine Teñoso, Arthur Nery","Pelikula","Viva Records",32,91,85,"618552"
101,"spotify:track:1u8c2t2Cy7UBoG4ArRcF5g","Taylor Swift","Blank Space","Big Machine Records, LLC",69,101,129,"616598"
102,"spotify:track:5l9g7py8RCblcvbZgGQgSd","Ben&Ben","Pagtingin","Sony Music Entertainment",2,96,200,"615546"
103,"spotify:track:7C9Knp9FzLY6RwgktmW9Ge","Because, Leslie","BMW","Viva Records",4,98,76,"613849"
104,"spotify:track:5mHdCZtVyb4DcJw8799hZp","RAYE, 070 Shake","Escapism.","Human Re Sources",91,102,9,"604732"
105,"spotify:track:6rIx9meOtOHDoo6ryRUdHv","December Avenue","Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack)","Tower of Doom",12,105,177,"596816"
106,"spotify:track:2wSTnntOPRi7aQneobFtU4","SZA","Shirt","Top Dawg Entertainment/RCA Records",27,107,18,"595553"
107,"spotify:track:6wdCelHrPh7UfliNjwRTUv","Ben&Ben","Leaves","Warner Music Philippines",40,90,266,"593712"
108,"spotify:track:2pIUpMhHL6L9Z5lnKxJJr9","NewJeans","Attention","ADOR",30,85,29,"588926"
109,"spotify:track:3OM6qQmdFV6uy61GIqpRtf","Rex Orange County","AMAZING","Rex Orange County",23,88,29,"587092"
110,"spotify:track:0D1ecMMsSIpJbjPoJMHGkV","Parokya Ni Edgar","Your Song","Universal Records",34,100,286,"582652"
111,"spotify:track:3hUxzQpSfdDqwM3ZTFQY0K","Taylor Swift","august","Taylor Swift",6,109,47,"577650"
112,"spotify:track:3IelG5zYpWWCZIH4cqWlPV","XG","SHOOTING STAR","XGALX",112,128,4,"571904"
113,"spotify:track:4D7BCuvgdJlYvlX5WlN54t","Taylor Swift","You're On Your Own, Kid","Taylor Swift",6,97,19,"571280"
114,"spotify:track:5MYPzdIWgx3pMLRGlq2fVq","Zack Tabudlo","Asan Ka Na Ba","Universal Music Philippines Inc.",6,108,49,"570884"
115,"spotify:track:0W4NhJhcqKCqEP2GIpDCDq","Keyshia Cole","Love","A&M (UC)",115,156,4,"549671"
116,"spotify:track:3v5o91PrUtf0nmO6j8J7dZ","XG","LEFT RIGHT","XGALX",116,189,2,"549598"
117,"spotify:track:2bOIWTTDL1XmHcaPWaCdek","Ric Segreto","Don't Know What to Say - Don't Know What to Do","Vicor Music Corporation",100,132,40,"546911"
118,"spotify:track:4AfA4PrYOYuVRwqWG1YwIG","Moira Dela Torre","ikaw at sila","Just Music Philippines",76,170,6,"541936"
119,"spotify:track:3afkJSKX0EAMsJXTZnDXXJ","Troye Sivan","Strawberries & Cigarettes","EMI Recorded Music Australia Pty Ltd",22,111,167,"539178"
120,"spotify:track:4xqrdfXkTW4T0RauPLv3WA","Conan Gray","Heather","Republic Records",13,110,136,"536345"
121,"spotify:track:7gRFDGEzF9UkBV233yv2dc","BLACKPINK","Shut Down","YG Entertainment",1,99,24,"531163"
122,"spotify:track:5QO79kh1waicV47BqGRL3g","The Weeknd","Save Your Tears","Republic Records",13,175,75,"528508"
123,"spotify:track:4iRRAvxPPWXQp3mV1rAbPF","NOBITA","Unang Sayaw","Sony Music Entertainment",12,117,72,"527538"
124,"spotify:track:4mzP5mHkRvGxdhdGdAH7EJ","Zack Tabudlo","Give Me Your Forever","Universal Music Philippines Inc.",21,120,70,"525997"
125,"spotify:track:1dcNEEtODRVZEevQ20Cgmy","Zack Tabudlo","Nangangamba","Universal Music Philippines Inc.",4,116,100,"521985"
126,"spotify:track:1wtOxkiel43cVs0Yux5Q4h","Taylor Swift, Lana Del Rey","Snow On The Beach (feat. Lana Del Rey)","Taylor Swift",4,115,19,"520917"
127,"spotify:track:0tr6XR58KBdDYd8qvHVTs8","Taylor Swift","Back To December","Big Machine Records, LLC",54,113,33,"514982"
128,"spotify:track:1zv3WFUbZ5vPxFq9I2jAU1","Rihanna, Calvin Harris","We Found Love","Def Jam Recordings",112,112,2,"514208"
129,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",57,127,33,"508730"
130,"spotify:track:1iphKsRTqRl7KZeOZwILGF","APO Hiking Society","When I Met You","Universal Records",49,-1,92,"505173"
131,"spotify:track:6HVT2c1ZZdhH1nGFb4AxUJ","Cup of Joe","Estranghero","Viva Records",131,139,6,"502542"
132,"spotify:track:3pCt2wRdBDa2kCisIdHWgF","Pamungkas","To the Bone","Mas Pam Records",5,130,91,"501624"
133,"spotify:track:2GAhgAjOhEmItWLfgisyOn","SZA","Low","Top Dawg Entertainment/RCA Records",93,133,9,"497861"
134,"spotify:track:0WtM2NBVQNNJLh6scP13H8","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",134,-1,4,"497272"
135,"spotify:track:0EA8jl8Wje9ALRKC8Qlzyt","Arthur Nery, Jason Dhakal","Happy w u","Viva Records",21,136,85,"495591"
136,"spotify:track:1RMJOxR6GRPsBHL8qeC2ux","Daniel Caesar, H.E.R.","Best Part (feat. H.E.R.)","Golden Child Recordings",12,154,271,"494945"
137,"spotify:track:3nqqDo8CcCLke3ZoTgiOKf","The Script","The Man Who Can't Be Moved","Epic/Phonogenic",99,142,152,"493635"
138,"spotify:track:135ggzbjOogZ75IQ0LQi8r","Eraserheads","Ang Huling El Bimbo","Musiko",43,123,311,"491233"
139,"spotify:track:69u8qQcaA3o0A7Ko87juqp","Orange & Lemons","Hanggang Kailan - Umuwi Ka Na Baby","Universal Records",48,125,213,"490517"
140,"spotify:track:1xzi1Jcr7mEi9K2RfzLOqS","Beyoncé","CUFF IT","Parkwood Entertainment/Columbia",63,141,21,"489906"
141,"spotify:track:1fDFHXcykq4iw8Gg7s5hG9","The 1975","About You","Dirty Hit",87,126,19,"489849"
142,"spotify:track:5enxwA8aAbwZbf5qCHORXi","Taylor Swift","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",1,134,68,"489386"
143,"spotify:track:5CZ40GBx1sQ9agT82CLQCT","Olivia Rodrigo","traitor","Olivia Rodrigo PS",4,140,93,"488847"
144,"spotify:track:4fYte8ZvTK14NEhAOZocBi","OneRepublic","I Ain't Worried","Interscope Records",55,159,35,"488841"
145,"spotify:track:2BDrpeAnTxCurLt38yDSrE","Lo ki","Kagome","DRP Records",6,118,51,"487513"
146,"spotify:track:0UHB9METy4VCXNgkcGqHqS","Rihanna","Kiss It Better","Roc Nation / Rihanna",74,158,23,"487379"
147,"spotify:track:22bPsP2jCgbLUvh82U0Z3M","Taylor Swift","The Way I Loved You (Taylor’s Version)","Taylor Swift",17,147,40,"481584"
148,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",22,-1,110,"480907"
149,"spotify:track:1l7TuyIge9siMw39a0dqXd","TJ Monterde","Dating Tayo","PolyEast Records",28,135,124,"480849"
150,"spotify:track:7h4W9blGxYCkKJ3dxPZ84j","IV Of Spades","Dulo Ng Hangganan","Warner Music Philippines",52,186,12,"479851"
151,"spotify:track:5kY2DRIom6dcVZbQb1SAX8","Justine Skye, Tyga","Collide (feat. Tyga)","Nynetineth LLC",123,124,10,"478822"
152,"spotify:track:0WdR2AyLW1Drd3OUdwezM0","Ariana Grande","everytime","Republic Records",49,-1,4,"478071"
153,"spotify:track:4VXIryQMWpIdGgYR4TrjT1","Juice WRLD","All Girls Are The Same","Juice WRLD Mixtape / ISR P&D",141,164,8,"477775"
154,"spotify:track:1R0a2iXumgCiFb7HEZ7gUE","Taylor Swift","Don’t Blame Me","Big Machine Records, LLC",51,138,41,"476416"
155,"spotify:track:20gchtRYM7bFiOjYKQB8zZ","The Itchyworms","Beer","Universal Records",94,131,27,"475096"
156,"spotify:track:1cknB5OmLMuJFmdDzQpCIv","South Border","Rainbow","PolyEast Records",53,161,322,"474194"
157,"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","Bruno Mars","Just the Way You Are","Atlantic Records",53,146,270,"474040"
158,"spotify:track:3U8MbjNAP56IrzpbEFn1qN","Al James","Pa-umaga","ProducedbyJimP",53,122,96,"473077"
159,"spotify:track:0ll8uFnc0nANY35E0Lfxvg","Keane","Somewhere Only We Know","Universal-Island Records Ltd.",76,160,30,"468295"
160,"spotify:track:4EI8VuxUuIHKfafU72emqz","Mariah Carey","We Belong Together","Def Jam Recordings",137,163,14,"467015"
161,"spotify:track:1CAksvEO6oRHd9bBKWAfuY","Ariana Grande","One Last Time","Universal Records",155,-1,14,"466689"
162,"spotify:track:1xK59OXxi2TAAAbmZK0kBL","d4vd","Romantic Homicide","Darkroom/Interscope Records",86,119,24,"466660"
163,"spotify:track:34ob61cxp34Sf7KHK6RnSU","PDL, Skusta Clee, Yuridope","Sa Susunod Na Lang","Panty Droppaz League",5,169,171,"466168"
164,"spotify:track:3qoftcUZaUOncvIYjFSPdE","Taylor Swift","Bejeweled","Taylor Swift",8,153,19,"458479"
165,"spotify:track:2SLwbpExuoBDZBpjfefCtV","The Weeknd","Out of Time","XO / Republic Records",120,-1,5,"457024"
166,"spotify:track:2DwUdMJ5uxv20EhAildreg","NewJeans","Cookie","ADOR",97,145,11,"451959"
167,"spotify:track:0xaKCWpX4CBSqwh7CQa4EG","Al James","PSG","Al James",9,137,59,"450872"
168,"spotify:track:6Al0RruBBzC6ft8u1p78hG","Silent Sanctuary","Kundiman","Universal Records",80,173,88,"449595"
169,"spotify:track:573EXMFHsEKPRSy08G91Sr","Katharine McPhee, Jason Reeves","Terrified","KATHARINE MCPHEE",49,183,121,"449594"
170,"spotify:track:2Mo4pOpCYXOu33856sMQLh","Ben&Ben","Make It With You","Star Music",1,-1,148,"448788"
171,"spotify:track:6fxVffaTuwjgEk5h9QyRjy","Ed Sheeran","Photograph","Atlantic Records UK",36,195,281,"448707"
172,"spotify:track:6brl7bwOHmGFkNw3MBqssT","Ne-Yo","So Sick","Def Soul",77,148,269,"447963"
173,"spotify:track:1qrpoAMXodY6895hGKoUpA","Taylor Swift","You Belong With Me (Taylor’s Version)","Taylor Swift",11,177,37,"447293"
174,"spotify:track:2p8IUWQDrpjuFltbdgLOag","The Weeknd","After Hours","Republic Records",52,-1,24,"444997"
175,"spotify:track:09mEdoA6zrmBPgTEN5qXmN","The Weeknd","Call Out My Name","Universal Republic Records",16,-1,32,"444336"
176,"spotify:track:3AJwUDP919kvQ9QcozQPxg","Coldplay","Yellow","Parlophone UK",80,162,136,"441783"
177,"spotify:track:4HBZA5flZLE435QTztThqH","Ariana Grande, Justin Bieber","Stuck with U (with Justin Bieber)","Ariana Grande & Justin Bieber ""Stuck With U""- Charity",1,-1,137,"440924"
178,"spotify:track:5zwwW9Oq7ubSxoCGyW1nbY","BLACKPINK","Pink Venom","YG Entertainment",1,151,28,"440182"
179,"spotify:track:567e29TDzLwZwfDuEpGTwo","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,171,86,"440145"
180,"spotify:track:062z5ZMd0a0snMBZ75tOco","Up Dharma Down","Oo","Viva Records",111,155,19,"439493"
181,"spotify:track:6uDYCYObYXJXoMnCzz8083","Orange & Lemons","Yakap sa Dilim","Universal Records",114,144,30,"439385"
182,"spotify:track:0Ryd8975WihbObpp5cPW1t","Ariana Grande, Social House","boyfriend (with Social House)","Republic Records",13,-1,30,"438260"
183,"spotify:track:0ClPIeT6MSgfSgQ9ZrJbAq","Charlie Puth","Cheating on You","Artist Partner",13,-1,76,"436923"
184,"spotify:track:2CcQDI2IDhHbmBIFup58JE","Ariana Grande","Daydreamin'","Universal Records",128,194,20,"435303"
185,"spotify:track:1NopgVCMVhCKIm64tF7auX","Eraserheads","With A Smile","Musiko",59,165,118,"429478"
186,"spotify:track:0O6u0VJ46W86TxN9wgyqDj","Post Malone, Doja Cat","I Like You (A Happier Song) (with Doja Cat)","Mercury Records/Republic Records",44,-1,38,"427802"
187,"spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl","LANY","Malibu Nights","Polydor Records",2,-1,226,"427471"
188,"spotify:track:092cPwFlwBXdB3QF3X469W","Arthur Nery","Binhi","O/C Records",13,172,101,"426148"
189,"spotify:track:0EcQcdcbQeVJn9fknj44Be","Lauv","I Like Me Better","Lauv",3,-1,292,"423523"
190,"spotify:track:46IZ0fSY2mpAiktS3KOqds","Adele","Easy On Me","Columbia",2,176,70,"422655"
191,"spotify:track:4Yxc55NX3tAXC2mHRAhtcW","Olivia Rodrigo, Disney","All I Want - From ""High School Musical: The Musical: The Series""","Walt Disney Records",113,-1,36,"422642"
192,"spotify:track:0PhsD58bUDnIFacJ7itwzb","PLAYERTWO","THAT'S MY BABY","Warner Music Philippines",102,114,9,"422162"
193,"spotify:track:1FnPkOlWCMwRtfXeAAuhMu","December Avenue","Sa Ngalan Ng Pag-Ibig","Tower of Doom",2,193,262,"421902"
194,"spotify:track:0WOvSEVpUGkNufX0w0M06F","LANY","13","Polydor Records",15,-1,201,"421586"
195,"spotify:track:1bDbXMyjaUIooNwFE9wn0N","Drake, 21 Savage","Rich Flex","OVO / Republic Records",44,182,17,"420835"
196,"spotify:track:1XGmzt0PVuFgQYYnV2It7A","Maroon 5, Wiz Khalifa","Payphone","Interscope Records*",9,200,64,"418105"
197,"spotify:track:1NpDnkQO0yWxTtntrC0UNz","Rihanna","California King Bed","Def Jam Recordings",57,152,15,"416726"
198,"spotify:track:4qu63nuBpdn0qHUHuObEj1","Marshmello, Jonas Brothers","Leave Before You Love Me (with Jonas Brothers)","Republic Records",37,-1,63,"416400"
199,"spotify:track:0dJPIIlTmVM0lambbFgAYq","December Avenue","Eroplanong Papel","Tower of Doom Music",89,166,64,"415925"
200,"spotify:track:6HU7h9RYOaPRFeh0R3UeAr","Olivia Rodrigo","deja vu","Olivia Rodrigo PS",3,181,100,"415923"
