rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
18,"spotify:track:6dgUya35uo964z7GZXM07g","Sabrina Carpenter","Nonsense","Island Records",8,14,11,"1459985"
19,"spotify:track:2dHHgzDwk4BJdRwy9uXhTO","Metro Boomin, The Weeknd, 21 Savage","Creepin' (with The Weeknd & 21 Savage)","Republic Records",17,20,10,"1398145"
20,"spotify:track:0a4MMyCrzT0En247IhqZbD","NewJeans","Hype Boy","ADOR",19,22,27,"1393659"
21,"spotify:track:4mc3rUoMwwiNTHA4al9nNd","Lola Amour","Fallen","Warner Music Philippines",10,18,32,"1371008"
22,"spotify:track:5uCax9HTNlzGybIStD3vDh","James Arthur","Say You Won't Let Go","Columbia",1,76,320,"1350276"
23,"spotify:track:3rWDp9tBPQR9z6U5YyRSK4","Taylor Swift","Midnight Rain","Taylor Swift",2,19,16,"1340893"
24,"spotify:track:2e7iqtA42EPXTtiiAlblC1","Moira Dela Torre","Babalik Sa'yo (from ""2 Good 2 Be True"")","ABS-CBN Music",2,25,25,"1324163"
25,"spotify:track:0p7s2EXYWLca0UOdQyQrNN","Mayonnaise","Jopay","Sony Music Entertainment",5,16,28,"1317843"
26,"spotify:track:5Y35SjAfXjjG0sFQ3KOxmm","SZA","Nobody Gets Me","Top Dawg Entertainment/RCA Records",15,21,9,"1317529"
27,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",4,26,45,"1315903"
28,"spotify:track:5xwBIieMMFUmLDgvG4DjFe","Stacey Ryan","Fall In Love Alone","Island Records",17,23,17,"1287987"
29,"spotify:track:3W4U7TEgILGpq0EmquurtH","yuji, putri dahlia","Old Love","yuji",23,27,23,"1262852"
30,"spotify:track:2vnd3JVvcLs2LxRFwC6mKu","Shanti Dope","City Girl","Universal Records",22,31,10,"1240490"
31,"spotify:track:08MFgEQeVLF37EyZ7jcwLc","Zack Tabudlo","Pano","Universal Music Philippines Inc.",1,28,61,"1236662"
32,"spotify:track:2jbf9EytR7fzpSrPWAYCf9","Adie","Paraluman","O/C Records",3,30,92,"1221609"
33,"spotify:track:1AuxZd50Dpaz0cCWphYryh","iluna","panaginip","evosound",33,44,5,"1185183"
34,"spotify:track:1gH1h30wkQdd9zhY3j7a8T","Rex Orange County","THE SHADE","Rex Orange County",3,33,32,"1157833"
35,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",3,34,28,"1135596"
36,"spotify:track:4z7xboLD3PqY9dOUscS2ly","mrld","Ikaw Pa Rin","O/C Records",35,35,18,"1109443"
37,"spotify:track:0QHEIqNKsMoOY5urbzN48u","Meghan Trainor","Made You Look","Epic",4,29,16,"1087687"
38,"spotify:track:5Odq8ohlgIbQKMZivbWkEo","Charlie Puth, Jung Kook, BTS","Left and Right (Feat. Jung Kook of BTS)","Atlantic Records",1,40,33,"1076261"
39,"spotify:track:5odlY52u43F5BjByhxg7wg","JVKE","golden hour","JVKE",30,41,23,"1068857"
40,"spotify:track:5CUQnKjA6nlteCnxMKsjIu","Adie","Tahanan","O/C Records",6,39,62,"1058375"
41,"spotify:track:2xRGPubKBTHX6iyrpQvtCy","Chris Brown, Ludacris","Wet The Bed (feat. Ludacris)","Jive",4,36,12,"1036596"
42,"spotify:track:4fsQ0K37TOXa3hEQfjEic1","LE SSERAFIM","ANTIFRAGILE","SOURCE MUSIC",21,38,17,"1030126"
43,"spotify:track:3h8uWt8HNyDNubPSEBgTPG","Zack Tabudlo","Yakap","Universal Music Philippines Inc.",41,47,18,"1027012"
44,"spotify:track:08hFNg8Oz3lvaAms7qrIif","Hale","The Day You Said Goodnight","PolyEast Records",41,129,231,"1022700"
45,"spotify:track:1Y3LN4zO1Edc2EluIoSPJN","Stephen Sanchez, Em Beihold","Until I Found You (with Em Beihold) - Em Beihold Version","Republic Records",11,58,15,"989187"
46,"spotify:track:0WZqHCoOBXqgCCIsUZLC2a","Arthur Nery","Pagsamo","Viva Records",1,42,71,"986556"
47,"spotify:track:6FIEuf1JIzmCtach0gXpeG","Up Dharma Down","Tadhana","Viva Records",28,50,308,"970450"
48,"spotify:track:5jQI2r1RdgtuT8S3iG8zFC","Taylor Swift","Lavender Haze","Taylor Swift",3,43,16,"952751"
49,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",37,49,26,"934741"
50,"spotify:track:26hOm7dTtBi0TdpDGl141t","Joji","Die For You","88rising Music/Warner Records",4,37,14,"925110"
51,"spotify:track:4IeuTj1pEHuL9vJSiEqEfR","mrld","Ligaya","O/C Records",18,63,62,"919738"
52,"spotify:track:4ewazQLXFTDC8XvCbhvtXs","Joji","Glimpse of Us","88rising Music/Warner Records",1,48,35,"915368"
53,"spotify:track:1oYQtNQUxSODedcc5hPmp9","Ace Banzuelo","Muli","Sony Music Entertainment",2,46,39,"891587"
54,"spotify:track:2xCkiGqGMkAIg6fQTag51C","Unique Salonga","Sino","O/C Records",45,45,78,"879760"
55,"spotify:track:5TTXEcfsYLh6fTarLaevTi","NIKI","lowkey","88rising Music",26,52,160,"873808"
56,"spotify:track:2m6Ko3CY1qXNNja8AlugNc","Troye Sivan","Angel Baby","EMI Recorded Music Australia Pty Ltd",1,51,74,"873355"
57,"spotify:track:0QzuaeCEEOV40Pn7IvKEny","dhruv","double take","Little Worry/RCA Records",1,53,85,"872239"
58,"spotify:track:7gfrASeOt73YWvpIv1fU8E","Arthur Nery","Higa","O/C Records",10,55,140,"868134"
59,"spotify:track:3sqrvkNC6IPTIXvvbx9Arw","Taylor Swift","Enchanted","Big Machine Records, LLC",12,54,66,"852454"
60,"spotify:track:4tyEfRWLgYkWQaowoHXoba","Moira Dela Torre","Kumpas - Theme of “2 Good 2 Be True”","Star Music",8,57,36,"852111"
61,"spotify:track:5d9Rka4T0szdC1MobhtXrV","Ben&Ben","Paninindigan Kita","Sony Music Entertainment",25,60,41,"835985"
62,"spotify:track:0mL82sxCRjrs3br407IdJh","The Weeknd","Is There Someone Else?","XO / Republic Records",52,66,41,"835896"
63,"spotify:track:50x1Ic8CaXkYNvjmxe3WXy","New West","Those Eyes","Republic Records",57,61,31,"828688"
64,"spotify:track:0o9zmvc5f3EFApU52PPIyW","Fujii Kaze","Shinunoga E-Wa","Universal Music LLC",24,59,24,"826997"
65,"spotify:track:2pIUpMhHL6L9Z5lnKxJJr9","NewJeans","Attention","ADOR",30,64,26,"821498"
66,"spotify:track:38DlSDrx9tgc5Gfq6y3aBa","TWICE","MOONLIGHT SUNRISE","Republic Records - TWICE",24,32,3,"808405"
67,"spotify:track:7ArVzlFsFsQXNseVXmdOyk","Denise Julia","NVMD","Denise Julia",14,72,42,"779902"
68,"spotify:track:6VhuP99TE6gYNQRJIlAWFD","Stephen Sanchez","Until I Found You","Republic Records",7,70,40,"771025"
69,"spotify:track:3WUEs51GpcvlgU7lehLgLh","Ben&Ben","Kathang Isip","Warner Music Philippines",2,71,269,"765325"
70,"spotify:track:7C9Knp9FzLY6RwgktmW9Ge","Because, Leslie","BMW","Viva Records",4,75,73,"756810"
71,"spotify:track:0B7wvvmu9EISAwZnOpjhNI","Bruno Mars","When I Was Your Man","Atlantic Records",71,82,21,"748783"
72,"spotify:track:4rG3h1QwgjSSWz8EIjCFrm","Ben&Ben","Araw-Araw","Sony Music Entertainment",23,69,178,"747462"
73,"spotify:track:3Eb5sztvEMa0Mqnb8DUAlU","IV Of Spades","Come Inside Of My Heart","Warner Music Philippines",44,65,98,"735804"
74,"spotify:track:3PgjBOoA5OytNGkglObpOd","Ben&Ben","Sa Susunod na Habang Buhay","Sony Music Entertainment",2,68,154,"727873"
75,"spotify:track:663vZfMh88Uo2bfTx6wiE4","Janine Teñoso, Arthur Nery","Pelikula","Viva Records",32,73,82,"726202"
76,"spotify:track:4u8RkgV6P4TLi89SmlUtv8","IV Of Spades","Mundo","Warner Music Philippines",1,95,261,"723042"
77,"spotify:track:61AZsmFB3VoJdmraMk5ZSn","TAEYANG, Jimin","VIBE (feat. Jimin of BTS)","THEBLACKLABEL",39,56,4,"718168"
78,"spotify:track:2eAvDnpXP5W0cVtiI0PUxV","Ruth B.","Dandelions","Columbia",20,94,85,"696370"
79,"spotify:track:2wSTnntOPRi7aQneobFtU4","SZA","Shirt","Top Dawg Entertainment/RCA Records",27,77,15,"693186"
80,"spotify:track:7gRFDGEzF9UkBV233yv2dc","BLACKPINK","Shut Down","YG Entertainment",1,80,21,"691675"
81,"spotify:track:5ABJ0rNmVmLsyiPxOEwe9e","Silent Sanctuary","Bumalik Ka Na Sa'kin","Ivory Music & Video, Inc.",67,67,33,"684563"
82,"spotify:track:1dGr1c8CrMLDpV6mPbImSI","Taylor Swift","Lover","Taylor Swift",1,88,121,"682491"
83,"spotify:track:4SqWKzw0CbA05TGszDgMlc","The Walters","I Love You So","Warner Records",10,89,71,"682151"
84,"spotify:track:68HocO7fx9z0MgDU0ZPHro","NIKI","Every Summertime","MARVEL/Hollywood Records, Inc./Interscope Records",2,98,60,"677708"
85,"spotify:track:6rIx9meOtOHDoo6ryRUdHv","December Avenue","Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack)","Tower of Doom",12,81,174,"675238"
86,"spotify:track:5O2P9iiztwhomNh8xkR9lJ","One Direction","Night Changes","Syco Music",80,99,86,"662781"
87,"spotify:track:6wdCelHrPh7UfliNjwRTUv","Ben&Ben","Leaves","Warner Music Philippines",40,106,263,"651204"
88,"spotify:track:3OM6qQmdFV6uy61GIqpRtf","Rex Orange County","AMAZING","Rex Orange County",23,78,26,"649226"
89,"spotify:track:4D7BCuvgdJlYvlX5WlN54t","Taylor Swift","You're On Your Own, Kid","Taylor Swift",6,83,16,"648709"
90,"spotify:track:4JSDhJVmo2UqdF7nxbyenn","Hale","Kung Wala Ka","Polyeast",47,87,305,"646371"
91,"spotify:track:5NvOZCjZaGGGL597exlQWv","Ricky Montgomery","Line Without a Hook","Warner Records",10,85,75,"645374"
92,"spotify:track:55RMhrPQYA6vLu5YMgXxFD","Zack Tabudlo","Binibini","Universal Music Philippines Inc.",1,96,97,"642795"
93,"spotify:track:63bmIgH9sS6sX5Sc7MetGq","Zack Tabudlo","Habang Buhay","Universal Music Philippines Inc.",2,93,72,"641958"
94,"spotify:track:5F1ZmucV0uJY14y2dYKePa","Joji","Sanctuary","88rising Music/Warner Records",17,90,150,"639127"
95,"spotify:track:5mHdCZtVyb4DcJw8799hZp","RAYE, 070 Shake","Escapism.","Human Re Sources",91,91,6,"636313"
96,"spotify:track:4AfA4PrYOYuVRwqWG1YwIG","Moira Dela Torre","ikaw at sila","Just Music Philippines",76,159,3,"628403"
97,"spotify:track:2DwUdMJ5uxv20EhAildreg","NewJeans","Cookie","ADOR",97,97,8,"625737"
98,"spotify:track:2BDrpeAnTxCurLt38yDSrE","Lo ki","Kagome","DRP Records",6,79,48,"624356"
99,"spotify:track:0ug5NqcwcFR2xrfTkc7k8e","Taylor Swift","Style","Big Machine Records, LLC",77,113,69,"624127"
100,"spotify:track:5MYPzdIWgx3pMLRGlq2fVq","Zack Tabudlo","Asan Ka Na Ba","Universal Music Philippines Inc.",6,86,46,"622153"
101,"spotify:track:6I3mqTwhRpn34SLVafSH7G","Justin Bieber","Ghost","RBMG/Def Jam",6,100,73,"617576"
102,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",9,102,65,"617428"
103,"spotify:track:4R2kfaDFhslZEMJqAFNpdd","Taylor Swift","cardigan","Taylor Swift",1,105,51,"602177"
104,"spotify:track:1u8c2t2Cy7UBoG4ArRcF5g","Taylor Swift","Blank Space","Big Machine Records, LLC",69,103,126,"601751"
105,"spotify:track:2mHZkcKMA1MkXAziIXQtVv","Nadine Lustre","Paligoy-Ligoy - From ""Diary Ng Panget""","Viva Records Corporation",105,-1,1,"600844"
106,"spotify:track:5l9g7py8RCblcvbZgGQgSd","Ben&Ben","Pagtingin","Sony Music Entertainment",2,124,197,"599376"
107,"spotify:track:0bhzB5PBUVqZSux5Y7t5ED","Silent Sanctuary","Ikaw Lamang","Universal Records",48,84,164,"597183"
108,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",9,133,36,"589844"
109,"spotify:track:2GAhgAjOhEmItWLfgisyOn","SZA","Low","Top Dawg Entertainment/RCA Records",93,104,6,"586891"
110,"spotify:track:5KFFqtixyLrREHz3iiU9jw","Hale","Blue Sky","PolyEast Records",110,-1,13,"585903"
111,"spotify:track:0D1ecMMsSIpJbjPoJMHGkV","Parokya Ni Edgar","Your Song","Universal Records",34,92,283,"581920"
112,"spotify:track:2bOIWTTDL1XmHcaPWaCdek","Ric Segreto","Don't Know What to Say - Don't Know What to Do","Vicor Music Corporation",100,110,37,"579294"
113,"spotify:track:1wtOxkiel43cVs0Yux5Q4h","Taylor Swift, Lana Del Rey","Snow On The Beach (feat. Lana Del Rey)","Taylor Swift",4,107,16,"574975"
114,"spotify:track:4xqrdfXkTW4T0RauPLv3WA","Conan Gray","Heather","Republic Records",13,134,133,"563712"
115,"spotify:track:3afkJSKX0EAMsJXTZnDXXJ","Troye Sivan","Strawberries & Cigarettes","EMI Recorded Music Australia Pty Ltd",22,119,164,"554540"
116,"spotify:track:5zwwW9Oq7ubSxoCGyW1nbY","BLACKPINK","Pink Venom","YG Entertainment",1,118,25,"554519"
117,"spotify:track:1fDFHXcykq4iw8Gg7s5hG9","The 1975","About You","Dirty Hit",87,109,16,"552044"
118,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",57,117,30,"550521"
119,"spotify:track:3IelG5zYpWWCZIH4cqWlPV","XG","SHOOTING STAR","XGALX",119,-1,1,"550132"
120,"spotify:track:3hUxzQpSfdDqwM3ZTFQY0K","Taylor Swift","august","Taylor Swift",6,121,44,"549918"
121,"spotify:track:0EA8jl8Wje9ALRKC8Qlzyt","Arthur Nery, Jason Dhakal","Happy w u","Viva Records",21,148,82,"549544"
122,"spotify:track:1cKHdTo9u0ZymJdPGSh6nq","The Weeknd, Gesaffelstein","I Was Never There","Universal Republic Records",108,136,31,"549486"
123,"spotify:track:1xzi1Jcr7mEi9K2RfzLOqS","Beyoncé","CUFF IT","Parkwood Entertainment/Columbia",63,116,18,"547349"
124,"spotify:track:0tr6XR58KBdDYd8qvHVTs8","Taylor Swift","Back To December","Big Machine Records, LLC",54,108,30,"547306"
125,"spotify:track:4iRRAvxPPWXQp3mV1rAbPF","NOBITA","Unang Sayaw","Sony Music Entertainment",12,137,69,"538689"
126,"spotify:track:3qoftcUZaUOncvIYjFSPdE","Taylor Swift","Bejeweled","Taylor Swift",8,101,16,"537958"
127,"spotify:track:1dcNEEtODRVZEevQ20Cgmy","Zack Tabudlo","Nangangamba","Universal Music Philippines Inc.",4,122,97,"527213"
128,"spotify:track:135ggzbjOogZ75IQ0LQi8r","Eraserheads","Ang Huling El Bimbo","Musiko",43,123,308,"525088"
129,"spotify:track:5enxwA8aAbwZbf5qCHORXi","Taylor Swift","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",1,139,65,"523861"
130,"spotify:track:3pCt2wRdBDa2kCisIdHWgF","Pamungkas","To the Bone","Mas Pam Records",5,112,88,"521794"
131,"spotify:track:3U8MbjNAP56IrzpbEFn1qN","Al James","Pa-umaga","ProducedbyJimP",53,144,93,"521420"
132,"spotify:track:5CZ40GBx1sQ9agT82CLQCT","Olivia Rodrigo","traitor","Olivia Rodrigo PS",4,160,90,"520230"
133,"spotify:track:1cknB5OmLMuJFmdDzQpCIv","South Border","Rainbow","PolyEast Records",53,197,319,"520040"
134,"spotify:track:6UN73IYd0hZxLi8wFPMQij","Coi Leray","Players","Uptown / Republic Records",134,-1,1,"517867"
135,"spotify:track:062z5ZMd0a0snMBZ75tOco","Up Dharma Down","Oo","Viva Records",111,111,16,"516745"
136,"spotify:track:6brl7bwOHmGFkNw3MBqssT","Ne-Yo","So Sick","Def Soul",77,120,266,"515645"
137,"spotify:track:1xK59OXxi2TAAAbmZK0kBL","d4vd","Romantic Homicide","Darkroom/Interscope Records",86,125,21,"514081"
138,"spotify:track:20gchtRYM7bFiOjYKQB8zZ","The Itchyworms","Beer","Universal Records",94,126,24,"511419"
139,"spotify:track:6YjKd9oPXKqjLUVPo4Y0oi","Ben&Ben","The Ones We Once Loved","Sony Music Entertainment",10,115,24,"511025"
140,"spotify:track:5kY2DRIom6dcVZbQb1SAX8","Justine Skye, Tyga","Collide (feat. Tyga)","Nynetineth LLC",128,128,7,"508433"
141,"spotify:track:4VXIryQMWpIdGgYR4TrjT1","Juice WRLD","All Girls Are The Same","Juice WRLD Mixtape / ISR P&D",141,141,5,"505104"
142,"spotify:track:0EFa7HXaZUAzu9q1UdVPBR","Noah Alejandre","Nahuhulog Na Sa'yo","Warner Music Philippines",142,-1,1,"504861"
143,"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","Bruno Mars","Just the Way You Are","Atlantic Records",53,167,267,"504537"
144,"spotify:track:1RMJOxR6GRPsBHL8qeC2ux","Daniel Caesar, H.E.R.","Best Part (feat. H.E.R.)","Golden Child Recordings",12,140,268,"503578"
145,"spotify:track:2gYj9lubBorOPIVWsTXugG","IVE","After LIKE","Starship Entertainment",18,135,25,"499893"
146,"spotify:track:4mzP5mHkRvGxdhdGdAH7EJ","Zack Tabudlo","Give Me Your Forever","Universal Music Philippines Inc.",21,155,67,"492569"
147,"spotify:track:1R0a2iXumgCiFb7HEZ7gUE","Taylor Swift","Don’t Blame Me","Big Machine Records, LLC",51,132,38,"491943"
148,"spotify:track:5FAa20dKuaEaRHz9rzRw7X","Wilbert Ross","LANGGA","Viva Records",113,150,15,"491036"
149,"spotify:track:0xaKCWpX4CBSqwh7CQa4EG","Al James","PSG","Al James",9,114,56,"487356"
150,"spotify:track:1o1Z58MIuGdh6wWjAVaKk3","PLAYERTWO","THAT'S MY BABY","PLAYERTWO",108,171,6,"486420"
151,"spotify:track:1NpDnkQO0yWxTtntrC0UNz","Rihanna","California King Bed","Def Jam Recordings",57,127,12,"483792"
152,"spotify:track:1oFAF1hdPOickyHgbuRjyX","The Weeknd, Ariana Grande","Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","XO / Republic Records",11,163,94,"483533"
153,"spotify:track:5Z2DNRAhs6r4VdINVkRhYY","ENHYPEN","SHOUT OUT","BELIFT LAB",121,-1,3,"481562"
154,"spotify:track:0rhI6gvOeCKA502RdJAbfs","TOMORROW X TOGETHER","Sugar Rush Ride","Republic Records - TXT",74,74,2,"480135"
155,"spotify:track:22bPsP2jCgbLUvh82U0Z3M","Taylor Swift","The Way I Loved You (Taylor’s Version)","Taylor Swift",17,154,37,"479455"
156,"spotify:track:22Nd3GuO7sHopPjdKccRcq","mrld","An Art Gallery Could Never Be As Unique As You","O/C Records",129,131,30,"479390"
157,"spotify:track:69u8qQcaA3o0A7Ko87juqp","Orange & Lemons","Hanggang Kailan - Umuwi Ka Na Baby","Universal Records",48,147,210,"478701"
158,"spotify:track:1l7TuyIge9siMw39a0dqXd","TJ Monterde","Dating Tayo","PolyEast Records",28,-1,121,"478331"
159,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",55,142,32,"477270"
160,"spotify:track:3jiKUMXqwEodB7gVv1RMZU","Bruno Mars, Anderson .Paak, Silk Sonic, Thundercat, Bootsy Collins","After Last Night (with Thundercat & Bootsy Collins)","Aftermath Entertainment/Atlantic",98,138,14,"473054"
161,"spotify:track:3eX0NZfLtGzoLUxPNvRfqm","Taylor Swift","Maroon","Taylor Swift",5,146,16,"470478"
162,"spotify:track:46IZ0fSY2mpAiktS3KOqds","Adele","Easy On Me","Columbia",2,178,67,"468976"
163,"spotify:track:5expoVGQPvXuwBBFuNGqBd","NewJeans","Hurt","ADOR",163,175,3,"467988"
164,"spotify:track:6bMSUhAmaAGTb5RTTuzWE3","Gloc 9","Simpleng Tao","Star Music",139,176,72,"467666"
165,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",66,143,23,"466565"
166,"spotify:track:1NopgVCMVhCKIm64tF7auX","Eraserheads","With A Smile","Musiko",59,153,115,"466194"
167,"spotify:track:0ll8uFnc0nANY35E0Lfxvg","Keane","Somewhere Only We Know","Universal-Island Records Ltd.",76,149,27,"464988"
168,"spotify:track:2kSb3wYSOV996xA2NSmpck","Kali Uchis","Melting","Kali Uchis LLC",91,156,12,"464248"
169,"spotify:track:3nqqDo8CcCLke3ZoTgiOKf","The Script","The Man Who Can't Be Moved","Epic/Phonogenic",99,145,149,"464141"
170,"spotify:track:1bDbXMyjaUIooNwFE9wn0N","Drake, 21 Savage","Rich Flex","OVO / Republic Records",44,151,14,"456392"
171,"spotify:track:1qrpoAMXodY6895hGKoUpA","Taylor Swift","You Belong With Me (Taylor’s Version)","Taylor Swift",11,164,34,"451576"
172,"spotify:track:3kdDccXEVz0snh6mcL4eFj","Cean Jr.","YK","O/C Records",172,-1,1,"450000"
173,"spotify:track:04qDUASuSfVp6fktfsxVej","Caleb Santos, Viva Music Publishing Inc.","I Need You More Today","Viva Records Corporation",89,158,146,"446579"
174,"spotify:track:567e29TDzLwZwfDuEpGTwo","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,162,83,"445695"
175,"spotify:track:4qu63nuBpdn0qHUHuObEj1","Marshmello, Jonas Brothers","Leave Before You Love Me (with Jonas Brothers)","Republic Records",37,170,61,"438728"
176,"spotify:track:5Ro6MdZGgce4PEuaFCJYPq","Eraserheads","Ligaya","Musiko",87,152,21,"436918"
177,"spotify:track:3AJwUDP919kvQ9QcozQPxg","Coldplay","Yellow","Parlophone UK",80,187,133,"436518"
178,"spotify:track:1RDvyOk4WtPCtoqciJwVn8","Jung Kook, BTS, FIFA Sound","Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]","Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC",35,179,12,"436023"
179,"spotify:track:092cPwFlwBXdB3QF3X469W","Arthur Nery","Binhi","O/C Records",13,180,98,"433952"
180,"spotify:track:1Fid2jjqsHViMX6xNH70hE","Seafret","Atlantis","Sweet Jane Recordings",26,185,33,"431475"
181,"spotify:track:5QM0SsyzmBM0pbFY52Xj1X","Sam Smith","I'm Not The Only One","Capitol",62,-1,118,"431238"
182,"spotify:track:3NanY0K4okhIQzL33U5Ad8","PinkPantheress","Boy's a liar","Warner Records",134,195,7,"429702"
183,"spotify:track:5QO79kh1waicV47BqGRL3g","The Weeknd","Save Your Tears","Republic Records",13,184,72,"429194"
184,"spotify:track:6HVT2c1ZZdhH1nGFb4AxUJ","Cup of Joe","Estranghero","Viva Records",165,165,3,"428235"
185,"spotify:track:011GTFfE8rqTRMhz5g8IAW","Al James, Rjay Ty, Lexus","Repeat","Al James",39,173,54,"427445"
186,"spotify:track:1FnPkOlWCMwRtfXeAAuhMu","December Avenue","Sa Ngalan Ng Pag-Ibig","Tower of Doom",2,177,259,"427418"
187,"spotify:track:0O6u0VJ46W86TxN9wgyqDj","Post Malone, Doja Cat","I Like You (A Happier Song) (with Doja Cat)","Mercury Records/Republic Records",44,194,36,"426924"
188,"spotify:track:2yjlYDiNiQkdxVqTlaSrlX","Nicki Minaj","Super Freaky Girl","Republic Records",13,182,26,"426596"
189,"spotify:track:6Al0RruBBzC6ft8u1p78hG","Silent Sanctuary","Kundiman","Universal Records",80,186,85,"422118"
190,"spotify:track:1qEmFfgcLObUfQm0j1W2CK","Harry Styles","Late Night Talking","Columbia",29,200,32,"418930"
191,"spotify:track:6HU7h9RYOaPRFeh0R3UeAr","Olivia Rodrigo","deja vu","Olivia Rodrigo PS",3,196,97,"416146"
192,"spotify:track:0EcQcdcbQeVJn9fknj44Be","Lauv","I Like Me Better","Lauv",3,-1,290,"411944"
193,"spotify:track:573EXMFHsEKPRSy08G91Sr","Katharine McPhee, Jason Reeves","Terrified","KATHARINE MCPHEE",49,191,118,"410994"
194,"spotify:track:2v6jmF6VQWS96x6tSg05IC","Arthur Nery","TAKE ALL THE LOVE","Viva Records",65,-1,45,"410079"
195,"spotify:track:1mXVgsBdtIVeCLJnSnmtdV","Sam Smith","Too Good At Goodbyes","Capitol",1,-1,227,"408921"
196,"spotify:track:2lgz3yy1AyoceOVOOBmiOS","The Pussycat Dolls","Stickwitu","Pussycat Dolls",88,-1,255,"408675"
197,"spotify:track:2CcQDI2IDhHbmBIFup58JE","Ariana Grande","Daydreamin'","Universal Records",128,199,18,"407696"
198,"spotify:track:6uDYCYObYXJXoMnCzz8083","Orange & Lemons","Yakap sa Dilim","Universal Records",114,168,27,"407570"
199,"spotify:track:0W4NhJhcqKCqEP2GIpDCDq","Keyshia Cole","Love","A&M (UC)",199,-1,1,"406455"
200,"spotify:track:4sYpTI5RPkhX2OWfrmjNl3","MYMP","Tell Me Where It Hurts","Ivory Music & Video, Inc.",67,-1,250,"406174"
