rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,stream_category
44,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,Charlie Puth,Light Switch,Atlantic Records,20,45,23,727313,6
45,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,37,51,721681,6
46,spotify:track:0HZ3OUVrGHxttD2EuHqRm3,Hale,The Day You Said Goodnight,PolyEast Records,43,43,199,717639,6
47,spotify:track:5SCueETKJMI9LrMjrvlbjf,"NAYEON, Wonstein",LOVE COUNTDOWN (Feat. Wonstein),Republic Records – NAYEON (TWICE),47,-1,1,715518,6
48,spotify:track:4mzP5mHkRvGxdhdGdAH7EJ,Zack Tabudlo,Give Me Your Forever,Universal Music Philippines Inc.,21,44,35,705872,6
49,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,20,51,53,689759,6
50,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,2,47,37,635843,5
51,spotify:track:5enxwA8aAbwZbf5qCHORXi,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,50,33,615421,5
52,spotify:track:0wHFktze2PHC5jDt3B17DC,Jack Harlow,First Class,Generation Now/Atlantic,29,46,12,602998,5
53,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,29,48,6,591251,5
54,spotify:track:4rG3h1QwgjSSWz8EIjCFrm,Ben&Ben,Araw-Araw,Sony Music Entertainment,23,53,146,581579,5
55,spotify:track:3WUEs51GpcvlgU7lehLgLh,Ben&Ben,Kathang Isip,Warner Music Philippines,2,54,237,577496,5
56,spotify:track:0mL82sxCRjrs3br407IdJh,The Weeknd,Is There Someone Else?,XO / Republic Records,52,52,9,576900,5
57,spotify:track:6wdCelHrPh7UfliNjwRTUv,Ben&Ben,Leaves,Warner Music Philippines,40,55,231,565316,5
58,spotify:track:1Fid2jjqsHViMX6xNH70hE,Seafret,Atlantis,Sweet Jane Recordings,58,-1,1,550317,5
59,spotify:track:4h4QlmocP3IuwYEj2j14p8,"Nicky Youre, dazy",Sunroof,Thirty Knots/Columbia,58,58,11,547523,4
60,spotify:track:0O6u0VJ46W86TxN9wgyqDj,"Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),Mercury Records/Republic Records,57,57,4,543227,4
61,spotify:track:5TTXEcfsYLh6fTarLaevTi,NIKI,lowkey,88rising Music,26,59,128,543209,4
62,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,62,65,44,532479,4
63,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,4,63,58,523107,4
64,spotify:track:2q3LzfknBzye3xXjgiJBjS,"Gatton, Brooke Young",When Scars Become Art,Gatton,19,61,22,521308,4
65,spotify:track:69xohKu8C1fsflYAiSNbwM,BTS,Run BTS,BIGHIT MUSIC,12,49,3,516582,4
66,spotify:track:267RumTt5KeLBGl2KWxBL0,TJ Monterde,Dating Tayo,PolyEast Records,28,62,95,512485,4
67,spotify:track:092cPwFlwBXdB3QF3X469W,Arthur Nery,Binhi,O/C Records,13,66,67,506805,4
68,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,9,79,33,505180,4
69,spotify:track:663vZfMh88Uo2bfTx6wiE4,"Janine Teñoso, Arthur Nery",Pelikula,Viva Records,32,70,50,498881,4
70,spotify:track:6eRUz27KzkmGy3s6ZMcHgt,"NAYEON, Felix of Stray Kids",NO PROBLEM (Feat. Felix of Stray Kids),Republic Records – NAYEON (TWICE),70,-1,1,495015,4
71,spotify:track:24ngpWhBOxKJtIPnzSNX8c,December Avenue,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),Tower of Doom Music,12,64,142,494194,4
72,spotify:track:3ueq4reab02CypseErxvwS,South Border,Rainbow,PolyEast Records,53,67,288,488523,4
73,spotify:track:2oupN96VwNrbONyMtTWGjH,"Nik Makino, Flow G",MOON,Kino Sound,73,85,4,488296,4
74,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,"Big Machine Records, LLC",12,68,34,482366,4
75,spotify:track:0dcnrLo8s1rhjm8euGjI4n,TREASURE,DARARI,YG Entertainment,8,69,19,475200,4
76,spotify:track:2xCkiGqGMkAIg6fQTag51C,Unique Salonga,Sino,O/C Records,72,72,46,469633,4
77,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,10,71,39,468929,4
78,spotify:track:3OpGUlDmRUXh0NkIYWoIlD,Parokya Ni Edgar,Your Song,Universal Records,34,75,251,468629,4
79,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",74,84,6,468394,4
80,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,3,76,65,465935,4
81,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,1,80,89,464065,4
82,spotify:track:2v5VIWMjZxeiG52KckiXxS,Silent Sanctuary,Ikaw Lamang,Universal Records,48,77,132,462270,4
83,spotify:track:0Q5VnK2DYzRyfqQRJuUtvi,IVE,LOVE DIVE,STARSHIP Entertainment,16,83,13,448458,3
84,spotify:track:4JzCFEc3O2UEdjKzevvFH5,BTS,For Youth,BIGHIT MUSIC,21,56,3,440946,3
85,spotify:track:2KukL7UlQ8TdvpaA7bY3ZJ,Beyoncé,BREAK MY SOUL,Parkwood Entertainment/Columbia,85,-1,1,439372,3
86,spotify:track:4qu63nuBpdn0qHUHuObEj1,"Marshmello, Jonas Brothers",Leave Before You Love Me (with Jonas Brothers),Republic Records,37,78,29,429262,3
87,spotify:track:0UHB9METy4VCXNgkcGqHqS,Rihanna,Kiss It Better,Roc Nation / Rihanna,74,74,9,426816,3
88,spotify:track:2VeGifKR8RbINCfWcRb5qH,"Cliff, Yden",Sunsets With You,Warner Music Philippines,60,81,10,423731,3
89,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Kemosabe Records/RCA Records,15,73,48,423534,3
90,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,23,82,50,420385,3
91,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,1,87,77,415796,3
92,spotify:track:1t7AA4xxqEseapeIJCiQ5l,APO Hiking Society,When I Met You,Universal Records,49,86,67,413621,3
93,spotify:track:2MJz8BxxMsERULatmBikDH,Pink Sweat$,At My Worst,Atlantic Records,1,90,95,413204,3
94,spotify:track:46HNZY1i7O6jwTA7Slo2PI,"Coldplay, BTS",My Universe,Parlophone UK,1,60,40,403543,3
95,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,95,98,54,399992,3
96,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",85,94,94,397143,3
97,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,LANY,Malibu Nights,Polydor Records,2,88,195,396040,3
98,spotify:track:2IAR0DziHCjSu16gR4ihvy,Bruno Major,Nothing,Bruno Major,20,93,35,392955,3
99,spotify:track:5l9g7py8RCblcvbZgGQgSd,Ben&Ben,Pagtingin,Sony Music Entertainment,2,95,165,392047,3
100,spotify:track:22bPsP2jCgbLUvh82U0Z3M,Taylor Swift,The Way I Loved You (Taylor’s Version),Taylor Swift,17,123,5,391186,3
101,spotify:track:4u8RkgV6P4TLi89SmlUtv8,IV Of Spades,Mundo,Warner Music Philippines,1,96,229,390416,3
102,spotify:track:4JSDhJVmo2UqdF7nxbyenn,Hale,Kung Wala Ka,Polyeast,47,91,273,389267,3
103,spotify:track:3Eb5sztvEMa0Mqnb8DUAlU,IV Of Spades,Come Inside Of My Heart,Warner Music Philippines,83,97,66,387485,3
104,spotify:track:0dJPIIlTmVM0lambbFgAYq,December Avenue,Eroplanong Papel,Tower of Doom Music,89,89,46,379573,3
105,spotify:track:7mFj0LlWtEJaEigguaWqYh,"Megan Thee Stallion, Dua Lipa",Sweetest Pie,300 Entertainment,83,92,13,377557,3
106,spotify:track:6I2tqFhk8tq69iursYxuxd,SEVENTEEN,HOT,PLEDIS Entertainment,41,99,5,370478,3
107,spotify:track:04qDUASuSfVp6fktfsxVej,"Caleb Santos, Viva Music Publishing Inc.",I Need You More Today,Viva Records Corporation,89,105,119,368372,3
108,spotify:track:1yDiru08Q6omDOGkZMPnei,Ben&Ben,Maybe The Night,Warner Music Philippines,1,100,231,362984,3
109,spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,11,103,62,358705,3
110,spotify:track:1XGmzt0PVuFgQYYnV2It7A,"Maroon 5, Wiz Khalifa",Payphone,Interscope Records*,9,102,34,358696,3
111,spotify:track:2aTKrdenCq5qBOoJPFdn4P,Jamie Miller,Here's Your Perfect,Atlantic Records,2,108,55,356661,3
112,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,Lauv,3,111,266,352942,3
113,spotify:track:4HBZA5flZLE435QTztThqH,"Ariana Grande, Justin Bieber",Stuck with U (with Justin Bieber),"Ariana Grande & Justin Bieber ""Stuck With U""- Charity",1,118,112,351307,3
114,spotify:track:4CnA1w7WulFrRPehCWDULz,Alfie Castley,Teenage Mona Lisa,Alfie Castley,30,104,23,349726,2
115,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,13,106,101,349272,2
116,spotify:track:0WOvSEVpUGkNufX0w0M06F,LANY,13,Polydor Records,15,101,177,348749,2
117,spotify:track:3FuZUeJbuejOfpbvuqp8QL,Arthur Miguel,"Dito, Sa Ilalim Ng Buwan",Warner Music Philippines,58,112,24,345149,2
118,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,24,119,41,343877,2
119,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,"Big Machine Records, LLC",94,124,37,343754,2
120,spotify:track:2mgzUVvDpb1zMSB4glLQ6T,aespa,Life's Too Short (English Version),Warner Records,120,-1,1,340334,2
121,spotify:track:56bMw5TEu4pYroyQlzCKH9,NAYEON,CANDYFLOSS,Republic Records – NAYEON (TWICE),121,-1,1,340201,2
122,spotify:track:0ClPIeT6MSgfSgQ9ZrJbAq,Charlie Puth,Cheating on You,Artist Partner,13,136,60,340199,2
123,spotify:track:20JlaQj9irFjFb8X0SKKS7,Moira Dela Torre,Before It Sinks In,Star Music,80,110,37,339921,2
124,spotify:track:0087fDVeNhuyMtST91RMjv,Silent Sanctuary,Kundiman,Universal Records,80,107,66,339365,2
125,spotify:track:4RVwu0g32PAqgUiJoXsdF8,Billie Eilish,Happier Than Ever,Darkroom/Interscope Records,31,149,48,339090,2
126,spotify:track:296nXCOv97WJNRWzIBQnoj,LE SSERAFIM,FEARLESS,SOURCE MUSIC,48,109,9,338015,2
127,spotify:track:00mBzIWv5gHOYxwuEJXjOG,December Avenue,Sa Ngalan Ng Pag-Ibig,Tower of Doom Music,2,113,227,335624,2
128,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,Olivia Rodrigo PS,2,116,59,334457,2
129,spotify:track:1X4l4i472kW5ofFP8Xo0x0,I Belong to the Zoo,Sana - Single Version,I Belong to the Zoo,1,117,206,331103,2
130,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,happier,Olivia Rodrigo PS,5,126,58,331088,2
131,spotify:track:2BgD4nRyx9EZ5o8YEnjRSV,"December Avenue, Moira Dela Torre",Kung 'Di Rin Lang Ikaw,Tower of Doom Music,1,120,206,330734,2
132,spotify:track:1NUw61RX4Wtmxw7CLiP4kP,Moira Dela Torre,Paubaya,Star Music,1,115,77,323991,2
133,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,1,133,288,319996,2
134,spotify:track:22Nd3GuO7sHopPjdKccRcq,mrld,An Art Gallery Could Never Be As Unique As You,O/C Records,129,132,9,319314,2
135,spotify:track:5QDLhrAOJJdNAmCTJ8xMyW,BTS,Dynamite,BIGHIT MUSIC,1,128,97,319289,2
136,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Golden Child Recordings,12,130,236,316927,2
137,spotify:track:4VoJCUgNmnqG2qF0peDBkw,Stephen Speaks,Out of My League,Rippley Records,72,127,196,313681,2
138,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,BTS,Butter,BIGHIT MUSIC,1,125,58,311979,2
139,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,13,139,40,310009,2
140,spotify:track:2DB4DdfCFMw1iaR6JaR03a,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Epic,38,121,17,309240,2
141,spotify:track:6084YrOaMYkSSlPxDmzKGV,"Alisson Shore, Kiyo",Urong Sulong,LABRYNTH,81,140,112,302450,2
142,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,Columbia,54,134,128,301370,2
143,spotify:track:7vu53hQrIoH7UGeh6qcct1,Zack Tabudlo,As You Are,Universal Music Philippines Inc.,120,137,9,300574,2
144,spotify:track:2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,Atlantic Records UK,4,145,219,299775,2
145,spotify:track:4axSuOg3BqsowKjRpj59RU,Taylor Swift,Carolina - From The Motion Picture “Where The Crawdads Sing”,Taylor Swift,145,-1,1,299678,2
146,spotify:track:2v6jmF6VQWS96x6tSg05IC,Arthur Nery,TAKE ALL THE LOVE,Viva Records,65,142,28,298881,2
147,spotify:track:3U8MbjNAP56IrzpbEFn1qN,Al James,Pa-umaga,ProducedbyJimP,53,129,61,298369,2
148,spotify:track:4UzHWuc3RfLkQXHW4qsKbu,NAYEON,ALL OR NOTHING,Republic Records – NAYEON (TWICE),148,-1,1,297652,2
149,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,24,135,42,297377,2
150,spotify:track:5nMKJJ5Rl6X1yn58aVeICO,December Avenue,Bulong,Tower of Doom Music,8,131,128,296799,2
151,spotify:track:0rKtyWc8bvkriBthvHKY8d,Joji,SLOW DANCING IN THE DARK,88rising Music/Warner Records,91,114,35,296649,2
152,spotify:track:0PQ84nbR1Owkr7RtGBmZI7,Arthur Miguel,Crazier,Warner Music Philippines,39,153,51,296309,2
153,spotify:track:4Yxc55NX3tAXC2mHRAhtcW,"Olivia Rodrigo, Disney","All I Want - From ""High School Musical: The Musical: The Series""",Walt Disney Records,124,150,21,295921,2
154,spotify:track:65sEZZaxTjLMD8vNgPoMz5,Magnus Haven,Imahe,Warner Music Philippines,1,152,146,293394,2
155,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,80,148,101,293311,2
156,spotify:track:0SzvXb3BAWgTHACbIXGNPa,Kamikazee,Halik,Universal Records,118,146,44,292812,2
157,spotify:track:4y5bvROuBDPr5fuwXbIBZR,Taylor Swift,Paper Rings,Taylor Swift,30,147,26,291983,2
158,spotify:track:4Yp8lnGcIde2SWAqrMM3v9,The Itchyworms,Akin Ka Na Lang,Universal Records,97,144,20,290027,2
159,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,Warner Records,85,158,196,289414,2
160,spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,9,143,64,284497,2
161,spotify:track:1pi3VCMlGVaXvrjlVOkBPN,Music Hero,KLWKN,Tape Inc.,6,154,110,282551,2
162,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Atlantic Records,53,164,235,281523,2
163,spotify:track:2GThBgzZoZfz0lx1JjBwfe,New West,Those Eyes,199x,159,159,2,280771,2
164,spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),RBMG/Def Jam,2,151,67,275657,2
165,spotify:track:2Mo4pOpCYXOu33856sMQLh,Ben&Ben,Make It With You,Star Music,1,167,133,275437,2
166,spotify:track:18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,comethru,Republic Records,4,168,184,274514,2
167,spotify:track:3NxCPoPvxK6QQgmMCX6QYV,Ben&Ben,Langyang Pag-Ibig,Sony Music Entertainment,167,-1,1,273425,2
168,spotify:track:2bOIWTTDL1XmHcaPWaCdek,Ric Segreto,Don't Know What to Say - Don't Know What to Do,Vicor Music Corporation,168,170,5,272731,2
169,spotify:track:4d1CG5ei1E2vGbvmgf5KKv,Taylor Swift,This Love (Taylor’s Version),Taylor Swift,18,163,8,272514,2
170,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,7,156,88,270794,2
171,spotify:track:4j5ffIFh7bFT7GZciP1TCy,"Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",Warner Music Nashville,2,165,143,268691,2
172,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,The Script,The Man Who Can't Be Moved,Epic/Phonogenic,99,166,122,267863,2
173,spotify:track:6brl7bwOHmGFkNw3MBqssT,Ne-Yo,So Sick,Def Soul,77,155,256,267660,2
174,spotify:track:6LJ1p1h5EcMK4VPeCLDSoF,Shanti Dope,Nadarang,Universal Records,3,161,121,267639,2
175,spotify:track:6OcCk1dbAb7XNHsC098oEM,"Kelsea Ballerini, LANY",I Quit Drinking,Black River Entertainment,53,157,49,267052,2
176,spotify:track:7ef4DlsgrMEH11cDZd32M6,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),Sony Music UK,10,160,39,266316,2
177,spotify:track:5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,Olivia Rodrigo PS,20,171,46,265489,2
178,spotify:track:135ggzbjOogZ75IQ0LQi8r,Eraserheads,Ang Huling El Bimbo,Musiko,43,172,276,265397,2
179,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,6,176,12,264860,2
180,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,Columbia,43,138,41,264507,2
181,spotify:track:1Ov37jtRQ2YNAe8HzfczkL,Taylor Swift,Wildest Dreams (Taylor's Version),Taylor Swift,12,174,40,264016,2
182,spotify:track:5elW2CKSoqjYoJ32AGDxf1,ENHYPEN,Polaroid Love,BELIFT LAB,15,141,25,262749,2
183,spotify:track:1tC2PLqLeJXt0VlgOYpc6m,Munimuni,Bawat Piyesa,Marilag Records and Productions Co.,176,188,8,262571,2
184,spotify:track:5ZpSUdy5wL5Hvwsqz6JCAt,Stephen Speaks,Passenger Seat,Rippley Records,75,184,70,260742,2
185,spotify:track:2u0iJxzCTTXq7YAQM1a7VO,NAYEON,HAPPY BIRTHDAY TO YOU,Republic Records – NAYEON (TWICE),185,-1,1,259463,2
186,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,Heartbreak Anniversary,Epic/Not So Fast,1,182,73,256372,2
187,spotify:track:1is8gU4RVcN4J8xItxWoOY,Clinton Kane,I GUESS I'M IN LOVE,Columbia,4,175,45,256333,2
188,spotify:track:02VBYrHfVwfEWXk5DXyf0T,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,Aftermath Entertainment/Atlantic,1,177,69,255134,2
189,spotify:track:1IthE5GNiRzFN5CVaCa445,BTS,Born Singer,BIGHIT MUSIC,40,122,3,254350,2
190,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,Republic Records,4,179,88,253642,2
191,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,Taylor Swift,Getaway Car,"Big Machine Records, LLC",163,185,5,253460,2
192,spotify:track:0kn2gu8Pd03DiYHzRvX2Xk,Conan Gray,Wish You Were Sober,Republic Records,112,173,16,253295,2
193,spotify:track:4t1tfEQaShEW9WpJoetD3K,NAYEON,SUNSET,Republic Records – NAYEON (TWICE),193,-1,1,252291,2
194,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,5,191,133,251349,2
195,spotify:track:4UG2Fm0E98LhE2dlNxiAXx,JVKE,this is what falling in love feels like,JVKE,112,197,16,250235,2
196,spotify:track:2rTZjgC9zLLbo3y0asW8Ao,Lance Santdas,Tunay,JIFI,85,-1,38,250201,2
197,spotify:track:0Ryd8975WihbObpp5cPW1t,"Ariana Grande, Social House",boyfriend (with Social House),Republic Records,13,180,22,250038,2
198,spotify:track:3aYCsSuW6ZgIESGteMF586,Freestyle,Once In A Lifetime,Viva Records Corporation,195,195,3,249595,1
199,spotify:track:6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,Atlantic Records UK,36,187,277,249001,1
200,spotify:track:5UhpceEr5XmbVwyoIUIRnh,Orange & Lemons,Hanggang Kailan - Umuwi Ka Na Baby,Universal Records,48,-1,178,248814,1
