rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0mBP9X2gPCuapvpZ7TGDk3","Charlie Puth, Jung Kook, BTS","Left and Right (Feat. Jung Kook of BTS)","Atlantic Records",1,1,4,"2809871"
2,"spotify:track:47sq83n5WN22ZzYnGn8aTy","Adie, Janine Berdin","Mahika","O/C Records",2,2,7,"2454840"
3,"spotify:track:6xGruZOHLs39ZbVccQTuPZ","Joji","Glimpse of Us","88rising Music/Warner Records",1,3,6,"2256132"
4,"spotify:track:1oYQtNQUxSODedcc5hPmp9","Ace Banzuelo","Muli","Sony Music Entertainment",2,4,10,"2095404"
5,"spotify:track:2m6Ko3CY1qXNNja8AlugNc","Troye Sivan","Angel Baby","EMI Recorded Music Australia Pty Ltd",1,5,45,"1899283"
6,"spotify:track:0HAG6nIiEKd75yGpovuSJQ","Arthur Nery","Isa lang","Viva Records",2,6,31,"1588705"
7,"spotify:track:16iRlyUMJVPqz62DlomMre","NOBITA","Ikaw Lang","IndieTV",2,8,60,"1499355"
8,"spotify:track:2BDrpeAnTxCurLt38yDSrE","Lo ki","Kagome","DRP Records",6,7,19,"1483105"
9,"spotify:track:4tyEfRWLgYkWQaowoHXoba","Moira Dela Torre","Kumpas - Theme of “2 Good 2 Be True”","Star Music",9,13,7,"1465469"
10,"spotify:track:2jbf9EytR7fzpSrPWAYCf9","Adie","Paraluman","O/C Records",3,9,63,"1454380"
11,"spotify:track:0T5iIrXA4p5GsubkhuBIKV","Stephen Sanchez","Until I Found You","Republic Records",7,12,11,"1423830"
12,"spotify:track:0WZqHCoOBXqgCCIsUZLC2a","Arthur Nery","Pagsamo","Viva Records",1,11,42,"1410838"
13,"spotify:track:75FEaRjZTKLhTrFGsfMUXR","Kate Bush","Running Up That Hill (A Deal With God)","Parlophone UK",10,10,8,"1380424"
14,"spotify:track:1gH1h30wkQdd9zhY3j7a8T","Rex Orange County","THE SHADE","Rex Orange County",14,26,3,"1366764"
15,"spotify:track:5rJ7bdPmr8nfmm2JQ8xHOz","NAYEON","POP!","Republic Records – NAYEON (TWICE)",10,14,4,"1364209"
16,"spotify:track:7ArVzlFsFsQXNseVXmdOyk","Denise Julia","NVMD","Denise Julia",16,16,13,"1357474"
17,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",4,15,16,"1279636"
18,"spotify:track:769Ld8demNhMgVLAQcjTDn","anees","sun and moon","Anees LLC",1,17,15,"1226901"
19,"spotify:track:08MFgEQeVLF37EyZ7jcwLc","Zack Tabudlo","Pano","Universal Music Philippines Inc.",1,18,32,"1212477"
20,"spotify:track:5CUQnKjA6nlteCnxMKsjIu","Adie","Tahanan","O/C Records",6,19,33,"1191933"
21,"spotify:track:6I3mqTwhRpn34SLVafSH7G","Justin Bieber","Ghost","RBMG/Def Jam",6,20,44,"1115161"
22,"spotify:track:5MYPzdIWgx3pMLRGlq2fVq","Zack Tabudlo","Asan Ka Na Ba","Universal Music Philippines Inc.",6,22,17,"1049660"
23,"spotify:track:2oupN96VwNrbONyMtTWGjH","Nik Makino, Flow G","MOON","Kino Sound",23,43,7,"1032778"
24,"spotify:track:63bmIgH9sS6sX5Sc7MetGq","Zack Tabudlo","Habang Buhay","Universal Music Philippines Inc.",2,21,43,"1020579"
25,"spotify:track:6HMtHNpW6YPi1hrw9tgF8P","Lizzo","About Damn Time","Nice Life/Atlantic",18,23,11,"987661"
26,"spotify:track:5NvOZCjZaGGGL597exlQWv","Ricky Montgomery","Line Without a Hook","Warner Records",10,24,46,"967446"
27,"spotify:track:1Fid2jjqsHViMX6xNH70hE","Seafret","Atlantis","Sweet Jane Recordings",27,27,4,"948909"
28,"spotify:track:5d9Rka4T0szdC1MobhtXrV","Ben&Ben","Paninindigan Kita","Sony Music Entertainment",25,29,12,"931625"
29,"spotify:track:68HocO7fx9z0MgDU0ZPHro","NIKI","Every Summertime","MARVEL/Hollywood Records, Inc./Interscope Records",2,25,31,"929300"
30,"spotify:track:4h4QlmocP3IuwYEj2j14p8","Nicky Youre, dazy","Sunroof","Thirty Knots/Columbia",30,50,14,"917711"
31,"spotify:track:4iRRAvxPPWXQp3mV1rAbPF","NOBITA","Unang Sayaw","Sony Music Entertainment",12,28,40,"866979"
32,"spotify:track:5yu0lVVW68f5VIzdjIJVQ6","Arthur Miguel, Trisha Macapagal","Ang Wakas (feat. Trisha Macapagal)","Warner Music Philippines",22,32,16,"835717"
33,"spotify:track:4IeuTj1pEHuL9vJSiEqEfR","mrld","Ligaya","O/C Records",18,30,33,"832514"
34,"spotify:track:7C9Knp9FzLY6RwgktmW9Ge","Because, Leslie","BMW","Viva Records",4,33,44,"830432"
35,"spotify:track:7gfrASeOt73YWvpIv1fU8E","Arthur Nery","Higa","O/C Records",10,34,111,"808680"
36,"spotify:track:0QzuaeCEEOV40Pn7IvKEny","dhruv","double take","Little Worry/RCA Records",1,35,56,"793501"
37,"spotify:track:1dcNEEtODRVZEevQ20Cgmy","Zack Tabudlo","Nangangamba","Universal Music Philippines Inc.",4,37,68,"778293"
38,"spotify:track:3afkJSKX0EAMsJXTZnDXXJ","Troye Sivan","Strawberries & Cigarettes","EMI Recorded Music Australia Pty Ltd",22,36,135,"774616"
39,"spotify:track:3PgjBOoA5OytNGkglObpOd","Ben&Ben","Sa Susunod na Habang Buhay","Sony Music Entertainment",2,38,125,"756757"
40,"spotify:track:3AVXwaOGCEL8cmBecfcsFJ","Charlie Puth","Light Switch","Atlantic Records",20,44,26,"737593"
41,"spotify:track:152sJgmftB46Q6IsDTUDLN","Sam Concepcion","Diwata (Miss Universe Philippines 2021)","Old School Records",7,45,22,"733121"
42,"spotify:track:3pCt2wRdBDa2kCisIdHWgF","Pamungkas","To the Bone","Mas Pam Records",5,42,59,"731373"
43,"spotify:track:55RMhrPQYA6vLu5YMgXxFD","Zack Tabudlo","Binibini","Universal Music Philippines Inc.",1,31,68,"725242"
44,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",44,52,47,"704494"
45,"spotify:track:5enxwA8aAbwZbf5qCHORXi","Taylor Swift","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",1,46,36,"696231"
46,"spotify:track:4IaxDf2FixiQXq0mW7key9","Jessi","ZOOM","P NATION",8,48,14,"694253"
47,"spotify:track:0HZ3OUVrGHxttD2EuHqRm3","Hale","The Day You Said Goodnight","PolyEast Records",41,41,202,"690379"
48,"spotify:track:0O6u0VJ46W86TxN9wgyqDj","Post Malone, Doja Cat","I Like You (A Happier Song) (with Doja Cat)","Mercury Records/Republic Records",48,49,7,"683864"
49,"spotify:track:1qEmFfgcLObUfQm0j1W2CK","Harry Styles","Late Night Talking","Columbia",29,53,9,"661781"
50,"spotify:track:2eAvDnpXP5W0cVtiI0PUxV","Ruth B.","Dandelions","Columbia",20,47,56,"661236"
51,"spotify:track:10SRMwb9EuVS1K9rYsBfHQ","BTS","Yet To Come","BIGHIT MUSIC",3,39,6,"626880"
52,"spotify:track:1R0a2iXumgCiFb7HEZ7gUE","Taylor Swift","Don’t Blame Me","Big Machine Records, LLC",52,54,9,"602591"
53,"spotify:track:0xaKCWpX4CBSqwh7CQa4EG","Al James","PSG","Al James",9,57,27,"596564"
54,"spotify:track:5F1ZmucV0uJY14y2dYKePa","Joji","Sanctuary","88rising Music/Warner Records",17,51,121,"588318"
55,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",9,56,36,"580644"
56,"spotify:track:7GARzfC1mwhDuk4t9WOACq","j-hope","MORE","BIGHIT MUSIC",47,100,3,"576057"
57,"spotify:track:0wHFktze2PHC5jDt3B17DC","Jack Harlow","First Class","Generation Now/Atlantic",29,55,15,"569324"
58,"spotify:track:5CZ40GBx1sQ9agT82CLQCT","Olivia Rodrigo","traitor","Olivia Rodrigo PS",4,60,61,"562141"
59,"spotify:track:3WUEs51GpcvlgU7lehLgLh","Ben&Ben","Kathang Isip","Warner Music Philippines",2,59,240,"553009"
60,"spotify:track:0EA8jl8Wje9ALRKC8Qlzyt","Arthur Nery, Jason Dhakal","Happy w u","Viva Records",21,40,53,"552527"
61,"spotify:track:2QWEMqQMJR1KDf6hDjJOs6","j-hope","Arson","BIGHIT MUSIC",61,-1,1,"551976"
62,"spotify:track:5TTXEcfsYLh6fTarLaevTi","NIKI","lowkey","88rising Music",26,58,131,"548877"
63,"spotify:track:4rG3h1QwgjSSWz8EIjCFrm","Ben&Ben","Araw-Araw","Sony Music Entertainment",23,63,149,"546963"
64,"spotify:track:0mL82sxCRjrs3br407IdJh","The Weeknd","Is There Someone Else?","XO / Republic Records",52,62,12,"543754"
65,"spotify:track:6wdCelHrPh7UfliNjwRTUv","Ben&Ben","Leaves","Warner Music Philippines",40,61,234,"538504"
66,"spotify:track:3Eb5sztvEMa0Mqnb8DUAlU","IV Of Spades","Come Inside Of My Heart","Warner Music Philippines",66,81,69,"524070"
67,"spotify:track:2q3LzfknBzye3xXjgiJBjS","Gatton, Brooke Young","When Scars Become Art","Gatton",19,65,25,"512892"
68,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,64,54,"512072"
69,"spotify:track:3sqrvkNC6IPTIXvvbx9Arw","Taylor Swift","Enchanted","Big Machine Records, LLC",12,66,37,"500265"
70,"spotify:track:6HU7h9RYOaPRFeh0R3UeAr","Olivia Rodrigo","deja vu","Olivia Rodrigo PS",3,68,68,"496012"
71,"spotify:track:0dcnrLo8s1rhjm8euGjI4n","TREASURE","DARARI","YG Entertainment",8,72,22,"494544"
72,"spotify:track:663vZfMh88Uo2bfTx6wiE4","Janine Teñoso, Arthur Nery","Pelikula","Viva Records",32,71,53,"494385"
73,"spotify:track:3ueq4reab02CypseErxvwS","South Border","Rainbow","PolyEast Records",53,67,291,"487798"
74,"spotify:track:2xCkiGqGMkAIg6fQTag51C","Unique Salonga","Sino","O/C Records",69,69,49,"479412"
75,"spotify:track:092cPwFlwBXdB3QF3X469W","Arthur Nery","Binhi","O/C Records",13,70,70,"472546"
76,"spotify:track:1dGr1c8CrMLDpV6mPbImSI","Taylor Swift","Lover","Taylor Swift",1,76,92,"466268"
77,"spotify:track:43t6oyPWJ67nifk7JgDgoI","Cliff, Yden","Sunsets With You","Warner Music Philippines",60,82,13,"463944"
78,"spotify:track:267RumTt5KeLBGl2KWxBL0","TJ Monterde","Dating Tayo","PolyEast Records",28,73,98,"458627"
79,"spotify:track:2v5VIWMjZxeiG52KckiXxS","Silent Sanctuary","Ikaw Lamang","Universal Records",48,84,135,"454806"
80,"spotify:track:4SqWKzw0CbA05TGszDgMlc","The Walters","I Love You So","Warner Records",10,80,42,"447845"
81,"spotify:track:22bPsP2jCgbLUvh82U0Z3M","Taylor Swift","The Way I Loved You (Taylor’s Version)","Taylor Swift",17,88,8,"446514"
82,"spotify:track:4mzP5mHkRvGxdhdGdAH7EJ","Zack Tabudlo","Give Me Your Forever","Universal Music Philippines Inc.",21,74,38,"442784"
83,"spotify:track:1nX1b7kRg5a6XKAq7uQOpr","ITZY","SNEAKERS","Republic Records - ITZY",83,-1,1,"442441"
84,"spotify:track:24ngpWhBOxKJtIPnzSNX8c","December Avenue","Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack)","Tower of Doom Music",12,79,145,"440270"
85,"spotify:track:3OpGUlDmRUXh0NkIYWoIlD","Parokya Ni Edgar","Your Song","Universal Records",34,77,254,"437455"
86,"spotify:track:4qu63nuBpdn0qHUHuObEj1","Marshmello, Jonas Brothers","Leave Before You Love Me (with Jonas Brothers)","Republic Records",37,83,32,"437006"
87,"spotify:track:1u8c2t2Cy7UBoG4ArRcF5g","Taylor Swift","Blank Space","Big Machine Records, LLC",85,90,97,"434686"
88,"spotify:track:5wANPM4fQCJwkGd4rN57mH","Olivia Rodrigo","drivers license","Olivia Rodrigo PS",1,86,80,"427103"
89,"spotify:track:6I2tqFhk8tq69iursYxuxd","SEVENTEEN","HOT","PLEDIS Entertainment",41,121,8,"422947"
90,"spotify:track:5O2P9iiztwhomNh8xkR9lJ","One Direction","Night Changes","Syco Music",90,92,57,"411577"
91,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",23,89,53,"410149"
92,"spotify:track:46IZ0fSY2mpAiktS3KOqds","Adele","Easy On Me","Columbia",2,85,40,"404338"
93,"spotify:track:3vZk7OAUjMtVDNC852aNqi","NIKI","Oceans & Engines","88rising Music",75,75,2,"398101"
94,"spotify:track:0Q5VnK2DYzRyfqQRJuUtvi","IVE","LOVE DIVE","STARSHIP Entertainment",16,93,16,"394827"
95,"spotify:track:1t7AA4xxqEseapeIJCiQ5l","APO Hiking Society","When I Met You","Universal Records",49,91,70,"394436"
96,"spotify:track:4mc3rUoMwwiNTHA4al9nNd","Lola Amour","Fallen","Warner Music Philippines",94,94,3,"393794"
97,"spotify:track:6Uj1ctrBOjOas8xZXGqKk4","Doja Cat","Woman","Kemosabe Records/RCA Records",15,95,51,"389854"
98,"spotify:track:4u8RkgV6P4TLi89SmlUtv8","IV Of Spades","Mundo","Warner Music Philippines",1,98,232,"389165"
99,"spotify:track:4JSDhJVmo2UqdF7nxbyenn","Hale","Kung Wala Ka","Polyeast",47,103,276,"379611"
100,"spotify:track:3FuZUeJbuejOfpbvuqp8QL","Arthur Miguel","Dito, Sa Ilalim Ng Buwan","Warner Music Philippines",58,119,27,"375787"
101,"spotify:track:3hUxzQpSfdDqwM3ZTFQY0K","Taylor Swift","august","Taylor Swift",6,130,15,"375531"
102,"spotify:track:5l9g7py8RCblcvbZgGQgSd","Ben&Ben","Pagtingin","Sony Music Entertainment",2,101,168,"375299"
103,"spotify:track:2MJz8BxxMsERULatmBikDH","Pink Sweat$","At My Worst","Atlantic Records",1,97,98,"373682"
104,"spotify:track:0UHB9METy4VCXNgkcGqHqS","Rihanna","Kiss It Better","Roc Nation / Rihanna",74,96,12,"373055"
105,"spotify:track:4CnA1w7WulFrRPehCWDULz","Alfie Castley","Teenage Mona Lisa","Alfie Castley",30,124,26,"364375"
106,"spotify:track:1oFAF1hdPOickyHgbuRjyX","The Weeknd, Ariana Grande","Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","XO / Republic Records",11,105,65,"361174"
107,"spotify:track:04qDUASuSfVp6fktfsxVej","Caleb Santos, Viva Music Publishing Inc.","I Need You More Today","Viva Records Corporation",89,102,122,"360646"
108,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",108,147,3,"356024"
109,"spotify:track:0WOvSEVpUGkNufX0w0M06F","LANY","13","Polydor Records",15,127,180,"354700"
110,"spotify:track:0ug5NqcwcFR2xrfTkc7k8e","Taylor Swift","Style","Big Machine Records, LLC",94,120,40,"352605"
111,"spotify:track:2tGvwE8GcFKwNdAXMnlbfl","Olivia Rodrigo","happier","Olivia Rodrigo PS",5,114,61,"352527"
112,"spotify:track:46HNZY1i7O6jwTA7Slo2PI","Coldplay, BTS","My Universe","Parlophone UK",1,106,43,"352473"
113,"spotify:track:7mFj0LlWtEJaEigguaWqYh","Megan Thee Stallion, Dua Lipa","Sweetest Pie","300 Entertainment",83,104,16,"351187"
114,"spotify:track:2IAR0DziHCjSu16gR4ihvy","Bruno Major","Nothing","Bruno Major",20,107,38,"350701"
115,"spotify:track:1XGmzt0PVuFgQYYnV2It7A","Maroon 5, Wiz Khalifa","Payphone","Interscope Records*",9,108,37,"348703"
116,"spotify:track:1yDiru08Q6omDOGkZMPnei","Ben&Ben","Maybe The Night","Warner Music Philippines",1,109,234,"347419"
117,"spotify:track:4Yxc55NX3tAXC2mHRAhtcW","Olivia Rodrigo, Disney","All I Want - From ""High School Musical: The Musical: The Series""","Walt Disney Records",113,113,24,"347185"
118,"spotify:track:5QO79kh1waicV47BqGRL3g","The Weeknd","Save Your Tears","Republic Records",13,133,43,"345524"
119,"spotify:track:4HBZA5flZLE435QTztThqH","Ariana Grande, Justin Bieber","Stuck with U (with Justin Bieber)","Ariana Grande & Justin Bieber ""Stuck With U""- Charity",1,115,115,"344200"
120,"spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl","LANY","Malibu Nights","Polydor Records",2,110,198,"343350"
121,"spotify:track:4xqrdfXkTW4T0RauPLv3WA","Conan Gray","Heather","Republic Records",13,111,104,"340964"
122,"spotify:track:4VoJCUgNmnqG2qF0peDBkw","Stephen Speaks","Out of My League","Rippley Records",72,117,199,"337451"
123,"spotify:track:2P91MQbaiQOfbiz9VqhqKQ","Lauv","I Like Me Better","Lauv",3,126,269,"334388"
124,"spotify:track:2aTKrdenCq5qBOoJPFdn4P","Jamie Miller","Here's Your Perfect","Atlantic Records",2,116,58,"333060"
125,"spotify:track:6JIC3hbC28JZKZ8AlAqX8h","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",24,122,44,"332783"
126,"spotify:track:6PRy17C5LiiN7VCLS6IA98","ENHYPEN","Future Perfect (Pass the MIC)","BELIFT LAB",78,78,3,"332428"
127,"spotify:track:2WTHLEVjfefbGoW7F3dXIg","aespa","Girls","Warner Records",87,87,2,"331812"
128,"spotify:track:0087fDVeNhuyMtST91RMjv","Silent Sanctuary","Kundiman","Universal Records",80,118,69,"331280"
129,"spotify:track:3U8MbjNAP56IrzpbEFn1qN","Al James","Pa-umaga","ProducedbyJimP",53,160,64,"329957"
130,"spotify:track:0dJPIIlTmVM0lambbFgAYq","December Avenue","Eroplanong Papel","Tower of Doom Music",89,129,49,"329787"
131,"spotify:track:296nXCOv97WJNRWzIBQnoj","LE SSERAFIM","FEARLESS","SOURCE MUSIC",48,148,12,"329468"
132,"spotify:track:0kn2gu8Pd03DiYHzRvX2Xk","Conan Gray","Wish You Were Sober","Republic Records",112,134,19,"328893"
133,"spotify:track:7vu53hQrIoH7UGeh6qcct1","Zack Tabudlo","As You Are","Universal Music Philippines Inc.",120,143,12,"328459"
134,"spotify:track:1X4l4i472kW5ofFP8Xo0x0","I Belong to the Zoo","Sana - Single Version","I Belong to the Zoo",1,128,209,"328310"
135,"spotify:track:4RVwu0g32PAqgUiJoXsdF8","Billie Eilish","Happier Than Ever","Darkroom/Interscope Records",31,112,51,"325982"
136,"spotify:track:20JlaQj9irFjFb8X0SKKS7","Moira Dela Torre","Before It Sinks In","Star Music",80,125,40,"325725"
137,"spotify:track:2DB4DdfCFMw1iaR6JaR03a","Camila Cabello, Ed Sheeran","Bam Bam (feat. Ed Sheeran)","Epic",38,123,20,"320422"
138,"spotify:track:5uCax9HTNlzGybIStD3vDh","James Arthur","Say You Won't Let Go","Columbia",1,138,291,"320208"
139,"spotify:track:22Nd3GuO7sHopPjdKccRcq","mrld","An Art Gallery Could Never Be As Unique As You","O/C Records",129,135,12,"317554"
140,"spotify:track:00mBzIWv5gHOYxwuEJXjOG","December Avenue","Sa Ngalan Ng Pag-Ibig","Tower of Doom Music",2,132,230,"313645"
141,"spotify:track:2BgD4nRyx9EZ5o8YEnjRSV","December Avenue, Moira Dela Torre","Kung 'Di Rin Lang Ikaw","Tower of Doom Music",1,136,209,"310654"
142,"spotify:track:1RMJOxR6GRPsBHL8qeC2ux","Daniel Caesar, H.E.R.","Best Part (feat. H.E.R.)","Golden Child Recordings",12,139,239,"309551"
143,"spotify:track:6LJ1p1h5EcMK4VPeCLDSoF","Shanti Dope","Nadarang","Universal Records",3,144,124,"308272"
144,"spotify:track:1Y3LN4zO1Edc2EluIoSPJN","Stephen Sanchez, Em Beihold","Until I Found You (with Em Beihold) - Em Beihold Version","Republic Records",144,-1,1,"307004"
