rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0mBP9X2gPCuapvpZ7TGDk3","Charlie Puth, Jung Kook, BTS","Left and Right (Feat. Jung Kook of BTS)","Atlantic Records",1,1,3,"2950568"
2,"spotify:track:47sq83n5WN22ZzYnGn8aTy","Adie, Janine Berdin","Mahika","O/C Records",2,3,6,"2394593"
3,"spotify:track:6xGruZOHLs39ZbVccQTuPZ","Joji","Glimpse of Us","88rising Music/Warner Records",1,2,5,"2280033"
4,"spotify:track:1oYQtNQUxSODedcc5hPmp9","Ace Banzuelo","Muli","Sony Music Entertainment",2,4,9,"2081658"
5,"spotify:track:2m6Ko3CY1qXNNja8AlugNc","Troye Sivan","Angel Baby","EMI Recorded Music Australia Pty Ltd",1,5,44,"2009499"
6,"spotify:track:0HAG6nIiEKd75yGpovuSJQ","Arthur Nery","Isa lang","Viva Records",2,6,30,"1750896"
7,"spotify:track:2BDrpeAnTxCurLt38yDSrE","Lo ki","Kagome","DRP Records",6,7,18,"1530531"
8,"spotify:track:16iRlyUMJVPqz62DlomMre","NOBITA","Ikaw Lang","IndieTV",2,13,59,"1496413"
9,"spotify:track:2jbf9EytR7fzpSrPWAYCf9","Adie","Paraluman","O/C Records",3,9,62,"1489710"
10,"spotify:track:75FEaRjZTKLhTrFGsfMUXR","Kate Bush","Running Up That Hill (A Deal With God)","Parlophone UK",10,12,7,"1475741"
11,"spotify:track:0WZqHCoOBXqgCCIsUZLC2a","Arthur Nery","Pagsamo","Viva Records",1,8,41,"1447362"
12,"spotify:track:0T5iIrXA4p5GsubkhuBIKV","Stephen Sanchez","Until I Found You","Republic Records",7,11,10,"1443585"
13,"spotify:track:4tyEfRWLgYkWQaowoHXoba","Moira Dela Torre","Kumpas - Theme of “2 Good 2 Be True”","Star Music",13,15,6,"1409621"
14,"spotify:track:5rJ7bdPmr8nfmm2JQ8xHOz","NAYEON","POP!","Republic Records – NAYEON (TWICE)",10,10,3,"1389534"
15,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",4,16,15,"1311015"
16,"spotify:track:7ArVzlFsFsQXNseVXmdOyk","Denise Julia","NVMD","Denise Julia",16,17,12,"1283131"
17,"spotify:track:769Ld8demNhMgVLAQcjTDn","anees","sun and moon","Anees LLC",1,14,14,"1263147"
18,"spotify:track:08MFgEQeVLF37EyZ7jcwLc","Zack Tabudlo","Pano","Universal Music Philippines Inc.",1,18,31,"1235201"
19,"spotify:track:5CUQnKjA6nlteCnxMKsjIu","Adie","Tahanan","O/C Records",6,19,32,"1233870"
20,"spotify:track:6I3mqTwhRpn34SLVafSH7G","Justin Bieber","Ghost","RBMG/Def Jam",6,20,43,"1127949"
21,"spotify:track:63bmIgH9sS6sX5Sc7MetGq","Zack Tabudlo","Habang Buhay","Universal Music Philippines Inc.",2,21,42,"1058629"
22,"spotify:track:5MYPzdIWgx3pMLRGlq2fVq","Zack Tabudlo","Asan Ka Na Ba","Universal Music Philippines Inc.",6,22,16,"1043448"
23,"spotify:track:1PckUlxKqWQs3RlWXVBLw3","Lizzo","About Damn Time","Nice Life/Atlantic",18,23,10,"1014928"
24,"spotify:track:5NvOZCjZaGGGL597exlQWv","Ricky Montgomery","Line Without a Hook","Warner Records",10,24,45,"970522"
25,"spotify:track:68HocO7fx9z0MgDU0ZPHro","NIKI","Every Summertime","MARVEL/Hollywood Records, Inc./Interscope Records",2,26,30,"963528"
26,"spotify:track:1gH1h30wkQdd9zhY3j7a8T","Rex Orange County","THE SHADE","Rex Orange County",26,73,2,"943931"
27,"spotify:track:1Fid2jjqsHViMX6xNH70hE","Seafret","Atlantis","Sweet Jane Recordings",27,30,3,"909874"
28,"spotify:track:4iRRAvxPPWXQp3mV1rAbPF","NOBITA","Unang Sayaw","Sony Music Entertainment",12,25,39,"907709"
29,"spotify:track:5d9Rka4T0szdC1MobhtXrV","Ben&Ben","Paninindigan Kita","Sony Music Entertainment",25,27,11,"905979"
30,"spotify:track:4IeuTj1pEHuL9vJSiEqEfR","mrld","Ligaya","O/C Records",18,31,32,"872481"
31,"spotify:track:55RMhrPQYA6vLu5YMgXxFD","Zack Tabudlo","Binibini","Universal Music Philippines Inc.",1,29,67,"863228"
32,"spotify:track:5yu0lVVW68f5VIzdjIJVQ6","Arthur Miguel, Trisha Macapagal","Ang Wakas (feat. Trisha Macapagal)","Warner Music Philippines",22,34,15,"842372"
33,"spotify:track:7C9Knp9FzLY6RwgktmW9Ge","Because, Leslie","BMW","Viva Records",4,33,43,"834685"
34,"spotify:track:7gfrASeOt73YWvpIv1fU8E","Arthur Nery","Higa","O/C Records",10,32,110,"822712"
35,"spotify:track:0QzuaeCEEOV40Pn7IvKEny","dhruv","double take","Little Worry/RCA Records",1,35,55,"799996"
36,"spotify:track:3afkJSKX0EAMsJXTZnDXXJ","Troye Sivan","Strawberries & Cigarettes","EMI Recorded Music Australia Pty Ltd",22,39,134,"778251"
37,"spotify:track:1dcNEEtODRVZEevQ20Cgmy","Zack Tabudlo","Nangangamba","Universal Music Philippines Inc.",4,37,67,"776085"
