rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
34,"spotify:track:75FEaRjZTKLhTrFGsfMUXR","Kate Bush","Running Up That Hill (A Deal With God)","Parlophone UK",32,32,4,"809531"
35,"spotify:track:152sJgmftB46Q6IsDTUDLN","Sam Concepcion","Diwata (Miss Universe Philippines 2021)","Old School Records",7,33,18,"808332"
36,"spotify:track:0EA8jl8Wje9ALRKC8Qlzyt","Arthur Nery, Jason Dhakal","Happy w u","Viva Records",21,39,49,"804484"
37,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,38,50,"803705"
38,"spotify:track:3afkJSKX0EAMsJXTZnDXXJ","Troye Sivan","Strawberries & Cigarettes","EMI Recorded Music Australia Pty Ltd",22,42,131,"799864"
39,"spotify:track:4tyEfRWLgYkWQaowoHXoba","Moira Dela Torre","Kumpas - Theme of “2 Good 2 Be True”","Star Music",39,64,3,"799074"
40,"spotify:track:0xaKCWpX4CBSqwh7CQa4EG","Al James","PSG","Al James",9,37,23,"789912"
41,"spotify:track:5F1ZmucV0uJY14y2dYKePa","Joji","Sanctuary","88rising Music/Warner Records",17,56,117,"780687"
42,"spotify:track:3pCt2wRdBDa2kCisIdHWgF","Pamungkas","To the Bone","Mas Pam Records",5,45,55,"767309"
43,"spotify:track:0HZ3OUVrGHxttD2EuHqRm3","Hale","The Day You Said Goodnight","PolyEast Records",43,49,198,"757220"
44,"spotify:track:4mzP5mHkRvGxdhdGdAH7EJ","Zack Tabudlo","Give Me Your Forever","Universal Music Philippines Inc.",21,44,34,"744651"
45,"spotify:track:3AVXwaOGCEL8cmBecfcsFJ","Charlie Puth","Light Switch","Atlantic Records",20,48,22,"728132"
46,"spotify:track:0wHFktze2PHC5jDt3B17DC","Jack Harlow","First Class","Generation Now/Atlantic",29,46,11,"719771"
47,"spotify:track:46IZ0fSY2mpAiktS3KOqds","Adele","Easy On Me","Columbia",2,41,36,"711737"
48,"spotify:track:1qEmFfgcLObUfQm0j1W2CK","Harry Styles","Late Night Talking","Columbia",29,47,5,"703498"
49,"spotify:track:69xohKu8C1fsflYAiSNbwM","BTS","Run BTS","BIGHIT MUSIC",12,12,2,"700789"
50,"spotify:track:5enxwA8aAbwZbf5qCHORXi","Taylor Swift","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",1,50,32,"700611"
51,"spotify:track:2eAvDnpXP5W0cVtiI0PUxV","Ruth B.","Dandelions","Columbia",20,52,52,"642972"
52,"spotify:track:0mL82sxCRjrs3br407IdJh","The Weeknd","Is There Someone Else?","XO / Republic Records",52,61,8,"632354"
53,"spotify:track:4rG3h1QwgjSSWz8EIjCFrm","Ben&Ben","Araw-Araw","Sony Music Entertainment",23,53,145,"628781"
54,"spotify:track:3WUEs51GpcvlgU7lehLgLh","Ben&Ben","Kathang Isip","Warner Music Philippines",2,54,236,"617218"
55,"spotify:track:6wdCelHrPh7UfliNjwRTUv","Ben&Ben","Leaves","Warner Music Philippines",40,58,230,"598632"
56,"spotify:track:4JzCFEc3O2UEdjKzevvFH5","BTS","For Youth","BIGHIT MUSIC",21,21,2,"595390"
57,"spotify:track:0O6u0VJ46W86TxN9wgyqDj","Post Malone, Doja Cat","I Like You (A Happier Song) (with Doja Cat)","Mercury Records/Republic Records",57,57,3,"592936"
58,"spotify:track:4h4QlmocP3IuwYEj2j14p8","Nicky Youre, dazy","Sunroof","Thirty Knots/Columbia",58,62,10,"571141"
59,"spotify:track:5TTXEcfsYLh6fTarLaevTi","NIKI","lowkey","88rising Music",26,67,127,"564995"
60,"spotify:track:46HNZY1i7O6jwTA7Slo2PI","Coldplay, BTS","My Universe","Parlophone UK",1,51,39,"563521"
61,"spotify:track:2q3LzfknBzye3xXjgiJBjS","Gatton, Brooke Young","When Scars Become Art","Gatton",19,59,21,"559016"
62,"spotify:track:267RumTt5KeLBGl2KWxBL0","TJ Monterde","Dating Tayo","PolyEast Records",28,65,94,"551425"
63,"spotify:track:5CZ40GBx1sQ9agT82CLQCT","Olivia Rodrigo","traitor","Olivia Rodrigo PS",4,60,57,"548683"
64,"spotify:track:24ngpWhBOxKJtIPnzSNX8c","December Avenue","Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack)","Tower of Doom Music",12,63,141,"535504"
65,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",65,71,43,"530689"
66,"spotify:track:092cPwFlwBXdB3QF3X469W","Arthur Nery","Binhi","O/C Records",13,70,66,"523565"
67,"spotify:track:3ueq4reab02CypseErxvwS","South Border","Rainbow","PolyEast Records",53,69,287,"519526"
68,"spotify:track:3sqrvkNC6IPTIXvvbx9Arw","Taylor Swift","Enchanted","Big Machine Records, LLC",12,73,33,"516084"
69,"spotify:track:0dcnrLo8s1rhjm8euGjI4n","TREASURE","DARARI","YG Entertainment",8,68,18,"510721"
70,"spotify:track:663vZfMh88Uo2bfTx6wiE4","Janine Teñoso, Arthur Nery","Pelikula","Viva Records",32,80,49,"492505"
71,"spotify:track:4SqWKzw0CbA05TGszDgMlc","The Walters","I Love You So","Warner Records",10,55,38,"489465"
72,"spotify:track:2xCkiGqGMkAIg6fQTag51C","Unique Salonga","Sino","O/C Records",72,81,45,"489415"
73,"spotify:track:6Uj1ctrBOjOas8xZXGqKk4","Doja Cat","Woman","Kemosabe Records/RCA Records",15,83,47,"487704"
74,"spotify:track:0UHB9METy4VCXNgkcGqHqS","Rihanna","Kiss It Better","Roc Nation / Rihanna",74,78,8,"487110"
75,"spotify:track:3OpGUlDmRUXh0NkIYWoIlD","Parokya Ni Edgar","Your Song","Universal Records",34,75,250,"485371"
76,"spotify:track:6HU7h9RYOaPRFeh0R3UeAr","Olivia Rodrigo","deja vu","Olivia Rodrigo PS",3,77,64,"484587"
77,"spotify:track:2v5VIWMjZxeiG52KckiXxS","Silent Sanctuary","Ikaw Lamang","Universal Records",48,82,131,"482601"
78,"spotify:track:4qu63nuBpdn0qHUHuObEj1","Marshmello, Jonas Brothers","Leave Before You Love Me (with Jonas Brothers)","Republic Records",37,91,28,"477906"
79,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",9,96,32,"473701"
80,"spotify:track:1dGr1c8CrMLDpV6mPbImSI","Taylor Swift","Lover","Taylor Swift",1,86,88,"467527"
81,"spotify:track:2VeGifKR8RbINCfWcRb5qH","Cliff, Yden","Sunsets With You","Warner Music Philippines",60,79,9,"462704"
82,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",23,85,49,"457818"
83,"spotify:track:0Q5VnK2DYzRyfqQRJuUtvi","IVE","LOVE DIVE","STARSHIP Entertainment",16,87,12,"457014"
84,"spotify:track:1R0a2iXumgCiFb7HEZ7gUE","Taylor Swift","Don’t Blame Me","Big Machine Records, LLC",74,76,5,"448760"
85,"spotify:track:2oupN96VwNrbONyMtTWGjH","Nik Makino, Flow G","MOON","Kino Sound",85,93,3,"446683"
86,"spotify:track:1t7AA4xxqEseapeIJCiQ5l","APO Hiking Society","When I Met You","Universal Records",49,92,66,"444507"
87,"spotify:track:5wANPM4fQCJwkGd4rN57mH","Olivia Rodrigo","drivers license","Olivia Rodrigo PS",1,88,76,"434976"
88,"spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl","LANY","Malibu Nights","Polydor Records",2,89,194,"428971"
89,"spotify:track:0dJPIIlTmVM0lambbFgAYq","December Avenue","Eroplanong Papel","Tower of Doom Music",89,97,45,"426217"
90,"spotify:track:2MJz8BxxMsERULatmBikDH","Pink Sweat$","At My Worst","Atlantic Records",1,94,94,"418453"
91,"spotify:track:4JSDhJVmo2UqdF7nxbyenn","Hale","Kung Wala Ka","Polyeast",47,100,272,"417416"
92,"spotify:track:7mFj0LlWtEJaEigguaWqYh","Megan Thee Stallion, Dua Lipa","Sweetest Pie","300 Entertainment",83,103,12,"415535"
93,"spotify:track:2IAR0DziHCjSu16gR4ihvy","Bruno Major","Nothing","Bruno Major",20,112,34,"415231"
94,"spotify:track:1u8c2t2Cy7UBoG4ArRcF5g","Taylor Swift","Blank Space","Big Machine Records, LLC",85,99,93,"411691"
95,"spotify:track:5l9g7py8RCblcvbZgGQgSd","Ben&Ben","Pagtingin","Sony Music Entertainment",2,95,164,"409445"
96,"spotify:track:4u8RkgV6P4TLi89SmlUtv8","IV Of Spades","Mundo","Warner Music Philippines",1,98,228,"406808"
97,"spotify:track:3Eb5sztvEMa0Mqnb8DUAlU","IV Of Spades","Come Inside Of My Heart","Warner Music Philippines",83,114,65,"406782"
98,"spotify:track:5O2P9iiztwhomNh8xkR9lJ","One Direction","Night Changes","Syco Music",98,111,53,"401257"
99,"spotify:track:6I2tqFhk8tq69iursYxuxd","SEVENTEEN","HOT","PLEDIS Entertainment",41,66,4,"396992"
100,"spotify:track:1yDiru08Q6omDOGkZMPnei","Ben&Ben","Maybe The Night","Warner Music Philippines",1,108,230,"387426"
101,"spotify:track:0WOvSEVpUGkNufX0w0M06F","LANY","13","Polydor Records",15,104,176,"380872"
102,"spotify:track:1XGmzt0PVuFgQYYnV2It7A","Maroon 5, Wiz Khalifa","Payphone","Interscope Records*",9,109,33,"380506"
103,"spotify:track:1oFAF1hdPOickyHgbuRjyX","The Weeknd, Ariana Grande","Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","XO / Republic Records",11,107,61,"378648"
104,"spotify:track:4CnA1w7WulFrRPehCWDULz","Alfie Castley","Teenage Mona Lisa","Alfie Castley",30,110,22,"374630"
105,"spotify:track:04qDUASuSfVp6fktfsxVej","Caleb Santos, Viva Music Publishing Inc.","I Need You More Today","Viva Records Corporation",89,119,118,"373524"
106,"spotify:track:4xqrdfXkTW4T0RauPLv3WA","Conan Gray","Heather","Republic Records",13,120,100,"370407"
107,"spotify:track:0087fDVeNhuyMtST91RMjv","Silent Sanctuary","Kundiman","Universal Records",80,125,65,"367776"
108,"spotify:track:2aTKrdenCq5qBOoJPFdn4P","Jamie Miller","Here's Your Perfect","Atlantic Records",2,124,54,"364804"
109,"spotify:track:296nXCOv97WJNRWzIBQnoj","LE SSERAFIM","FEARLESS","SOURCE MUSIC",48,101,8,"364758"
110,"spotify:track:20JlaQj9irFjFb8X0SKKS7","Moira Dela Torre","Before It Sinks In","Star Music",80,118,36,"364285"
111,"spotify:track:2P91MQbaiQOfbiz9VqhqKQ","Lauv","I Like Me Better","Lauv",3,121,265,"363478"
112,"spotify:track:3FuZUeJbuejOfpbvuqp8QL","Arthur Miguel","Dito, Sa Ilalim Ng Buwan","Warner Music Philippines",58,123,23,"362770"
113,"spotify:track:00mBzIWv5gHOYxwuEJXjOG","December Avenue","Sa Ngalan Ng Pag-Ibig","Tower of Doom Music",2,106,226,"362665"
114,"spotify:track:0rKtyWc8bvkriBthvHKY8d","Joji","SLOW DANCING IN THE DARK","88rising Music/Warner Records",91,173,34,"360234"
115,"spotify:track:1NUw61RX4Wtmxw7CLiP4kP","Moira Dela Torre","Paubaya","Star Music",1,90,76,"359992"
116,"spotify:track:4ZtFanR9U6ndgddUvNcjcG","Olivia Rodrigo","good 4 u","Olivia Rodrigo PS",2,117,58,"358769"
117,"spotify:track:1X4l4i472kW5ofFP8Xo0x0","I Belong to the Zoo","Sana - Single Version","I Belong to the Zoo",1,116,205,"357456"
118,"spotify:track:4HBZA5flZLE435QTztThqH","Ariana Grande, Justin Bieber","Stuck with U (with Justin Bieber)","Ariana Grande & Justin Bieber ""Stuck With U""- Charity",1,126,111,"357236"
119,"spotify:track:6JIC3hbC28JZKZ8AlAqX8h","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",24,115,40,"356374"
120,"spotify:track:2BgD4nRyx9EZ5o8YEnjRSV","December Avenue, Moira Dela Torre","Kung 'Di Rin Lang Ikaw","Tower of Doom Music",1,113,205,"355934"
121,"spotify:track:2DB4DdfCFMw1iaR6JaR03a","Camila Cabello, Ed Sheeran","Bam Bam (feat. Ed Sheeran)","Epic",38,72,16,"355834"
122,"spotify:track:1IthE5GNiRzFN5CVaCa445","BTS","Born Singer","BIGHIT MUSIC",40,40,2,"351377"
123,"spotify:track:22bPsP2jCgbLUvh82U0Z3M","Taylor Swift","The Way I Loved You (Taylor’s Version)","Taylor Swift",17,-1,4,"349003"
124,"spotify:track:0ug5NqcwcFR2xrfTkc7k8e","Taylor Swift","Style","Big Machine Records, LLC",94,130,36,"348546"
125,"spotify:track:6jjYDGxVJsWS0a5wlVF5vS","BTS","Butter","BIGHIT MUSIC",1,74,57,"345875"
126,"spotify:track:2tGvwE8GcFKwNdAXMnlbfl","Olivia Rodrigo","happier","Olivia Rodrigo PS",5,128,57,"344079"
127,"spotify:track:4VoJCUgNmnqG2qF0peDBkw","Stephen Speaks","Out of My League","Rippley Records",72,134,195,"342426"
128,"spotify:track:5QDLhrAOJJdNAmCTJ8xMyW","BTS","Dynamite","BIGHIT MUSIC",1,84,96,"342236"
129,"spotify:track:3U8MbjNAP56IrzpbEFn1qN","Al James","Pa-umaga","ProducedbyJimP",53,127,60,"335250"
130,"spotify:track:1RMJOxR6GRPsBHL8qeC2ux","Daniel Caesar, H.E.R.","Best Part (feat. H.E.R.)","Golden Child Recordings",12,135,235,"331822"
131,"spotify:track:5nMKJJ5Rl6X1yn58aVeICO","December Avenue","Bulong","Tower of Doom Music",8,129,127,"322489"
132,"spotify:track:22Nd3GuO7sHopPjdKccRcq","mrld","An Art Gallery Could Never Be As Unique As You","O/C Records",129,139,8,"320775"
133,"spotify:track:5uCax9HTNlzGybIStD3vDh","James Arthur","Say You Won't Let Go","Columbia",1,141,287,"320300"
134,"spotify:track:1ZMiCix7XSAbfAJlEZWMCp","Harry Styles","Falling","Columbia",54,146,127,"318067"
135,"spotify:track:50nfwKoDiSYg8zOCREWAm5","Ed Sheeran","Shivers","Atlantic Records UK",24,132,41,"316450"
136,"spotify:track:0ClPIeT6MSgfSgQ9ZrJbAq","Charlie Puth","Cheating on You","Artist Partner",13,147,59,"316445"
137,"spotify:track:7vu53hQrIoH7UGeh6qcct1","Zack Tabudlo","As You Are","Universal Music Philippines Inc.",120,136,8,"316334"
138,"spotify:track:0e8nrvls4Qqv5Rfa2UhqmO","Lil Nas X","THATS WHAT I WANT","Columbia",43,133,40,"316098"
139,"spotify:track:5QO79kh1waicV47BqGRL3g","The Weeknd","Save Your Tears","Republic Records",13,152,39,"314045"
140,"spotify:track:6084YrOaMYkSSlPxDmzKGV","Alisson Shore, Kiyo","Urong Sulong","LABRYNTH",81,154,111,"311067"
141,"spotify:track:5elW2CKSoqjYoJ32AGDxf1","ENHYPEN","Polaroid Love","BELIFT LAB",15,137,24,"310689"
142,"spotify:track:2v6jmF6VQWS96x6tSg05IC","Arthur Nery","TAKE ALL THE LOVE","Viva Records",65,157,27,"310267"
143,"spotify:track:3DarAbFujv6eYNliUTyqtz","Doja Cat, SZA","Kiss Me More (feat. SZA)","Kemosabe Records/RCA Records",9,138,63,"308765"
144,"spotify:track:4Yp8lnGcIde2SWAqrMM3v9","The Itchyworms","Akin Ka Na Lang","Universal Records",97,160,19,"305962"
145,"spotify:track:2BgEsaKNfHUdlh97KmvFyo","Anne-Marie","2002","Atlantic Records UK",4,148,218,"305626"
146,"spotify:track:0SzvXb3BAWgTHACbIXGNPa","Kamikazee","Halik","Universal Records",118,169,43,"304140"
147,"spotify:track:4y5bvROuBDPr5fuwXbIBZR","Taylor Swift","Paper Rings","Taylor Swift",30,155,25,"301658"
148,"spotify:track:3AJwUDP919kvQ9QcozQPxg","Coldplay","Yellow","Parlophone UK",80,156,100,"300997"
149,"spotify:track:4RVwu0g32PAqgUiJoXsdF8","Billie Eilish","Happier Than Ever","Darkroom/Interscope Records",31,170,47,"300304"
150,"spotify:track:4Yxc55NX3tAXC2mHRAhtcW","Olivia Rodrigo, Disney","All I Want - From ""High School Musical: The Musical: The Series""","Walt Disney Records",124,149,20,"299302"
151,"spotify:track:4iJyoBOLtHqaGxP12qzhQI","Justin Bieber, Daniel Caesar, Giveon","Peaches (feat. Daniel Caesar & Giveon)","RBMG/Def Jam",2,143,66,"299122"
152,"spotify:track:65sEZZaxTjLMD8vNgPoMz5","Magnus Haven","Imahe","Warner Music Philippines",1,145,145,"298632"
153,"spotify:track:0PQ84nbR1Owkr7RtGBmZI7","Arthur Miguel","Crazier","Warner Music Philippines",39,153,50,"297929"
154,"spotify:track:1pi3VCMlGVaXvrjlVOkBPN","Music Hero","KLWKN","Tape Inc.",6,142,109,"295906"
155,"spotify:track:6brl7bwOHmGFkNw3MBqssT","Ne-Yo","So Sick","Def Soul",77,182,255,"295758"
156,"spotify:track:5nujrmhLynf4yMoMtj8AQF","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","Warner Records",7,150,87,"294465"
157,"spotify:track:6OcCk1dbAb7XNHsC098oEM","Kelsea Ballerini, LANY","I Quit Drinking","Black River Entertainment",53,140,48,"293436"
158,"spotify:track:6Qyc6fS4DsZjB2mRW9DsQs","The Goo Goo Dolls","Iris","Warner Records",85,180,195,"292429"
159,"spotify:track:2GThBgzZoZfz0lx1JjBwfe","New West","Those Eyes","199x",159,-1,1,"291129"
160,"spotify:track:7ef4DlsgrMEH11cDZd32M6","Calvin Harris, Dua Lipa","One Kiss (with Dua Lipa)","Sony Music UK",10,181,38,"290284"
161,"spotify:track:6LJ1p1h5EcMK4VPeCLDSoF","Shanti Dope","Nadarang","Universal Records",3,-1,120,"289181"
162,"spotify:track:5zyZM1EiSqrniyqtprwxpv","Drake","Falling Back","OVO",162,-1,1,"288729"
163,"spotify:track:4d1CG5ei1E2vGbvmgf5KKv","Taylor Swift","This Love (Taylor’s Version)","Taylor Swift",18,188,7,"288165"
164,"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","Bruno Mars","Just the Way You Are","Atlantic Records",53,164,234,"287889"
165,"spotify:track:4j5ffIFh7bFT7GZciP1TCy","Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)","Warner Music Nashville",2,151,142,"287690"
166,"spotify:track:3nqqDo8CcCLke3ZoTgiOKf","The Script","The Man Who Can't Be Moved","Epic/Phonogenic",99,199,121,"285083"
167,"spotify:track:2Mo4pOpCYXOu33856sMQLh","Ben&Ben","Make It With You","Star Music",1,161,132,"284009"
168,"spotify:track:18uwL0vNUanqZH0ro2QcOP","Jeremy Zucker","comethru","Republic Records",4,178,183,"279955"
169,"spotify:track:1I4lCSP69P74nU3a6Su5L2","Duke & Jones, Louis Theroux","Jiggle Jiggle","Robots & Humans",158,158,3,"278858"
170,"spotify:track:2bOIWTTDL1XmHcaPWaCdek","Ric Segreto","Don't Know What to Say - Don't Know What to Do","Vicor Music Corporation",170,175,4,"277683"
171,"spotify:track:5JCoSi02qi3jJeHdZXMmR8","Olivia Rodrigo","favorite crime","Olivia Rodrigo PS",20,194,45,"276553"
172,"spotify:track:135ggzbjOogZ75IQ0LQi8r","Eraserheads","Ang Huling El Bimbo","Musiko",43,179,275,"273984"
173,"spotify:track:0kn2gu8Pd03DiYHzRvX2Xk","Conan Gray","Wish You Were Sober","Republic Records",112,176,15,"273923"
174,"spotify:track:1Ov37jtRQ2YNAe8HzfczkL","Taylor Swift","Wildest Dreams (Taylor's Version)","Taylor Swift",12,166,39,"272723"
175,"spotify:track:1is8gU4RVcN4J8xItxWoOY","Clinton Kane","I GUESS I'M IN LOVE","Columbia",4,168,44,"271233"
176,"spotify:track:3hUxzQpSfdDqwM3ZTFQY0K","Taylor Swift","august","Taylor Swift",6,-1,11,"271105"
177,"spotify:track:02VBYrHfVwfEWXk5DXyf0T","Bruno Mars, Anderson .Paak, Silk Sonic","Leave The Door Open","Aftermath Entertainment/Atlantic",1,192,68,"270134"
178,"spotify:track:4a9tbd947vo9K8Vti9JwcI","BTS, Halsey","Boy With Luv (feat. Halsey)","BIGHIT MUSIC",2,102,152,"270054"
179,"spotify:track:35mvY5S1H3J2QZyna3TFe0","Ariana Grande","positions","Republic Records",4,184,87,"267440"
180,"spotify:track:0Ryd8975WihbObpp5cPW1t","Ariana Grande, Social House","boyfriend (with Social House)","Republic Records",13,177,21,"266611"
181,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",20,193,96,"266388"
182,"spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp","Giveon","Heartbreak Anniversary","Epic/Not So Fast",1,-1,72,"266239"
183,"spotify:track:32vE1nuG8T9c8bhmZdRY6d","Post Malone, Roddy Ricch","Cooped Up (with Roddy Ricch)","Mercury Records/Republic Records",122,163,5,"264521"
184,"spotify:track:5ZpSUdy5wL5Hvwsqz6JCAt","Stephen Speaks","Passenger Seat","Rippley Records",75,190,69,"263994"
185,"spotify:track:0VE4kBnHJUgtMf0dy6DRmW","Taylor Swift","Getaway Car","Big Machine Records, LLC",163,167,4,"263769"
186,"spotify:track:5FVbvttjEvQ8r2BgUcJgNg","BTS","Life Goes On","BIGHIT MUSIC",1,105,72,"262999"
187,"spotify:track:6fxVffaTuwjgEk5h9QyRjy","Ed Sheeran","Photograph","Atlantic Records UK",36,200,276,"259282"
188,"spotify:track:1tC2PLqLeJXt0VlgOYpc6m","Munimuni","Bawat Piyesa","Marilag Records and Productions Co.",176,-1,7,"258951"
189,"spotify:track:573EXMFHsEKPRSy08G91Sr","Katharine McPhee, Jason Reeves","Terrified","KATHARINE MCPHEE",105,-1,88,"258838"
190,"spotify:track:7n2FZQsaLb7ZRfRPfEeIvr","IVE","ELEVEN","STARSHIP Entertainment",18,-1,28,"258582"
191,"spotify:track:21jGcNKet2qwijlDFuPiPb","Post Malone","Circles","Republic Records",5,-1,132,"257549"
192,"spotify:track:2aw9gph33z3qCtAD6pmTPx","Skusta Clee","Lagi","Panty Droppaz League",3,187,52,"257269"
193,"spotify:track:3X9c4tBzSdGhlO4Fx3WYgW","Ben&Ben","Lifetime","Sony Music Entertainment",2,-1,83,"256687"
194,"spotify:track:2SLwbpExuoBDZBpjfefCtV","The Weeknd","Out of Time","XO / Republic Records",120,-1,4,"255399"
195,"spotify:track:3aYCsSuW6ZgIESGteMF586","Freestyle","Once In A Lifetime","Viva Records Corporation",195,-1,2,"255126"
196,"spotify:track:2ZwIO3ufWLFYxtEoam9ydu","RINI","My Favourite Clothes","Warner Records",130,-1,24,"254491"
197,"spotify:track:4UG2Fm0E98LhE2dlNxiAXx","JVKE","this is what falling in love feels like","JVKE",112,-1,15,"254122"
198,"spotify:track:3RauEVgRgj1IuWdJ9fDs70","Taylor Swift","The Man","Taylor Swift",14,185,31,"253844"
199,"spotify:track:3HQirj18HMpG93YJBHGBl1","Ben&Ben, Moira Dela Torre","Pasalubong - feat. Moira Dela Torre","Sony Music Entertainment",11,191,46,"253786"
200,"spotify:track:58HvfVOeJY7lUuCqF0m3ly","Elley Duhé","MIDDLE OF THE NIGHT","Not Fit For Society/RCA Records",126,183,15,"253769"
