rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,stream_category
50,spotify:track:6FIEuf1JIzmCtach0gXpeG,Up Dharma Down,Tadhana,Viva Records,28,44,323,1018960,9
51,spotify:track:7C9Knp9FzLY6RwgktmW9Ge,"Because, Leslie",BMW,Viva Records,4,39,88,1018273,9
52,spotify:track:3W4U7TEgILGpq0EmquurtH,"yuji, putri dahlia",Old Love,yuji,23,45,38,969466,9
53,spotify:track:639Wg7NFfgbwjSwDphqgvz,Rob Deniel,Ang Pag-ibig,Vicor Records,53,56,6,947424,8
54,spotify:track:1gH1h30wkQdd9zhY3j7a8T,Rex Orange County,THE SHADE,Rex Orange County,3,47,47,947324,8
55,spotify:track:7gfrASeOt73YWvpIv1fU8E,Arthur Nery,Higa,O/C Records,10,59,155,942224,8
56,spotify:track:0WZqHCoOBXqgCCIsUZLC2a,Arthur Nery,Pagsamo,Viva Records,1,57,86,935592,8
57,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",57,65,141,921891,8
58,spotify:track:1K0rybxoxW5svDYwXezXyN,Sugarcane,Leonora,Warner Music Philippines,58,85,4,913864,8
59,spotify:track:3Eb5sztvEMa0Mqnb8DUAlU,IV Of Spades,Come Inside Of My Heart,Warner Music Philippines,44,71,113,896925,8
60,spotify:track:3U8MbjNAP56IrzpbEFn1qN,Al James,Pa-umaga,ProducedbyJimP,46,60,108,890183,8
61,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,1,70,136,888787,8
62,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,62,75,101,886419,8
63,spotify:track:4IeuTj1pEHuL9vJSiEqEfR,mrld,Ligaya,O/C Records,18,62,77,880438,8
64,spotify:track:2xCkiGqGMkAIg6fQTag51C,Unique Salonga,Sino,O/C Records,45,54,93,877205,8
65,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,37,73,41,869491,8
66,spotify:track:14Vsn26hOxfbgVb4etM9jd,Shoti,LDR - Sped Up,7th Street Records,66,-1,1,869399,8
67,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,6,64,88,861477,8
68,spotify:track:51vRumtqbkNW9wrKfESwfu,"LE SSERAFIM, Nile Rodgers",UNFORGIVEN (feat. Nile Rodgers),SOURCE MUSIC,55,55,4,859722,8
69,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,golden hour,JVKE,30,67,38,856654,8
70,spotify:track:4u8RkgV6P4TLi89SmlUtv8,IV Of Spades,Mundo,Warner Music Philippines,1,61,276,849512,7
71,spotify:track:2e7iqtA42EPXTtiiAlblC1,Moira Dela Torre,"Babalik Sa'yo (from ""2 Good 2 Be True"")",ABS-CBN Music,2,51,40,843704,7
72,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,16,69,25,838887,7
73,spotify:track:6Hc5L8x8AbFkFwwqdTvfoj,Shoti,LDR,7th Street Records,72,72,2,837480,7
74,spotify:track:3h8uWt8HNyDNubPSEBgTPG,Zack Tabudlo,Yakap,Universal Music Philippines Inc.,41,74,33,826998,7
75,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,1,76,335,826691,7
76,spotify:track:3WUEs51GpcvlgU7lehLgLh,Ben&Ben,Kathang Isip,Warner Music Philippines,2,68,284,825032,7
77,spotify:track:70t7Q6AYG6ZgTYmJWcnkUM,IVE,I AM,Starship Entertainment,35,63,7,823027,7
78,spotify:track:0PhsD58bUDnIFacJ7itwzb,PLAYERTWO,THAT'S MY BABY,Warner Music Philippines,78,79,20,819784,7
79,spotify:track:34ob61cxp34Sf7KHK6RnSU,"PDL, Skusta Clee, Yuridope",Sa Susunod Na Lang,Panty Droppaz League,5,53,180,815470,7
80,spotify:track:4z7xboLD3PqY9dOUscS2ly,mrld,Ikaw Pa Rin,O/C Records,35,83,33,813642,7
81,spotify:track:5Odq8ohlgIbQKMZivbWkEo,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,1,103,48,812073,7
82,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,6,84,59,810823,7
83,spotify:track:2vnd3JVvcLs2LxRFwC6mKu,Shanti Dope,City Girl,Universal Records,22,87,25,808555,7
84,spotify:track:0tr6XR58KBdDYd8qvHVTs8,Taylor Swift,Back To December,"Big Machine Records, LLC",54,91,45,800688,7
85,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,71,77,6,799612,7
86,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,11,94,49,798216,7
87,spotify:track:4D7BCuvgdJlYvlX5WlN54t,Taylor Swift,"You're On Your Own, Kid",Taylor Swift,6,89,31,788067,7
88,spotify:track:1vvcEHQdaUTvWt0EIUYcFK,"Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",APG Inc – FF10,88,-1,1,787798,7
89,spotify:track:5hCJIUsAqjKFlvKrvCcUIb,"Bosx1ne, John Roa, Skusta Clee, Emcee Rhenn, Flow G, Bullet-D, Kent Mnl",Need You,Ex Battalion Music,58,58,25,774881,7
90,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,20,88,100,770713,7
91,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,10,90,86,764186,7
92,spotify:track:3PgjBOoA5OytNGkglObpOd,Ben&Ben,Sa Susunod na Habang Buhay,Sony Music Entertainment,2,98,169,763474,7
93,spotify:track:5d9Rka4T0szdC1MobhtXrV,Ben&Ben,Paninindigan Kita,Sony Music Entertainment,25,80,56,757327,7
94,spotify:track:22bPsP2jCgbLUvh82U0Z3M,Taylor Swift,The Way I Loved You (Taylor’s Version),Taylor Swift,17,101,52,757084,7
95,spotify:track:1oYQtNQUxSODedcc5hPmp9,Ace Banzuelo,Muli,Sony Music Entertainment,2,82,54,756840,7
96,spotify:track:5ABJ0rNmVmLsyiPxOEwe9e,Silent Sanctuary,Bumalik Ka Na Sa'kin,"Ivory Music & Video, Inc.",66,66,48,752261,7
97,spotify:track:3kdDccXEVz0snh6mcL4eFj,Cean Jr.,YK,O/C Records,67,78,16,751749,7
98,spotify:track:4rG3h1QwgjSSWz8EIjCFrm,Ben&Ben,Araw-Araw,Sony Music Entertainment,23,81,193,751434,7
99,spotify:track:08hFNg8Oz3lvaAms7qrIif,Hale,The Day You Said Goodnight,PolyEast Records,41,92,246,746693,6
100,spotify:track:68HocO7fx9z0MgDU0ZPHro,NIKI,Every Summertime,"MARVEL/Hollywood Records, Inc./Interscope Records",2,112,75,726968,6
101,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SZA,Nobody Gets Me,Top Dawg Entertainment/RCA Records,15,102,24,725183,6
102,spotify:track:0otRX6Z89qKkHkQ9OqJpKt,James Arthur,Car's Outside,Columbia Local,102,118,5,699387,6
103,spotify:track:5enxwA8aAbwZbf5qCHORXi,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,109,80,695704,6
104,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,95,95,4,668497,6
105,spotify:track:3AOf6YEpxQ894FmrwI9k96,SEVENTEEN,Super,PLEDIS Entertainment,40,86,5,659425,6
106,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,EMI Recorded Music Australia Pty Ltd,22,111,179,655497,6
107,spotify:track:011GTFfE8rqTRMhz5g8IAW,"Al James, Rjay Ty, Lexus",Repeat,Al James,39,96,68,650051,6
108,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",51,116,53,648040,5
109,spotify:track:7gRFDGEzF9UkBV233yv2dc,BLACKPINK,Shut Down,YG Entertainment,1,107,36,644688,5
110,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,Jive,9,104,26,644650,5
111,spotify:track:7ArVzlFsFsQXNseVXmdOyk,Denise Julia,NVMD,Denise Julia,14,124,57,644396,5
112,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,3,106,31,638803,5
113,spotify:track:3r8RuvgbX9s7ammBn07D3W,NewJeans,Ditto,ADOR,3,114,23,638503,5
114,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,13,115,148,638436,5
115,spotify:track:1fDFHXcykq4iw8Gg7s5hG9,The 1975,About You,Dirty Hit,74,99,31,633410,5
116,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,Keyshia Cole,Love,A&M (UC),102,105,16,633327,5
117,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,4,137,105,632372,5
118,spotify:track:2nfluhFVrO5OBXPzRWlwlz,ENHYPEN,Bills,BELIFT LAB,118,-1,1,632287,5
119,spotify:track:5l9g7py8RCblcvbZgGQgSd,Ben&Ben,Pagtingin,Sony Music Entertainment,2,113,212,631352,5
120,spotify:track:6rIx9meOtOHDoo6ryRUdHv,December Avenue,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),Tower of Doom,12,125,189,626886,5
121,spotify:track:69u8qQcaA3o0A7Ko87juqp,Orange & Lemons,Hanggang Kailan - Umuwi Ka Na Baby,Universal Records,48,136,225,623320,5
122,spotify:track:0bhzB5PBUVqZSux5Y7t5ED,Silent Sanctuary,Ikaw Lamang,Universal Records,48,123,179,621604,5
123,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,71,110,36,617533,5
124,spotify:track:55RMhrPQYA6vLu5YMgXxFD,Zack Tabudlo,Binibini,Universal Music Philippines Inc.,1,121,112,616148,5
125,spotify:track:2m6Ko3CY1qXNNja8AlugNc,Troye Sivan,Angel Baby,EMI Recorded Music Australia Pty Ltd,1,130,89,614251,5
126,spotify:track:4JSDhJVmo2UqdF7nxbyenn,Hale,Kung Wala Ka,Polyeast,47,138,320,613580,5
127,spotify:track:6wdCelHrPh7UfliNjwRTUv,Ben&Ben,Leaves,Warner Music Philippines,40,134,278,608378,5
128,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,Chris Brown Entertainment/RCA Records,3,119,43,608188,5
129,spotify:track:5mg3VB3Qh7jcR5kAAC4DSV,FIFTY FIFTY,Cupid,WM Korea,46,100,12,608073,5
130,spotify:track:4uOBL4DDWWVx4RhYKlPbPC,(G)I-DLE,Queencard,Cube Entertainment,130,-1,1,605330,5
131,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,Taylor Swift,Daylight,Taylor Swift,55,-1,5,603892,5
132,spotify:track:6GGtHZgBycCgGBUhZo81xe,Lana Del Rey,Say Yes To Heaven,Polydor Records,132,-1,1,603408,5
133,spotify:track:0D1ecMMsSIpJbjPoJMHGkV,Parokya Ni Edgar,Your Song,Universal Records,34,129,298,602259,5
134,spotify:track:1wtOxkiel43cVs0Yux5Q4h,"Taylor Swift, Lana Del Rey",Snow On The Beach (feat. Lana Del Rey),Taylor Swift,4,133,31,602178,5
135,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,80,145,148,599108,5
136,spotify:track:4EI8VuxUuIHKfafU72emqz,Mariah Carey,We Belong Together,Def Jam Recordings,136,151,26,597962,5
137,spotify:track:1r03A3l9m1XWR9iGFuGQbe,"Calvin De Leon, Kiyo",Ano Na? (feat. Kiyo),1325426 Records DK2,81,108,15,597571,5
138,spotify:track:3pCt2wRdBDa2kCisIdHWgF,Pamungkas,To the Bone,Mas Pam Records,5,128,103,596998,5
139,spotify:track:5F1ZmucV0uJY14y2dYKePa,Joji,Sanctuary,88rising Music/Warner Records,17,132,165,591768,5
140,spotify:track:1O8zCu3dLLPxkbGfIsbRgE,"Doechii, Kodak Black",What It Is (Block Boy) (with Kodak Black),Top Dawg Entertainment/Capitol Records,140,-1,1,588356,5
141,spotify:track:6HVT2c1ZZdhH1nGFb4AxUJ,Cup of Joe,Estranghero,Viva Records,86,120,18,586898,5
142,spotify:track:1SymEzIT3H8UZfibCs3TYi,Taylor Swift,Afterglow,Taylor Swift,50,148,17,581349,5
143,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,11,150,16,578794,5
144,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Golden Child Recordings,12,162,283,578477,5
145,spotify:track:5zwwW9Oq7ubSxoCGyW1nbY,BLACKPINK,Pink Venom,YG Entertainment,1,135,40,577313,5
146,spotify:track:6brl7bwOHmGFkNw3MBqssT,Ne-Yo,So Sick,Def Soul,77,139,281,577208,5
147,spotify:track:2aoiMd5FGyG5NfVDdiwjuM,"O.C. Dawgs, Future Thug",Akala Ko Nung Una (feat. Future Thug),Panty Droppaz League,84,97,4,576390,5
148,spotify:track:4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,88rising Music/Warner Records,1,146,50,570689,5
149,spotify:track:663vZfMh88Uo2bfTx6wiE4,"Janine Teñoso, Arthur Nery",Pelikula,Viva Records,32,117,97,569496,5
150,spotify:track:2LLefAaNp1nmmCePiSVMIZ,Mayonnaise,Jopay,Sony Music Entertainment,5,164,43,564820,5
151,spotify:track:4iRRAvxPPWXQp3mV1rAbPF,NOBITA,Unang Sayaw,Sony Music Entertainment,12,126,84,561202,5
152,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Atlantic Records,53,159,282,560181,5
153,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,4,157,28,559334,5
154,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,76,154,42,557236,5
155,spotify:track:0a4MMyCrzT0En247IhqZbD,NewJeans,Hype Boy,ADOR,19,140,42,553052,5
156,spotify:track:0xaKCWpX4CBSqwh7CQa4EG,Al James,PSG,Al James,9,144,71,548417,4
157,spotify:track:4y5bvROuBDPr5fuwXbIBZR,Taylor Swift,Paper Rings,Taylor Swift,30,161,55,547272,4
158,spotify:track:63bmIgH9sS6sX5Sc7MetGq,Zack Tabudlo,Habang Buhay,Universal Music Philippines Inc.,2,142,87,544289,4
159,spotify:track:72sfmdpuO5r8cBDgs7MqZZ,keshi,UNDERSTAND,Island Records,137,185,3,542348,4
160,spotify:track:6koKhrBBcExADvWuOgceNZ,"SZA, Travis Scott",Open Arms (feat. Travis Scott),Top Dawg Entertainment/RCA Records,150,192,8,540446,4
161,spotify:track:2bOIWTTDL1XmHcaPWaCdek,Ric Segreto,Don't Know What to Say - Don't Know What to Do,Vicor Music Corporation,100,186,49,536042,4
162,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Stephen Sanchez,Until I Found You,Republic Records,7,184,55,532485,4
163,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,"Miserable Music Group, LLC",155,155,3,532254,4
164,spotify:track:2Mo4pOpCYXOu33856sMQLh,Ben&Ben,Make It With You,"ABS-CBN Film Productions, Inc.",1,141,160,529175,4
165,spotify:track:0EFa7HXaZUAzu9q1UdVPBR,Noah Alejandre,Nahuhulog Na Sa'yo,Warner Music Philippines,58,149,16,527284,4
166,spotify:track:1x8pFCRfBnDqckyB6mlZci,"MC Einstein, Flow G, Jekkpot, Yuridope",Titig,Haftway House,19,127,119,525510,4
167,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,9,163,51,524210,4
168,spotify:track:1CAksvEO6oRHd9bBKWAfuY,Ariana Grande,One Last Time,Universal Records,153,-1,22,521167,4
169,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,Taylor Swift,Getaway Car,"Big Machine Records, LLC",134,160,30,519666,4
170,spotify:track:12M5uqx0ZuwkpLp5rJim1a,Taylor Swift,Cornelia Street,Taylor Swift,22,170,15,517096,4
171,spotify:track:1o6uF8VmXna99ysHTcQRI2,SB19,GENTO,Sony Music Entertainment,171,-1,1,516923,4
172,spotify:track:1dcNEEtODRVZEevQ20Cgmy,Zack Tabudlo,Nangangamba,Universal Music Philippines Inc.,4,152,112,516239,4
173,spotify:track:2BDrpeAnTxCurLt38yDSrE,Lo ki,Kagome,DRP Records,6,143,63,514523,4
174,spotify:track:062z5ZMd0a0snMBZ75tOco,Up Dharma Down,Oo,Viva Records,108,122,31,513603,4
175,spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,11,168,109,513420,4
176,spotify:track:0L8LOav65XwLjCLS11gNPD,BLACKPINK,Typa Girl,YG Entertainment,4,158,24,512104,4
177,spotify:track:6UN73IYd0hZxLi8wFPMQij,Coi Leray,Players,Uptown / Republic Records,32,166,16,511097,4
178,spotify:track:6Al0RruBBzC6ft8u1p78hG,Silent Sanctuary,Kundiman,Universal Records,80,156,100,510997,4
179,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,3,173,112,510919,4
180,spotify:track:0WdR2AyLW1Drd3OUdwezM0,Ariana Grande,everytime,Republic Records,49,181,13,510622,4
181,spotify:track:6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,Atlantic Records UK,36,174,293,510117,4
182,spotify:track:6zcjOnMaymoEbG32dWekXi,"Dro Perez, I-Ghie",Aking Pahinga,Pieces Music,182,-1,1,509823,4
183,spotify:track:6uDYCYObYXJXoMnCzz8083,Orange & Lemons,Yakap sa Dilim,Universal Records,114,131,42,507386,4
184,spotify:track:0EA8jl8Wje9ALRKC8Qlzyt,"Arthur Nery, Jason Dhakal",Happy w u,Viva Records,21,167,97,507157,4
185,spotify:track:1FnPkOlWCMwRtfXeAAuhMu,December Avenue,Sa Ngalan Ng Pag-Ibig,Tower of Doom,2,172,274,505846,4
186,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,Atlantic Records,2,175,138,502770,4
187,spotify:track:1l7TuyIge9siMw39a0dqXd,TJ Monterde,Dating Tayo,PolyEast Records,28,190,135,501524,4
188,spotify:track:3qoftcUZaUOncvIYjFSPdE,Taylor Swift,Bejeweled,Taylor Swift,8,179,31,501130,4
189,spotify:track:1cknB5OmLMuJFmdDzQpCIv,South Border,Rainbow,PolyEast Records,53,193,330,500034,4
190,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,The Script,The Man Who Can't Be Moved,Epic/Phonogenic,99,178,164,496482,4
191,spotify:track:2EcDqJGlgodoLW0l9EnWa5,Ben&Ben,The Way You Look At Me,Universal Records,139,171,9,496274,4
192,spotify:track:5HrIcZOo1DysX53qDRlRnt,"TAEYANG, LISA",Shoong! (feat. LISA of BLACKPINK),THEBLACKLABEL,102,183,4,494296,4
193,spotify:track:65sEZZaxTjLMD8vNgPoMz5,Magnus Haven,Imahe,Warner Music Philippines,1,177,170,492934,4
194,spotify:track:7h4W9blGxYCkKJ3dxPZ84j,IV Of Spades,Dulo Ng Hangganan,Warner Music Philippines,52,191,24,492651,4
195,spotify:track:135ggzbjOogZ75IQ0LQi8r,Eraserheads,Ang Huling El Bimbo,Musiko,43,180,323,489081,4
196,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,Too Good At Goodbyes,Capitol,1,-1,228,487607,4
197,spotify:track:22Nd3GuO7sHopPjdKccRcq,mrld,An Art Gallery Could Never Be As Unique As You,O/C Records,129,194,39,487032,4
198,spotify:track:5sLGYJOhLP197nmkaRMMEH,Al James,Ngayong Gabi,648622 Records DK,99,147,71,485546,4
199,spotify:track:0XfEJcbDfXVpEkVc1kTXUZ,HELLMERRY,DAB - Leaked interlude,Young God Records Philippines,115,182,11,475047,4
200,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,"Daniel Caesar, Kali Uchis",Get You (feat. Kali Uchis),Golden Child Recordings,96,200,57,474611,4
