rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,stream_category
54,spotify:track:3h8uWt8HNyDNubPSEBgTPG,Zack Tabudlo,Yakap,Universal Music Philippines Inc.,41,55,30,961843,9
55,spotify:track:7C9Knp9FzLY6RwgktmW9Ge,"Because, Leslie",BMW,Viva Records,4,87,85,956232,9
56,spotify:track:7gfrASeOt73YWvpIv1fU8E,Arthur Nery,Higa,O/C Records,10,49,152,954063,9
57,spotify:track:4u8RkgV6P4TLi89SmlUtv8,IV Of Spades,Mundo,Warner Music Philippines,1,58,273,942178,8
58,spotify:track:2xCkiGqGMkAIg6fQTag51C,Unique Salonga,Sino,O/C Records,45,59,90,940421,8
59,spotify:track:639Wg7NFfgbwjSwDphqgvz,Rob Deniel,Ang Pag-ibig,Vicor Records,59,84,3,919796,8
60,spotify:track:6Rv8Ltr2MuAIM3LHF4L8qs,Flow G,Rapstar,Flow G,60,79,6,917497,8
61,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,golden hour,JVKE,30,50,35,913143,8
62,spotify:track:0WZqHCoOBXqgCCIsUZLC2a,Arthur Nery,Pagsamo,Viva Records,1,57,83,894821,8
63,spotify:track:3Eb5sztvEMa0Mqnb8DUAlU,IV Of Spades,Come Inside Of My Heart,Warner Music Philippines,44,64,110,892646,8
64,spotify:track:0QzuaeCEEOV40Pn7IvKEny,dhruv,double take,Little Worry/RCA Records,1,62,97,878031,8
65,spotify:track:5d9Rka4T0szdC1MobhtXrV,Ben&Ben,Paninindigan Kita,Sony Music Entertainment,25,53,53,873139,8
66,spotify:track:3WUEs51GpcvlgU7lehLgLh,Ben&Ben,Kathang Isip,Warner Music Philippines,2,69,281,871000,8
67,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,37,61,38,856472,8
68,spotify:track:5mg3VB3Qh7jcR5kAAC4DSV,FIFTY FIFTY,Cupid,WM Korea,46,51,9,855222,8
69,spotify:track:2vnd3JVvcLs2LxRFwC6mKu,Shanti Dope,City Girl,Universal Records,22,63,22,846767,7
70,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,1,54,133,846298,7
71,spotify:track:3U8MbjNAP56IrzpbEFn1qN,Al James,Pa-umaga,ProducedbyJimP,53,119,105,841583,7
72,spotify:track:5TTXEcfsYLh6fTarLaevTi,NIKI,lowkey,88rising Music,26,67,172,837664,7
73,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,73,75,3,828937,7
74,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",61,66,138,828337,7
75,spotify:track:34ob61cxp34Sf7KHK6RnSU,"PDL, Skusta Clee, Yuridope",Sa Susunod Na Lang,Panty Droppaz League,5,142,177,817707,7
76,spotify:track:7gRFDGEzF9UkBV233yv2dc,BLACKPINK,Shut Down,YG Entertainment,1,60,33,816438,7
77,spotify:track:5ABJ0rNmVmLsyiPxOEwe9e,Silent Sanctuary,Bumalik Ka Na Sa'kin,"Ivory Music & Video, Inc.",67,88,45,801050,7
78,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,1,71,332,799918,7
79,spotify:track:4rG3h1QwgjSSWz8EIjCFrm,Ben&Ben,Araw-Araw,Sony Music Entertainment,23,70,190,798462,7
80,spotify:track:3PgjBOoA5OytNGkglObpOd,Ben&Ben,Sa Susunod na Habang Buhay,Sony Music Entertainment,2,77,166,782990,7
81,spotify:track:1oYQtNQUxSODedcc5hPmp9,Ace Banzuelo,Muli,Sony Music Entertainment,2,78,51,778843,7
82,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,20,83,97,778022,7
83,spotify:track:1r03A3l9m1XWR9iGFuGQbe,"Calvin De Leon, Kiyo",Ano Na? (feat. Kiyo),1325426 Records DK2,83,100,12,777968,7
84,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,6,72,85,773221,7
85,spotify:track:3r8RuvgbX9s7ammBn07D3W,NewJeans,Ditto,ADOR,3,76,20,749950,6
86,spotify:track:663vZfMh88Uo2bfTx6wiE4,"Janine Teñoso, Arthur Nery",Pelikula,Viva Records,32,85,94,748777,6
87,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,10,95,83,739952,6
88,spotify:track:5l9g7py8RCblcvbZgGQgSd,Ben&Ben,Pagtingin,Sony Music Entertainment,2,107,209,735212,6
89,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,Jive,9,73,23,726692,6
90,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,74,101,98,723250,6
91,spotify:track:0PhsD58bUDnIFacJ7itwzb,PLAYERTWO,THAT'S MY BABY,Warner Music Philippines,89,89,17,717524,6
92,spotify:track:5zwwW9Oq7ubSxoCGyW1nbY,BLACKPINK,Pink Venom,YG Entertainment,1,74,37,715622,6
93,spotify:track:6HVT2c1ZZdhH1nGFb4AxUJ,Cup of Joe,Estranghero,Viva Records,86,97,15,713836,6
94,spotify:track:4D7BCuvgdJlYvlX5WlN54t,Taylor Swift,"You're On Your Own, Kid",Taylor Swift,6,91,28,709843,6
95,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SZA,Nobody Gets Me,Top Dawg Entertainment/RCA Records,15,82,21,708244,6
96,spotify:track:22bPsP2jCgbLUvh82U0Z3M,Taylor Swift,The Way I Loved You (Taylor’s Version),Taylor Swift,17,92,49,707974,6
97,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,6,96,56,683920,6
98,spotify:track:7ArVzlFsFsQXNseVXmdOyk,Denise Julia,NVMD,Denise Julia,14,81,54,681996,6
99,spotify:track:55RMhrPQYA6vLu5YMgXxFD,Zack Tabudlo,Binibini,Universal Music Philippines Inc.,1,106,109,681100,6
100,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,11,103,46,668853,6
101,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,3,80,28,665279,6
102,spotify:track:1fDFHXcykq4iw8Gg7s5hG9,The 1975,About You,Dirty Hit,87,148,28,662281,6
103,spotify:track:6UN73IYd0hZxLi8wFPMQij,Coi Leray,Players,Uptown / Republic Records,32,94,13,650909,6
104,spotify:track:0EFa7HXaZUAzu9q1UdVPBR,Noah Alejandre,Nahuhulog Na Sa'yo,Warner Music Philippines,58,86,13,645385,5
105,spotify:track:0bhzB5PBUVqZSux5Y7t5ED,Silent Sanctuary,Ikaw Lamang,Universal Records,48,125,176,640608,5
106,spotify:track:1K0rybxoxW5svDYwXezXyN,Sugarcane,Leonora,Warner Music Philippines,106,-1,1,640358,5
107,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,Chris Brown Entertainment/RCA Records,3,112,40,633001,5
108,spotify:track:011GTFfE8rqTRMhz5g8IAW,"Al James, Rjay Ty, Lexus",Repeat,Al James,39,113,65,631465,5
109,spotify:track:08hFNg8Oz3lvaAms7qrIif,Hale,The Day You Said Goodnight,PolyEast Records,41,105,243,631140,5
110,spotify:track:5enxwA8aAbwZbf5qCHORXi,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,102,77,630365,5
111,spotify:track:3kdDccXEVz0snh6mcL4eFj,Cean Jr.,YK,O/C Records,67,110,13,629849,5
112,spotify:track:0L8LOav65XwLjCLS11gNPD,BLACKPINK,Typa Girl,YG Entertainment,4,104,21,626758,5
113,spotify:track:4iRRAvxPPWXQp3mV1rAbPF,NOBITA,Unang Sayaw,Sony Music Entertainment,12,114,81,625274,5
114,spotify:track:51vRumtqbkNW9wrKfESwfu,"LE SSERAFIM, Nile Rodgers",UNFORGIVEN (feat. Nile Rodgers),SOURCE MUSIC,114,-1,1,624510,5
115,spotify:track:0a4MMyCrzT0En247IhqZbD,NewJeans,Hype Boy,ADOR,19,93,39,617885,5
116,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,Keyshia Cole,Love,A&M (UC),102,120,13,617401,5
117,spotify:track:6rIx9meOtOHDoo6ryRUdHv,December Avenue,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),Tower of Doom,12,109,186,615134,5
118,spotify:track:5Odq8ohlgIbQKMZivbWkEo,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,1,117,45,605192,5
119,spotify:track:062z5ZMd0a0snMBZ75tOco,Up Dharma Down,Oo,Viva Records,108,108,28,604081,5
120,spotify:track:0tr6XR58KBdDYd8qvHVTs8,Taylor Swift,Back To December,"Big Machine Records, LLC",54,127,42,600736,5
121,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,9,116,48,599876,5
122,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,13,111,145,597528,5
123,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,EMI Recorded Music Australia Pty Ltd,22,128,176,597186,5
124,spotify:track:63bmIgH9sS6sX5Sc7MetGq,Zack Tabudlo,Habang Buhay,Universal Music Philippines Inc.,2,118,84,595741,5
125,spotify:track:2aoiMd5FGyG5NfVDdiwjuM,"O.C. Dawgs, Future Thug",Akala Ko Nung Una (feat. Future Thug),Panty Droppaz League,125,-1,1,593705,5
126,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,71,124,33,592760,5
127,spotify:track:68HocO7fx9z0MgDU0ZPHro,NIKI,Every Summertime,"MARVEL/Hollywood Records, Inc./Interscope Records",2,122,72,589092,5
128,spotify:track:2Mo4pOpCYXOu33856sMQLh,Ben&Ben,Make It With You,"ABS-CBN Film Productions, Inc.",1,115,157,587598,5
129,spotify:track:5F1ZmucV0uJY14y2dYKePa,Joji,Sanctuary,88rising Music/Warner Records,17,138,162,584912,5
130,spotify:track:3pCt2wRdBDa2kCisIdHWgF,Pamungkas,To the Bone,Mas Pam Records,5,156,100,580122,5
131,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,76,136,39,579892,5
132,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",51,121,50,579698,5
133,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Atlantic Records,53,126,279,572070,5
134,spotify:track:5hCJIUsAqjKFlvKrvCcUIb,"Bosx1ne, John Roa, Skusta Clee, Emcee Rhenn, Flow G, Bullet-D, Kent Mnl",Need You,Ex Battalion Music,89,-1,22,571792,5
135,spotify:track:2m6Ko3CY1qXNNja8AlugNc,Troye Sivan,Angel Baby,EMI Recorded Music Australia Pty Ltd,1,140,86,570393,5
136,spotify:track:0xaKCWpX4CBSqwh7CQa4EG,Al James,PSG,Al James,9,144,68,569796,5
137,spotify:track:72sfmdpuO5r8cBDgs7MqZZ,keshi,UNDERSTAND,Island Records,137,-1,1,569268,5
138,spotify:track:1dcNEEtODRVZEevQ20Cgmy,Zack Tabudlo,Nangangamba,Universal Music Philippines Inc.,4,146,109,569086,5
139,spotify:track:2LLefAaNp1nmmCePiSVMIZ,Mayonnaise,Jopay,Sony Music Entertainment,5,131,40,569004,5
140,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,4,151,102,561904,5
141,spotify:track:1wtOxkiel43cVs0Yux5Q4h,"Taylor Swift, Lana Del Rey",Snow On The Beach (feat. Lana Del Rey),Taylor Swift,4,137,28,560023,5
142,spotify:track:3iBgrkexCzVuPy4O9vx7Mf,beabadoobee,Glue Song,Dirty Hit,36,123,12,558449,5
143,spotify:track:6uDYCYObYXJXoMnCzz8083,Orange & Lemons,Yakap sa Dilim,Universal Records,114,158,39,557242,5
144,spotify:track:2EcDqJGlgodoLW0l9EnWa5,Ben&Ben,The Way You Look At Me,Universal Records,139,139,6,554613,5
145,spotify:track:6wdCelHrPh7UfliNjwRTUv,Ben&Ben,Leaves,Warner Music Philippines,40,130,275,553458,5
146,spotify:track:0D1ecMMsSIpJbjPoJMHGkV,Parokya Ni Edgar,Your Song,Universal Records,34,160,295,552408,5
147,spotify:track:5sLGYJOhLP197nmkaRMMEH,Al James,Ngayong Gabi,648622 Records DK,99,-1,68,549250,4
148,spotify:track:4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,88rising Music/Warner Records,1,135,47,548648,4
149,spotify:track:0EA8jl8Wje9ALRKC8Qlzyt,"Arthur Nery, Jason Dhakal",Happy w u,Viva Records,21,145,94,548293,4
150,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,7,98,32,546903,4
151,spotify:track:3tgWMPOY4stCdKYj5NjrAe,SEVENTEEN,F*ck My Life,PLEDIS Entertainment,132,132,2,545132,4
152,spotify:track:2BDrpeAnTxCurLt38yDSrE,Lo ki,Kagome,DRP Records,6,168,60,539407,4
153,spotify:track:4JSDhJVmo2UqdF7nxbyenn,Hale,Kung Wala Ka,Polyeast,47,155,317,539390,4
154,spotify:track:7hU3IHwjX150XLoTVmjD0q,LISA,MONEY,YG Entertainment,3,141,45,537597,4
155,spotify:track:1SymEzIT3H8UZfibCs3TYi,Taylor Swift,Afterglow,Taylor Swift,50,143,14,537210,4
156,spotify:track:6brl7bwOHmGFkNw3MBqssT,Ne-Yo,So Sick,Def Soul,77,180,278,537091,4
157,spotify:track:65sEZZaxTjLMD8vNgPoMz5,Magnus Haven,Imahe,Warner Music Philippines,1,174,167,534753,4
158,spotify:track:1FnPkOlWCMwRtfXeAAuhMu,December Avenue,Sa Ngalan Ng Pag-Ibig,Tower of Doom,2,164,271,529659,4
159,spotify:track:0Pafr67ogSuAur2L3DxB4b,TJ Monterde,Mahika,PolyEast Records,36,182,8,529379,4
160,spotify:track:6Al0RruBBzC6ft8u1p78hG,Silent Sanctuary,Kundiman,Universal Records,80,161,97,525201,4
161,spotify:track:4y5bvROuBDPr5fuwXbIBZR,Taylor Swift,Paper Rings,Taylor Swift,30,147,52,523553,4
162,spotify:track:69u8qQcaA3o0A7Ko87juqp,Orange & Lemons,Hanggang Kailan - Umuwi Ka Na Baby,Universal Records,48,152,222,522166,4
163,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,11,-1,13,519387,4
164,spotify:track:0XfEJcbDfXVpEkVc1kTXUZ,HELLMERRY,DAB - Leaked interlude,Young God Records Philippines,115,163,8,518896,4
165,spotify:track:7h4W9blGxYCkKJ3dxPZ84j,IV Of Spades,Dulo Ng Hangganan,Warner Music Philippines,52,149,21,517333,4
166,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,80,134,145,515765,4
167,spotify:track:12M5uqx0ZuwkpLp5rJim1a,Taylor Swift,Cornelia Street,Taylor Swift,22,129,12,514723,4
168,spotify:track:0bMoNdAnxNR0OuQbGDovrr,LE SSERAFIM,ANTIFRAGILE,SOURCE MUSIC,21,175,29,514135,4
169,spotify:track:4bjN59DRXFRxBE1g5ne6B1,Agust D,Haegeum,BIGHIT MUSIC,90,90,2,513129,4
170,spotify:track:4EI8VuxUuIHKfafU72emqz,Mariah Carey,We Belong Together,Def Jam Recordings,137,159,23,512725,4
171,spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,11,154,106,511687,4
172,spotify:track:4VMRsbfZzd3SfQtaJ1Wpwi,"The Weeknd, Future",Double Fantasy (with Future),Republic Records,150,150,2,506523,4
173,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Golden Child Recordings,12,188,280,506108,4
174,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Stephen Sanchez,Until I Found You,Republic Records,7,171,52,505307,4
175,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,Atlantic Records,2,170,135,503517,4
176,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,4,169,25,502572,4
177,spotify:track:5HrIcZOo1DysX53qDRlRnt,"TAEYANG, LISA",Shoong! (feat. LISA of BLACKPINK),THEBLACKLABEL,177,-1,1,500808,4
178,spotify:track:135ggzbjOogZ75IQ0LQi8r,Eraserheads,Ang Huling El Bimbo,Musiko,43,165,320,500443,4
179,spotify:track:1s7oOCT8vauUh01PbJD6ps,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,134,185,13,500244,4
180,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,180,-1,1,496343,4
181,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,The Script,The Man Who Can't Be Moved,Epic/Phonogenic,99,179,161,496301,4
182,spotify:track:1x8pFCRfBnDqckyB6mlZci,"MC Einstein, Flow G, Jekkpot, Yuridope",Titig,Haftway House,19,-1,116,495208,4
183,spotify:track:20gchtRYM7bFiOjYKQB8zZ,The Itchyworms,Beer,Universal Records,94,173,36,495172,4
184,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,Taylor Swift,Getaway Car,"Big Machine Records, LLC",134,167,27,494408,4
185,spotify:track:6koKhrBBcExADvWuOgceNZ,"SZA, Travis Scott",Open Arms (feat. Travis Scott),Top Dawg Entertainment/RCA Records,150,-1,5,490074,4
186,spotify:track:2xRGPubKBTHX6iyrpQvtCy,"Chris Brown, Ludacris",Wet The Bed (feat. Ludacris),Jive,4,172,24,489615,4
187,spotify:track:3qoftcUZaUOncvIYjFSPdE,Taylor Swift,Bejeweled,Taylor Swift,8,162,28,487119,4
188,spotify:track:1CAksvEO6oRHd9bBKWAfuY,Ariana Grande,One Last Time,Universal Records,153,153,21,486996,4
189,spotify:track:092cPwFlwBXdB3QF3X469W,Arthur Nery,Binhi,O/C Records,13,181,106,480587,4
190,spotify:track:5y6BAZxYtjqyAz4AiuQxTp,Kiyo,Ikaw Lang,Dyecast Ent,98,-1,92,480291,4
191,spotify:track:3acGHJqr9xU1cnCEfLX1Lx,SEVENTEEN,I Don't Understand But I Luv U,PLEDIS Entertainment,191,-1,1,479602,4
192,spotify:track:6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,Atlantic Records UK,36,176,290,479398,4
193,spotify:track:0otRX6Z89qKkHkQ9OqJpKt,James Arthur,Car's Outside,Columbia Local,193,196,2,476674,4
194,spotify:track:0WdR2AyLW1Drd3OUdwezM0,Ariana Grande,everytime,Republic Records,49,200,10,475906,4
195,spotify:track:3gmn76fCtpDazGMnN0QMHX,imase,NIGHT DANCER,Universal Music LLC,178,178,5,475791,4
196,spotify:track:5rV7xueHNNXaZqOLroaUta,December Avenue,Bulong,Tower of Doom,8,191,142,475327,4
197,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,3,199,109,474596,4
198,spotify:track:0dJPIIlTmVM0lambbFgAYq,December Avenue,Eroplanong Papel,Tower of Doom Music,89,177,71,472283,4
199,spotify:track:1iphKsRTqRl7KZeOZwILGF,APO Hiking Society,When I Met You,Universal Records,49,190,101,471291,4
200,spotify:track:1NopgVCMVhCKIm64tF7auX,Eraserheads,With A Smile,Musiko,59,197,126,470333,4
