,lval,op,rval,Estimate,Std. Err,z-value,p-value
0,chart_success,~,intrinsic,0.9555978459038994,0.9077607655879371,1.0526978936833942,0.2924794743334589
1,chart_success,~,extrinsic,0.10362922092339623,0.026559006978832723,3.9018484765671357,9.546090937195828e-05
2,stream1,~,chart_success,1.0,-,-,-
3,stream2,~,chart_success,1.0842818669247427,0.09160281190546159,11.836774923808406,0.0
4,stream3,~,chart_success,1.0374935955849767,0.08912941842407056,11.640304782838655,0.0
5,stream4,~,chart_success,1.119766119863615,0.09583386018037593,11.68445179756233,0.0
6,stream5,~,chart_success,1.0998553088620175,0.08449837247919145,13.016289859545534,0.0
7,stream6,~,chart_success,1.1118810545491133,0.0775410652105526,14.339254323055878,0.0
8,stream7,~,chart_success,1.0774870454564927,0.07657234892674514,14.071490042354926,0.0
9,stream8,~,chart_success,1.029311217057892,0.07838604483851945,13.131306971351997,0.0
10,stream9,~,chart_success,0.9798873115166538,0.08415892500602615,11.643296435105917,0.0
11,stream_category,~,chart_success,0.9963765408767811,0.08508810705020133,11.709938972754637,0.0
12,week2streams,~,chart_success,0.12885148748061948,0.18536156635431844,0.6951359443824771,0.4869701106483455
13,week3streams,~,chart_success,0.1642799302286452,0.1849014355974373,0.888472983981708,0.37428638176045825
14,week4streams,~,chart_success,0.16832592654277265,0.18484157050722283,0.9106497314427683,0.36247995826134716
15,week5streams,~,chart_success,0.19910344364575044,0.18433771128431273,1.0801015281001494,0.2800969714827959
16,week6streams,~,chart_success,0.173622931772309,0.18476139480242634,0.9397143378195,0.3473641086484882
17,week7streams,~,chart_success,0.06032586692177177,0.18593607002578477,0.32444413240035463,0.7456018123227555
18,week8streams,~,chart_success,0.0694395548831678,0.1858837265446231,0.37356446512882147,0.7087283756119316
19,week9streams,~,chart_success,0.1535688766287047,0.18505277236643333,0.8298653117381268,0.4066149391694456
20,week10streams,~,chart_success,-0.06174899033948988,0.1859279948203668,-0.3321123879102562,0.7398043963318379
21,danceability,~,intrinsic,1.0,-,-,-
22,key,~,intrinsic,26.943923596445376,18.936029312205676,1.422891945941201,0.15476748138263985
23,loudness,~,intrinsic,0.35357568539619577,0.4814524709445007,0.7343937496090236,0.46270879510244534
24,speechiness,~,intrinsic,0.17851808198805047,0.45286112952897933,0.3942004962389527,0.6934330193486864
25,liveness,~,intrinsic,0.3013888130385228,0.4711611486635082,0.6396724642785172,0.5223855607083039
26,valence,~,intrinsic,-0.2685201666483424,0.4654285465135859,-0.5769310212258916,0.5639860537672299
27,tempo,~,intrinsic,0.41189114612622274,0.4945585944595466,0.8328459979054744,0.40493158900687987
28,duration_ms,~,intrinsic,0.11073893933557938,0.44660606479822607,0.24795664023363098,0.8041679553641474
29,music_label,~,extrinsic,1.0,-,-,-
30,artist_collab,~,extrinsic,0.022294567053799855,0.009037175753281676,2.4669838962949266,0.013625648527513468
31,chart_history,~,extrinsic,-0.025215080426399868,0.02369201615358497,-1.0642859713532715,0.287199171146137
32,mean_trends,~,extrinsic,-0.010225712245188413,0.02358572072853844,-0.4335552159905747,0.6646114615970891
33,chart_success,~~,chart_success,0.02484204530259465,0.11955011667070589,0.20779607744602105,0.8353881955120106
34,extrinsic,~~,extrinsic,27.88262111486584,13.593592069021836,2.0511591765656214,0.04025144800204039
35,extrinsic,~~,intrinsic,1.3021168429775911,0.9079413809537552,1.4341419724788143,0.15153175231459426
36,intrinsic,~~,intrinsic,3.174067683881921e-19,0.028756956165728275,1.1037564843369304e-17,1.0
37,valence,~~,valence,0.9997381072688871,0.19995837212424286,4.9997311772607675,5.741030091321875e-07
38,stream4,~~,stream4,0.11108634338687418,0.02347056782892237,4.733006214074268,2.2121871365854417e-06
39,key,~~,key,44.53851858433943,22.69778163583138,1.9622410374248938,0.04973442825654262
40,liveness,~~,liveness,0.9996574573231759,0.19994855482683793,4.999573306163241,5.745732463147135e-07
41,stream3,~~,stream3,0.09709260401503937,0.020493213888362734,4.7377929366870335,2.1605840725413827e-06
42,music_label,~~,music_label,27.892304208030513,11.07205962188843,2.5191613087855407,0.01176347513145437
43,loudness,~~,loudness,0.9995565427495208,0.19994363164444134,4.999191694797399,5.757114531768082e-07
44,stream6,~~,stream6,0.021595376625701296,0.0059523541200484555,3.628039627100925,0.0002855814356750308
45,stream_category,~~,stream_category,0.08704036125037785,0.018401036807241315,4.7301878778588655,2.2431215014329098e-06
46,stream2,~~,stream2,0.09779829027695522,0.020739610526761442,4.715531670474007,2.410803885410928e-06
47,stream1,~~,stream1,0.12273743718001251,0.025529850881727156,4.807604938384247,1.5274924283215086e-06
48,stream8,~~,stream8,0.04719366533357932,0.010568016281946407,4.465707098666726,7.980473084145956e-06
49,speechiness,~~,speechiness,0.9998857026068823,0.19997924043798881,4.999947496609954,5.734592798400939e-07
