rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,stream_category
17,spotify:track:16iRlyUMJVPqz62DlomMre,NOBITA,Ikaw Lang,IndieTV,2,14,102,1605690,10
18,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,"Big Machine Records, LLC",12,29,79,1557462,10
19,spotify:track:0kDeE8TezXDY1QadpjAQQq,Kenaniah,Bahala Na,O/C Records,13,19,31,1523467,9
20,spotify:track:69CrOS7vEHIrhC2ILyEi0s,JISOO,FLOWER,YG Entertainment,8,15,6,1520925,9
21,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,7,20,8,1488980,9
22,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,8,22,24,1479895,9
23,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,10,21,89,1456801,9
24,spotify:track:5SyigMsSY8uAV1m27fhnLD,Dilaw,Uhaw,Warner Music Philippines,9,23,8,1405599,9
25,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,2,30,29,1331364,9
26,spotify:track:0HAG6nIiEKd75yGpovuSJQ,Arthur Nery,Isa lang,Viva Records,2,25,73,1330212,9
27,spotify:track:50x1Ic8CaXkYNvjmxe3WXy,New West,Those Eyes,Republic Records,18,24,44,1327742,9
28,spotify:track:2jbf9EytR7fzpSrPWAYCf9,Adie,Paraluman,O/C Records,3,28,105,1327636,9
29,spotify:track:5xwBIieMMFUmLDgvG4DjFe,Stacey Ryan,Fall In Love Alone,Island Records,17,26,30,1325747,9
30,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Moonlight,Geffen Records,30,37,5,1258576,9
31,spotify:track:7bAVndaTleEnfizm6h2d3i,Dionela,Musika,Universal Music Philippines Inc.,31,33,10,1257022,9
32,spotify:track:1AuxZd50Dpaz0cCWphYryh,iluna,panaginip,evosound,22,31,18,1255872,9
33,spotify:track:37F0uwRSrdzkBiuj0D5UHI,The Weeknd,Reminder,Universal Republic Records,6,27,16,1255091,9
34,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,2,36,17,1232124,9
35,spotify:track:2bdVgAQgosGUJoViVDNeOV,keshi,LIMBO,Island Records,22,32,12,1228788,9
36,spotify:track:3W4U7TEgILGpq0EmquurtH,"yuji, putri dahlia",Old Love,yuji,23,34,36,1179518,9
37,spotify:track:5CUQnKjA6nlteCnxMKsjIu,Adie,Tahanan,O/C Records,6,38,75,1169372,9
38,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,4,41,58,1154837,9
39,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a Liar Pt. 2,Warner Records,11,35,13,1151336,9
40,spotify:track:2LlOeW5rVcvl3QcPNPcDus,Daniel Caesar,Always,Republic Records,40,51,5,1147179,9
41,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,"Big Machine Records, LLC",38,39,82,1145013,9
42,spotify:track:08MFgEQeVLF37EyZ7jcwLc,Zack Tabudlo,Pano,Universal Music Philippines Inc.,1,45,74,1134189,9
43,spotify:track:1gH1h30wkQdd9zhY3j7a8T,Rex Orange County,THE SHADE,Rex Orange County,3,42,45,1116258,9
44,spotify:track:0mL82sxCRjrs3br407IdJh,The Weeknd,Is There Someone Else?,XO / Republic Records,44,52,54,1108987,9
45,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,Republic Records,11,48,28,1106499,9
46,spotify:track:3U8MbjNAP56IrzpbEFn1qN,Al James,Pa-umaga,ProducedbyJimP,46,71,106,1089784,9
47,spotify:track:2e7iqtA42EPXTtiiAlblC1,Moira Dela Torre,"Babalik Sa'yo (from ""2 Good 2 Be True"")",ABS-CBN Music,2,43,38,1080366,9
48,spotify:track:4IeuTj1pEHuL9vJSiEqEfR,mrld,Ligaya,O/C Records,18,50,75,1036031,9
49,spotify:track:6FIEuf1JIzmCtach0gXpeG,Up Dharma Down,Tadhana,Viva Records,28,44,321,1015125,9
50,spotify:track:70t7Q6AYG6ZgTYmJWcnkUM,IVE,I AM,Starship Entertainment,35,46,5,1011705,9
51,spotify:track:2xCkiGqGMkAIg6fQTag51C,Unique Salonga,Sino,O/C Records,45,58,91,1009338,9
52,spotify:track:7C9Knp9FzLY6RwgktmW9Ge,"Because, Leslie",BMW,Viva Records,4,55,86,993930,9
53,spotify:track:0QzuaeCEEOV40Pn7IvKEny,dhruv,double take,Little Worry/RCA Records,1,64,98,979085,9
54,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,53,64,957975,9
55,spotify:track:3AOf6YEpxQ894FmrwI9k96,SEVENTEEN,Super,PLEDIS Entertainment,40,40,3,956833,9
56,spotify:track:51vRumtqbkNW9wrKfESwfu,"LE SSERAFIM, Nile Rodgers",UNFORGIVEN (feat. Nile Rodgers),SOURCE MUSIC,56,114,2,952467,9
57,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,16,47,23,939975,8
58,spotify:track:639Wg7NFfgbwjSwDphqgvz,Rob Deniel,Ang Pag-ibig,Vicor Records,58,59,4,938457,8
59,spotify:track:3Eb5sztvEMa0Mqnb8DUAlU,IV Of Spades,Come Inside Of My Heart,Warner Music Philippines,44,63,111,937700,8
60,spotify:track:3h8uWt8HNyDNubPSEBgTPG,Zack Tabudlo,Yakap,Universal Music Philippines Inc.,41,54,31,927079,8
61,spotify:track:5TTXEcfsYLh6fTarLaevTi,NIKI,lowkey,88rising Music,26,72,173,926863,8
62,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,golden hour,JVKE,30,61,36,918923,8
63,spotify:track:6Rv8Ltr2MuAIM3LHF4L8qs,Flow G,Rapstar,Flow G,60,60,7,918695,8
64,spotify:track:7gfrASeOt73YWvpIv1fU8E,Arthur Nery,Higa,O/C Records,10,56,153,913205,8
65,spotify:track:0WZqHCoOBXqgCCIsUZLC2a,Arthur Nery,Pagsamo,Viva Records,1,62,84,902594,8
66,spotify:track:5d9Rka4T0szdC1MobhtXrV,Ben&Ben,Paninindigan Kita,Sony Music Entertainment,25,65,54,899873,8
67,spotify:track:34ob61cxp34Sf7KHK6RnSU,"PDL, Skusta Clee, Yuridope",Sa Susunod Na Lang,Panty Droppaz League,5,75,178,898083,8
68,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",61,74,139,860225,8
69,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,37,67,39,857102,8
70,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,1,70,134,852906,8
71,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,71,73,4,851652,8
72,spotify:track:4u8RkgV6P4TLi89SmlUtv8,IV Of Spades,Mundo,Warner Music Philippines,1,57,274,847305,7
73,spotify:track:5mg3VB3Qh7jcR5kAAC4DSV,FIFTY FIFTY,Cupid,WM Korea,46,68,10,842632,7
74,spotify:track:1fDFHXcykq4iw8Gg7s5hG9,The 1975,About You,Dirty Hit,74,102,29,838100,7
75,spotify:track:3WUEs51GpcvlgU7lehLgLh,Ben&Ben,Kathang Isip,Warner Music Philippines,2,66,282,815896,7
76,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,6,84,86,809595,7
77,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,74,90,99,805502,7
78,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,1,78,333,805409,7
79,spotify:track:0tr6XR58KBdDYd8qvHVTs8,Taylor Swift,Back To December,"Big Machine Records, LLC",54,120,43,803139,7
80,spotify:track:5ABJ0rNmVmLsyiPxOEwe9e,Silent Sanctuary,Bumalik Ka Na Sa'kin,"Ivory Music & Video, Inc.",67,77,46,799850,7
81,spotify:track:1r03A3l9m1XWR9iGFuGQbe,"Calvin De Leon, Kiyo",Ano Na? (feat. Kiyo),1325426 Records DK2,81,83,13,794067,7
82,spotify:track:5hCJIUsAqjKFlvKrvCcUIb,"Bosx1ne, John Roa, Skusta Clee, Emcee Rhenn, Flow G, Bullet-D, Kent Mnl",Need You,Ex Battalion Music,82,134,23,791718,7
83,spotify:track:1oYQtNQUxSODedcc5hPmp9,Ace Banzuelo,Muli,Sony Music Entertainment,2,81,52,791459,7
84,spotify:track:2aoiMd5FGyG5NfVDdiwjuM,"O.C. Dawgs, Future Thug",Akala Ko Nung Una (feat. Future Thug),Panty Droppaz League,84,125,2,788931,7
85,spotify:track:2vnd3JVvcLs2LxRFwC6mKu,Shanti Dope,City Girl,Universal Records,22,69,23,782211,7
86,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,20,82,98,778027,7
87,spotify:track:4rG3h1QwgjSSWz8EIjCFrm,Ben&Ben,Araw-Araw,Sony Music Entertainment,23,79,191,773381,7
88,spotify:track:4z7xboLD3PqY9dOUscS2ly,mrld,Ikaw Pa Rin,O/C Records,35,49,31,763881,7
89,spotify:track:22bPsP2jCgbLUvh82U0Z3M,Taylor Swift,The Way I Loved You (Taylor’s Version),Taylor Swift,17,96,50,760154,7
90,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,10,87,84,757096,7
91,spotify:track:08hFNg8Oz3lvaAms7qrIif,Hale,The Day You Said Goodnight,PolyEast Records,41,109,244,748770,6
92,spotify:track:3PgjBOoA5OytNGkglObpOd,Ben&Ben,Sa Susunod na Habang Buhay,Sony Music Entertainment,2,80,167,743116,6
93,spotify:track:7gRFDGEzF9UkBV233yv2dc,BLACKPINK,Shut Down,YG Entertainment,1,76,34,739758,6
94,spotify:track:3kdDccXEVz0snh6mcL4eFj,Cean Jr.,YK,O/C Records,67,111,14,739305,6
95,spotify:track:0PhsD58bUDnIFacJ7itwzb,PLAYERTWO,THAT'S MY BABY,Warner Music Philippines,89,91,18,736192,6
96,spotify:track:5l9g7py8RCblcvbZgGQgSd,Ben&Ben,Pagtingin,Sony Music Entertainment,2,88,210,715810,6
97,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,6,97,57,715490,6
98,spotify:track:4D7BCuvgdJlYvlX5WlN54t,Taylor Swift,"You're On Your Own, Kid",Taylor Swift,6,94,29,713050,6
99,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,99,180,2,712346,6
100,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,11,100,47,704814,6
101,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,Jive,9,89,24,698378,6
102,spotify:track:5HrIcZOo1DysX53qDRlRnt,"TAEYANG, LISA",Shoong! (feat. LISA of BLACKPINK),THEBLACKLABEL,102,177,2,698133,6
103,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,3,101,29,692447,6
104,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,Keyshia Cole,Love,A&M (UC),102,116,14,686217,6
105,spotify:track:5Odq8ohlgIbQKMZivbWkEo,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,1,118,46,678228,6
106,spotify:track:3r8RuvgbX9s7ammBn07D3W,NewJeans,Ditto,ADOR,3,85,21,677364,6
107,spotify:track:55RMhrPQYA6vLu5YMgXxFD,Zack Tabudlo,Binibini,Universal Music Philippines Inc.,1,99,110,674576,6
108,spotify:track:1K0rybxoxW5svDYwXezXyN,Sugarcane,Leonora,Warner Music Philippines,106,106,2,665698,6
109,spotify:track:011GTFfE8rqTRMhz5g8IAW,"Al James, Rjay Ty, Lexus",Repeat,Al James,39,108,66,658742,6
110,spotify:track:68HocO7fx9z0MgDU0ZPHro,NIKI,Every Summertime,"MARVEL/Hollywood Records, Inc./Interscope Records",2,127,73,657041,6
111,spotify:track:6HVT2c1ZZdhH1nGFb4AxUJ,Cup of Joe,Estranghero,Viva Records,86,93,16,649541,5
112,spotify:track:5enxwA8aAbwZbf5qCHORXi,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,110,78,647638,5
113,spotify:track:0bhzB5PBUVqZSux5Y7t5ED,Silent Sanctuary,Ikaw Lamang,Universal Records,48,105,177,642991,5
114,spotify:track:663vZfMh88Uo2bfTx6wiE4,"Janine Teñoso, Arthur Nery",Pelikula,Viva Records,32,86,95,640537,5
115,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,Chris Brown Entertainment/RCA Records,3,107,41,634293,5
116,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,EMI Recorded Music Australia Pty Ltd,22,123,177,632160,5
117,spotify:track:5zwwW9Oq7ubSxoCGyW1nbY,BLACKPINK,Pink Venom,YG Entertainment,1,92,38,628865,5
118,spotify:track:7ArVzlFsFsQXNseVXmdOyk,Denise Julia,NVMD,Denise Julia,14,98,55,628809,5
119,spotify:track:63bmIgH9sS6sX5Sc7MetGq,Zack Tabudlo,Habang Buhay,Universal Music Philippines Inc.,2,124,85,623831,5
120,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",51,132,51,619698,5
121,spotify:track:1x8pFCRfBnDqckyB6mlZci,"MC Einstein, Flow G, Jekkpot, Yuridope",Titig,Haftway House,19,182,117,615555,5
122,spotify:track:3pCt2wRdBDa2kCisIdHWgF,Pamungkas,To the Bone,Mas Pam Records,5,130,101,614680,5
123,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SZA,Nobody Gets Me,Top Dawg Entertainment/RCA Records,15,95,22,609601,5
124,spotify:track:6rIx9meOtOHDoo6ryRUdHv,December Avenue,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),Tower of Doom,12,117,187,609336,5
125,spotify:track:2m6Ko3CY1qXNNja8AlugNc,Troye Sivan,Angel Baby,EMI Recorded Music Australia Pty Ltd,1,135,87,609199,5
126,spotify:track:4JSDhJVmo2UqdF7nxbyenn,Hale,Kung Wala Ka,Polyeast,47,153,318,599919,5
127,spotify:track:5F1ZmucV0uJY14y2dYKePa,Joji,Sanctuary,88rising Music/Warner Records,17,129,163,596221,5
128,spotify:track:0a4MMyCrzT0En247IhqZbD,NewJeans,Hype Boy,ADOR,19,115,40,595826,5
129,spotify:track:0D1ecMMsSIpJbjPoJMHGkV,Parokya Ni Edgar,Your Song,Universal Records,34,146,296,593751,5
130,spotify:track:6wdCelHrPh7UfliNjwRTUv,Ben&Ben,Leaves,Warner Music Philippines,40,145,276,593558,5
131,spotify:track:4iRRAvxPPWXQp3mV1rAbPF,NOBITA,Unang Sayaw,Sony Music Entertainment,12,113,82,591313,5
132,spotify:track:062z5ZMd0a0snMBZ75tOco,Up Dharma Down,Oo,Viva Records,108,119,29,588888,5
133,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,71,126,34,587442,5
134,spotify:track:6UN73IYd0hZxLi8wFPMQij,Coi Leray,Players,Uptown / Republic Records,32,103,14,583349,5
135,spotify:track:0EFa7HXaZUAzu9q1UdVPBR,Noah Alejandre,Nahuhulog Na Sa'yo,Warner Music Philippines,58,104,14,582507,5
136,spotify:track:1wtOxkiel43cVs0Yux5Q4h,"Taylor Swift, Lana Del Rey",Snow On The Beach (feat. Lana Del Rey),Taylor Swift,4,141,29,580732,5
137,spotify:track:0L8LOav65XwLjCLS11gNPD,BLACKPINK,Typa Girl,YG Entertainment,4,112,22,578032,5
138,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,13,122,146,576825,5
139,spotify:track:2BDrpeAnTxCurLt38yDSrE,Lo ki,Kagome,DRP Records,6,152,61,572469,5
140,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,11,163,14,570169,5
141,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,4,140,103,568583,5
142,spotify:track:5sLGYJOhLP197nmkaRMMEH,Al James,Ngayong Gabi,648622 Records DK,99,147,69,568393,5
143,spotify:track:1dcNEEtODRVZEevQ20Cgmy,Zack Tabudlo,Nangangamba,Universal Music Philippines Inc.,4,138,110,563196,5
144,spotify:track:6uDYCYObYXJXoMnCzz8083,Orange & Lemons,Yakap sa Dilim,Universal Records,114,143,40,563054,5
145,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,7,150,33,559033,5
146,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,9,121,49,553982,5
147,spotify:track:4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,88rising Music/Warner Records,1,148,48,553265,5
148,spotify:track:69u8qQcaA3o0A7Ko87juqp,Orange & Lemons,Hanggang Kailan - Umuwi Ka Na Baby,Universal Records,48,162,223,549300,4
149,spotify:track:0otRX6Z89qKkHkQ9OqJpKt,James Arthur,Car's Outside,Columbia Local,149,193,3,547196,4
150,spotify:track:0xaKCWpX4CBSqwh7CQa4EG,Al James,PSG,Al James,9,136,69,546274,4
151,spotify:track:2LLefAaNp1nmmCePiSVMIZ,Mayonnaise,Jopay,Sony Music Entertainment,5,139,41,544036,4
152,spotify:track:6brl7bwOHmGFkNw3MBqssT,Ne-Yo,So Sick,Def Soul,77,156,279,543969,4
153,spotify:track:2Mo4pOpCYXOu33856sMQLh,Ben&Ben,Make It With You,"ABS-CBN Film Productions, Inc.",1,128,158,541997,4
154,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Atlantic Records,53,133,280,540529,4
155,spotify:track:1SymEzIT3H8UZfibCs3TYi,Taylor Swift,Afterglow,Taylor Swift,50,155,15,540416,4
156,spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,11,171,107,537043,4
157,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,4,176,26,532937,4
158,spotify:track:6Al0RruBBzC6ft8u1p78hG,Silent Sanctuary,Kundiman,Universal Records,80,160,98,527289,4
159,spotify:track:4y5bvROuBDPr5fuwXbIBZR,Taylor Swift,Paper Rings,Taylor Swift,30,161,53,525744,4
160,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,76,131,40,525408,4
161,spotify:track:22Nd3GuO7sHopPjdKccRcq,mrld,An Art Gallery Could Never Be As Unique As You,O/C Records,129,-1,37,522420,4
162,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,Taylor Swift,Getaway Car,"Big Machine Records, LLC",134,184,28,516277,4
163,spotify:track:0EA8jl8Wje9ALRKC8Qlzyt,"Arthur Nery, Jason Dhakal",Happy w u,Viva Records,21,149,95,515358,4
164,spotify:track:2bOIWTTDL1XmHcaPWaCdek,Ric Segreto,Don't Know What to Say - Don't Know What to Do,Vicor Music Corporation,100,-1,47,512722,4
165,spotify:track:3iBgrkexCzVuPy4O9vx7Mf,beabadoobee,Glue Song,Dirty Hit,36,142,13,510922,4
166,spotify:track:4EI8VuxUuIHKfafU72emqz,Mariah Carey,We Belong Together,Def Jam Recordings,137,170,24,510226,4
167,spotify:track:7h4W9blGxYCkKJ3dxPZ84j,IV Of Spades,Dulo Ng Hangganan,Warner Music Philippines,52,165,22,508108,4
168,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Stephen Sanchez,Until I Found You,Republic Records,7,174,53,507287,4
169,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,The Script,The Man Who Can't Be Moved,Epic/Phonogenic,99,181,162,506865,4
170,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,80,166,146,506620,4
171,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,3,197,110,506539,4
172,spotify:track:12M5uqx0ZuwkpLp5rJim1a,Taylor Swift,Cornelia Street,Taylor Swift,22,167,13,506316,4
173,spotify:track:2xRGPubKBTHX6iyrpQvtCy,"Chris Brown, Ludacris",Wet The Bed (feat. Ludacris),Jive,4,186,25,501995,4
174,spotify:track:0XfEJcbDfXVpEkVc1kTXUZ,HELLMERRY,DAB - Leaked interlude,Young God Records Philippines,115,164,9,501836,4
175,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Golden Child Recordings,12,173,281,498898,4
176,spotify:track:5y6BAZxYtjqyAz4AiuQxTp,Kiyo,Ikaw Lang,Dyecast Ent,98,190,93,496476,4
177,spotify:track:1FnPkOlWCMwRtfXeAAuhMu,December Avenue,Sa Ngalan Ng Pag-Ibig,Tower of Doom,2,158,272,495849,4
178,spotify:track:6koKhrBBcExADvWuOgceNZ,"SZA, Travis Scott",Open Arms (feat. Travis Scott),Top Dawg Entertainment/RCA Records,150,185,6,495758,4
179,spotify:track:2EcDqJGlgodoLW0l9EnWa5,Ben&Ben,The Way You Look At Me,Universal Records,139,144,7,495163,4
180,spotify:track:1NopgVCMVhCKIm64tF7auX,Eraserheads,With A Smile,Musiko,59,200,127,493732,4
181,spotify:track:20gchtRYM7bFiOjYKQB8zZ,The Itchyworms,Beer,Universal Records,94,183,37,491562,4
182,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,Atlantic Records,2,175,136,491188,4
183,spotify:track:135ggzbjOogZ75IQ0LQi8r,Eraserheads,Ang Huling El Bimbo,Musiko,43,178,321,488422,4
184,spotify:track:1l7TuyIge9siMw39a0dqXd,TJ Monterde,Dating Tayo,PolyEast Records,28,-1,133,486986,4
185,spotify:track:6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,Atlantic Records UK,36,192,291,486595,4
186,spotify:track:0WdR2AyLW1Drd3OUdwezM0,Ariana Grande,everytime,Republic Records,49,194,11,486158,4
187,spotify:track:3qoftcUZaUOncvIYjFSPdE,Taylor Swift,Bejeweled,Taylor Swift,8,187,29,485895,4
188,spotify:track:0GV5o55wGdk8rt0q8cVGVZ,Shanti Dope,Nadarang,Universal Records,3,-1,149,484739,4
189,spotify:track:3TgMcrV32NUKjEG2ujn9eh,The 1975,It's Not Living (If It's Not With You),Polydor Records,136,-1,3,484389,4
190,spotify:track:73jVPicY2G9YHmzgjk69ae,The 1975,Robbers,Polydor Records,142,-1,3,483332,4
191,spotify:track:1s7oOCT8vauUh01PbJD6ps,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,134,179,14,482174,4
192,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,"Miserable Music Group, LLC",192,-1,1,478158,4
193,spotify:track:65sEZZaxTjLMD8vNgPoMz5,Magnus Haven,Imahe,Warner Music Philippines,1,157,168,478043,4
194,spotify:track:1cknB5OmLMuJFmdDzQpCIv,South Border,Rainbow,PolyEast Records,53,-1,328,477731,4
195,spotify:track:4mzP5mHkRvGxdhdGdAH7EJ,Zack Tabudlo,Give Me Your Forever,Universal Music Philippines Inc.,21,-1,79,472863,4
196,spotify:track:0dJPIIlTmVM0lambbFgAYq,December Avenue,Eroplanong Papel,Tower of Doom Music,89,198,72,467878,4
197,spotify:track:4tyEfRWLgYkWQaowoHXoba,Moira Dela Torre,Kumpas (from “2 Good 2 Be True”),"ABS-CBN Film Productions, Inc.",8,-1,46,466266,4
198,spotify:track:3gmn76fCtpDazGMnN0QMHX,imase,NIGHT DANCER,Universal Music LLC,178,195,6,465101,4
199,spotify:track:1iphKsRTqRl7KZeOZwILGF,APO Hiking Society,When I Met You,Universal Records,49,199,102,463070,4
200,spotify:track:7hU3IHwjX150XLoTVmjD0q,LISA,MONEY,YG Entertainment,3,154,46,461652,4
