track_name,week1 streams,week2 streams,week3 streams,week4 streams,week5 streams,week6 streams,week7 streams,week8 streams,week9 streams,week10 streams
City Girl,,-0.007127823868280703,0.13033089449914015,-0.033279985085662656,-0.016157487495577216,0.030312443417492174,-0.016532982934163165,-0.04186212736099992,-0.03735445842708163,0.06270539953041387
Bahala Na,,0.03368172225507937,0.06447953436986342,0.1683116519297252,0.09677333152292444,-0.029100269528644196,-0.056598475568813034,0.028489407867209104,0.023677358246567026,0.02885614061922781
Paraluman,,0.049467492570336,-0.041335419524620165,0.09292571517237214,0.05779760715399962,0.012087630766375757,-0.014479264641959921,-0.019572712827502836,-0.022425418750428916,0.08296479637954146
Nobody Gets Me,,0.1253805420138725,0.19862237305407837,0.04305472478912087,-0.049312878722165054,-0.045926321788390734,-0.11442328783654854,-0.04860585563772901,0.08605112692005212,-0.06946763516074794
Pano,,0.024055905679599032,0.013494176467570007,0.12612126121261213,0.008445000932413294,0.020914236276219134,-0.037962676948107066,0.010676506558293442,0.03229744755771091,0.032070844598840464
Pasilyo,,0.4547293155676986,0.6881906838800904,0.3225985239988842,-0.05172237225679588,0.16673925074643026,0.11781812508789202,0.0361601144826218,0.02057552469176782,-0.08156250014522326
Creepin' (with The Weeknd & 21 Savage),,0.09351144471823702,0.1567438671146355,0.14677595440383384,-0.05168349146575901,0.00542643853476088,-0.050528378673170504,-0.004277969324270714,0.1354420420329545,-0.07820501715694439
Angel Baby,,-0.0062929490026598645,-0.05624089754020145,0.02638737526819468,-0.05803651973745605,-0.03862009446974424,0.056774163999748106,-0.08076373411460558,-0.022746372874083987,-0.008021941838207924
Tahanan,,-0.04198364636523666,-0.028373997867552236,0.18556430156434578,-0.012262826195460264,-0.0022173471590710703,0.006480689736624523,-0.022376304173543082,-0.007648372668278558,0.0775599385736665
Glimpse of Us,,0.013679675037754357,-0.01686832238056335,0.03608981892687391,-0.056631767032393365,-0.025970073656006676,-0.098438005261272,-0.03742088866431348,-0.16328226199333062,0.03159156936288787
golden hour,,0.10638179823459448,0.054618878971755214,0.0019863735135843275,-0.06174024541371481,0.02004187598295948,-0.05332425198132207,-0.029098858440042674,0.0484529481879894,-0.05131075379265215
Shinunoga E-Wa,,-0.02986365470287511,-0.05043043351734977,0.011893803123881552,-0.00933449355287097,-0.05661795740506259,-0.09197614985302249,-0.015439459978453418,0.020994428807353582,-0.2660132130286238
Pagsamo,,0.048250336757918566,-0.08341507431211692,0.06161216069966868,0.06168361068534001,-0.03827665840336669,-0.03815292796354186,-0.0007650835268875333,-0.0819181809552938,0.1304352820625927
Sure Thing,,0.487735599836693,0.22911236924594092,0.03260854640851085,-0.11538639422432095,-0.031927630529857254,-0.12180363925054716,-0.06482753425215648,-0.0067026431627532634,-0.06737444564255812
Hype Boy,,0.2709581282167568,-0.021624970192118287,0.12799379715167047,0.04512334800727458,0.04397216991096342,-0.09956237501426102,-0.10271152431701891,-0.054500404081668896,-0.02999693793782321
Until I Found You,,-0.10201628568234622,-0.03805763926036765,0.010860470628936136,-0.05197732092313423,0.03089923320163379,0.07057747803248926,-0.027363521604182983,0.0025371953839734562,0.054541478856790615
Kumpas - Theme of “2 Good 2 Be True”,,-0.03721945933931603,-0.12239274921681476,0.0970076325034428,0.05405152651620515,-0.030742613787596462,-0.07339302039288309,-0.05881414234547322,-0.020396052394319186,0.006119698836638987
Shirt,,0.05958722482304002,0.024709172576683258,0.013018012247303368,-0.309156872485272,0.015139533248980763,-0.11140155744634195,-0.07429167938386005,0.04445785097588062,-0.09906087283583498
Muli,,-0.0013781526075804518,-0.01936646801907549,0.0743350236957665,0.01222323917954471,-0.0679986243475843,-0.036128835436137985,-0.08286952727272723,-0.045748383257692926,0.06796817452951864
I Wanna Be Yours,,0.03359173126614978,-0.0008203631647211163,0.09462907854584546,-0.07383291169262396,-0.002631222344690154,-0.08953924135134761,0.0019011920638745128,-0.023622462801833777,0.07815058118654061
Kagome,,-0.03462886165655099,-0.15252409626628693,0.06837243941717364,-0.1544520226411309,-0.05031235122058064,-0.14315070248383932,-0.03093766297368683,-0.05963219579189394,0.1320210948220868
OMG,,1.1299657096784022,0.049920110217088975,0.18420277596982348,0.1607143489327958,0.06508272497548528,-0.023960361023391163,-0.06993381690100553,-0.025274931969395786,-0.013149835713020086
double take,,0.04524192625000745,-0.07275215859193385,0.18316236372070005,-0.061109260090369544,-0.023561323025324432,-0.0199796156787303,0.03885532725324392,0.14894496332314588,0.024730151044846993
Yakap,,0.030957469426580175,0.030441525497474586,0.15110293096906147,-0.04504035512104532,0.08081041943794309,-0.018382453174841218,-0.03144823153294263,0.00832011339278127,0.03264425581964603
Shut Down,,-0.038700584032447916,-0.0933557425590712,-0.028996207912488137,-0.031236711552090735,0.05418335558522469,-0.05712798640980232,-0.07931323706876059,-0.115371163621102,0.030425688536287465
