,lval,op,rval,Estimate,Std. Err,z-value,p-value
0,chart_success,~,intrinsic,4.116846403359036,16.36975349321716,0.25149104444759096,0.8014344852487985
1,chart_success,~,extrinsic,0.09940631494957237,0.03079964069234488,3.22751540965385,0.0012487031512351532
2,chart_success,~,crowdsource,-0.47948073490737037,0.24349149439614015,-1.969188846183376,0.0489314092412767
3,stream1,~,chart_success,1.0,-,-,-
4,stream2,~,chart_success,1.0842355530254835,0.09057964921156277,11.96996855751907,0.0
5,stream3,~,chart_success,1.0373651246103053,0.088147198361691,11.768554688964207,0.0
6,stream4,~,chart_success,1.1195551102902306,0.09479239837247024,11.81060010613217,0.0
7,stream5,~,chart_success,1.0998883994051492,0.08355161517520208,13.164178778418506,0.0
8,stream6,~,chart_success,1.1119777185981574,0.07666975701519259,14.503472579981029,0.0
9,stream7,~,chart_success,1.0777575572736176,0.07566983018893267,14.242896469681854,0.0
10,stream8,~,chart_success,1.0297453066831561,0.07742283436293777,13.30027911200825,0.0
11,stream9,~,chart_success,0.9801079831042968,0.0831671349025829,11.784799178672596,0.0
12,stream_category,~,chart_success,0.9965331464608475,0.08409860838595451,11.849579506424163,0.0
13,week2streams,~,chart_success,0.12882415016589385,0.18314484091063296,0.7034003771258359,0.48180627158155565
14,week3streams,~,chart_success,0.16432953686331353,0.18268750074372112,0.8995116589445266,0.3683801885048046
15,week4streams,~,chart_success,0.1687912012039474,0.18262240398515225,0.9242633845557435,0.35534920160472927
16,week5streams,~,chart_success,0.19974193822691425,0.18212070390675075,1.0967557995388,0.27274815682033204
17,week6streams,~,chart_success,0.17451446140744972,0.1825362746624017,0.9560535938911635,0.3390451584231391
18,week7streams,~,chart_success,0.061913552934758545,0.183701197085697,0.3370340200098898,0.736091254624246
19,week8streams,~,chart_success,0.06973895897041132,0.18365591749413035,0.379726174476575,0.7041486885351982
20,week9streams,~,chart_success,0.15387063666679424,0.18283322576038682,0.8415901214126623,0.4000174206683378
21,week10streams,~,chart_success,-0.062484258772290774,0.18369818067877958,-0.34014631250601535,0.7337463464774054
22,danceability,~,intrinsic,1.0,-,-,-
23,key,~,intrinsic,186.43157781839773,697.6477193908155,0.26722882141890913,0.7892929865059157
24,loudness,~,intrinsic,1.8872543385387712,7.857061503078557,0.24019849377519398,0.8101763813001146
25,speechiness,~,intrinsic,1.9626394131187488,8.103135881410749,0.24220739252577025,0.8086194671618088
26,liveness,~,intrinsic,0.4092621730564712,3.976847249752356,0.10291121266522209,0.9180334385334379
27,valence,~,intrinsic,1.6574951507093865,7.121599880949964,0.23274196506643072,0.8159617804804706
28,tempo,~,intrinsic,2.3868731897462885,9.519640012952602,0.2507314548132506,0.8020217398904896
29,duration_ms,~,intrinsic,-1.8153033171356803,7.624292031816589,-0.23809467286406158,0.8118076663890172
30,music_label,~,extrinsic,1.0,-,-,-
31,artist_collab,~,extrinsic,0.02462103174363273,0.008331179351588024,2.955287685168412,0.003123776185483651
32,chart_history,~,extrinsic,-0.01303634191801504,0.023097002533606137,-0.5644170449599574,0.5724703414272876
33,mean_trends,~,extrinsic,0.0002668648740352251,0.023130325450266956,0.011537445705097404,0.990794654425917
34,song_familiarity,~,crowdsource,1.0,-,-,-
35,artist_familiarity,~,crowdsource,0.24538025497952187,0.3580670192328268,0.6852914169659462,0.4931600468442703
36,bad_good,~,crowdsource,2.4116824437498074,0.7778061563371093,3.1006214390278735,0.0019311500774343848
37,distasteful_tasty,~,crowdsource,2.3935655883519815,0.7731541191434829,3.0958453548699065,0.0019625268535563567
