,lval,op,rval,Estimate,Std. Err,z-value,p-value
72,key,~~,key,47.07539096560978,9.415292462296488,4.999886212150929,5.736415813473172e-07
73,liveness,~~,liveness,0.9792780423744324,0.197124420101987,4.967816985144772,6.771081964007664e-07
74,stream1,~~,stream1,0.6215964347946364,0.12897195793013544,4.819624705756097,1.438285258670291e-06
75,share_friends,~~,share_friends,0.09710996107667628,0.021420895126800638,4.533422179479524,5.803565398698751e-06
76,stream9,~~,stream9,0.5425876157090013,0.1128808108029614,4.8067303188608905,1.5341871759666503e-06
77,mean_trends,~~,mean_trends,0.9967002098277489,0.1993471799932651,4.999820964893621,5.738357320428378e-07
78,unpleasant_pleasant,~~,unpleasant_pleasant,0.05229438934352051,0.012801281600485742,4.085090147337366,4.40597074431448e-05
79,stream_category,~~,stream_category,1.0784680659534285,0.2198085964075444,4.90639621732058,9.276503776245448e-07
80,stream7,~~,stream7,0.15773888008551137,0.036866253145379155,4.278679459482956,1.8800537674001916e-05
81,tempo,~~,tempo,0.9999004634136858,0.1999861913757947,4.999847522121013,5.737567003727406e-07
