rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
56,spotify:track:2gYj9lubBorOPIVWsTXugG,IVE,After LIKE,Starship Entertainment,18,113,20,747689
57,spotify:track:2GThBgzZoZfz0lx1JjBwfe,New West,Those Eyes,199x,57,63,26,738083
58,spotify:track:6FIEuf1JIzmCtach0gXpeG,Up Dharma Down,Tadhana,Viva Records,28,59,303,725025
59,spotify:track:4D7BCuvgdJlYvlX5WlN54t,Taylor Swift,"You're On Your Own, Kid",Taylor Swift,6,88,11,705395
60,spotify:track:1bDbXMyjaUIooNwFE9wn0N,"Drake, 21 Savage",Rich Flex,OVO / Republic Records,44,68,9,700654
61,spotify:track:7ArVzlFsFsQXNseVXmdOyk,Denise Julia,NVMD,Denise Julia,14,62,37,697516
62,spotify:track:3Eb5sztvEMa0Mqnb8DUAlU,IV Of Spades,Come Inside Of My Heart,Warner Music Philippines,44,58,93,694071
63,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,CUFF IT,Parkwood Entertainment/Columbia,63,123,13,688994
64,spotify:track:3OM6qQmdFV6uy61GIqpRtf,Rex Orange County,AMAZING,Rex Orange County,23,64,21,662243
65,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,57,66,6,660177
66,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,66,151,18,658567
67,spotify:track:1RDvyOk4WtPCtoqciJwVn8,"Jung Kook, BTS, FIFA Sound",Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC,35,67,7,657688
68,spotify:track:5zwwW9Oq7ubSxoCGyW1nbY,BLACKPINK,Pink Venom,YG Entertainment,1,82,20,653010
69,spotify:track:3qoftcUZaUOncvIYjFSPdE,Taylor Swift,Bejeweled,Taylor Swift,8,74,11,649367
70,spotify:track:5TTXEcfsYLh6fTarLaevTi,NIKI,lowkey,88rising Music,26,78,155,643186
71,spotify:track:2xCkiGqGMkAIg6fQTag51C,Unique Salonga,Sino,O/C Records,56,77,73,631820
72,spotify:track:4rG3h1QwgjSSWz8EIjCFrm,Ben&Ben,Araw-Araw,Sony Music Entertainment,23,75,173,629696
73,spotify:track:4IeuTj1pEHuL9vJSiEqEfR,mrld,Ligaya,O/C Records,18,76,57,628707
74,spotify:track:3PgjBOoA5OytNGkglObpOd,Ben&Ben,Sa Susunod na Habang Buhay,Sony Music Entertainment,2,70,149,624718
75,spotify:track:4iRRAvxPPWXQp3mV1rAbPF,NOBITA,Unang Sayaw,Sony Music Entertainment,12,69,64,622851
76,spotify:track:1wtOxkiel43cVs0Yux5Q4h,"Taylor Swift, Lana Del Rey",Snow On The Beach (feat. Lana Del Rey),Taylor Swift,4,81,11,620416
77,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,6,89,68,620100
78,spotify:track:5MYPzdIWgx3pMLRGlq2fVq,Zack Tabudlo,Asan Ka Na Ba,Universal Music Philippines Inc.,6,80,41,618644
79,spotify:track:7C9Knp9FzLY6RwgktmW9Ge,"Because, Leslie",BMW,Viva Records,4,79,68,616703
80,spotify:track:1NpDnkQO0yWxTtntrC0UNz,Rihanna,California King Bed,Def Jam Recordings,57,73,7,615227
81,spotify:track:5NvOZCjZaGGGL597exlQWv,Ricky Montgomery,Line Without a Hook,Warner Records,10,83,70,614405
82,spotify:track:3OpGUlDmRUXh0NkIYWoIlD,Parokya Ni Edgar,Your Song,Universal Records,34,133,278,610631
83,spotify:track:2yjlYDiNiQkdxVqTlaSrlX,Nicki Minaj,Super Freaky Girl,Republic Records,13,96,21,610556
84,spotify:track:3WUEs51GpcvlgU7lehLgLh,Ben&Ben,Kathang Isip,Warner Music Philippines,2,84,264,610420
85,spotify:track:2v5VIWMjZxeiG52KckiXxS,Silent Sanctuary,Ikaw Lamang,Universal Records,48,85,159,606256
86,spotify:track:0mL82sxCRjrs3br407IdJh,The Weeknd,Is There Someone Else?,XO / Republic Records,52,90,36,596959
87,spotify:track:0HZ3OUVrGHxttD2EuHqRm3,Hale,The Day You Said Goodnight,PolyEast Records,41,86,226,593971
88,spotify:track:68HocO7fx9z0MgDU0ZPHro,NIKI,Every Summertime,"MARVEL/Hollywood Records, Inc./Interscope Records",2,93,55,592224
89,spotify:track:5F1ZmucV0uJY14y2dYKePa,Joji,Sanctuary,88rising Music/Warner Records,17,91,145,590781
90,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,20,102,80,583145
91,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,9,108,60,580858
92,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,Bad Habit,L-M Records/RCA Records,57,100,25,576795
93,spotify:track:55RMhrPQYA6vLu5YMgXxFD,Zack Tabudlo,Binibini,Universal Music Philippines Inc.,1,92,92,573061
94,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,80,120,81,555782
95,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,129,78,555168
96,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,10,105,66,552592
97,spotify:track:6YjKd9oPXKqjLUVPo4Y0oi,Ben&Ben,The Ones We Once Loved,Sony Music Entertainment,10,95,19,551069
98,spotify:track:135ggzbjOogZ75IQ0LQi8r,Eraserheads,Ang Huling El Bimbo,Musiko,43,71,303,550986
99,spotify:track:63bmIgH9sS6sX5Sc7MetGq,Zack Tabudlo,Habang Buhay,Universal Music Philippines Inc.,2,99,67,549553
100,spotify:track:2oupN96VwNrbONyMtTWGjH,"Nik Makino, Flow G",MOON,Kino Sound,14,97,31,549287
101,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,13,103,128,548812
102,spotify:track:6HMtHNpW6YPi1hrw9tgF8P,Lizzo,About Damn Time,Nice Life/Atlantic,18,-1,29,545771
103,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,103,-1,2,544204
104,spotify:track:1fDFHXcykq4iw8Gg7s5hG9,The 1975,About You,Dirty Hit,93,106,11,541915
105,spotify:track:76OGwb5RA9h4FxQPT33ekc,Rosa Linn,SNAP,Columbia,33,122,23,541205
106,spotify:track:3eX0NZfLtGzoLUxPNvRfqm,Taylor Swift,Maroon,Taylor Swift,5,104,11,534780
107,spotify:track:1r6qzxz77Tvbrvqd1Q1MIN,"Justine Skye, Tyga",Collide (Sped Up Remix),Nynetineth LLC,107,110,4,534063
108,spotify:track:0xaKCWpX4CBSqwh7CQa4EG,Al James,PSG,Al James,9,98,51,532026
109,spotify:track:20gchtRYM7bFiOjYKQB8zZ,The Itchyworms,Beer,Universal Records,94,94,19,529312
110,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,86,126,16,528545
111,spotify:track:3jiKUMXqwEodB7gVv1RMZU,"Bruno Mars, Anderson .Paak, Silk Sonic, Thundercat, Bootsy Collins",After Last Night (with Thundercat & Bootsy Collins),Aftermath Entertainment/Atlantic,98,112,9,526996
112,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,1,128,116,526438
113,spotify:track:2pIUpMhHL6L9Z5lnKxJJr9,NewJeans,Attention,ADOR,30,149,21,526073
114,spotify:track:6wdCelHrPh7UfliNjwRTUv,Ben&Ben,Leaves,Warner Music Philippines,40,114,258,525998
115,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,Interscope Records,55,135,27,525469
116,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,6,127,39,517119
117,spotify:track:5ABJ0rNmVmLsyiPxOEwe9e,Silent Sanctuary,Bumalik Ka Na Sa'kin,"Ivory Music & Video, Inc.",97,109,28,516498
118,spotify:track:2kSb3wYSOV996xA2NSmpck,Kali Uchis,Melting,Kali Uchis LLC,91,107,7,514219
119,spotify:track:5Ro6MdZGgce4PEuaFCJYPq,Eraserheads,Ligaya,Musiko,87,87,16,513382
120,spotify:track:0tr6XR58KBdDYd8qvHVTs8,Taylor Swift,Back To December,"Big Machine Records, LLC",54,125,25,511184
121,spotify:track:4JSDhJVmo2UqdF7nxbyenn,Hale,Kung Wala Ka,Polyeast,47,117,300,507377
122,spotify:track:1t7AA4xxqEseapeIJCiQ5l,APO Hiking Society,When I Met You,Universal Records,49,124,90,504011
123,spotify:track:11BKm0j4eYoCPPpCONAVwA,Lady Gaga,Bloody Mary,Interscope,123,140,5,502761
124,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",69,145,121,498508
125,spotify:track:5l9g7py8RCblcvbZgGQgSd,Ben&Ben,Pagtingin,Sony Music Entertainment,2,116,192,494950
126,spotify:track:663vZfMh88Uo2bfTx6wiE4,"Janine Teñoso, Arthur Nery",Pelikula,Viva Records,32,119,77,494214
127,spotify:track:5UhpceEr5XmbVwyoIUIRnh,Orange & Lemons,Hanggang Kailan - Umuwi Ka Na Baby,Universal Records,48,118,205,489612
128,spotify:track:011GTFfE8rqTRMhz5g8IAW,"Al James, Rjay Ty, Lexus",Repeat,Al James,39,111,49,487101
129,spotify:track:4h4QlmocP3IuwYEj2j14p8,"Nicky Youre, dazy",Sunroof,Thirty Knots/Columbia,23,150,38,484375
130,spotify:track:6NnCWIWV740gP7DQ8kqdIE,(G)I-DLE,Nxde,Cube Entertainment,75,157,10,483771
131,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,EMI Recorded Music Australia Pty Ltd,22,131,159,483530
132,spotify:track:3pCt2wRdBDa2kCisIdHWgF,Pamungkas,To the Bone,Mas Pam Records,5,152,83,483218
133,spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,11,166,89,479270
134,spotify:track:1NopgVCMVhCKIm64tF7auX,Eraserheads,With A Smile,Musiko,59,101,110,475394
135,spotify:track:1eW8tAhOhiP9H9bHEAJTgG,Shanti Dope,Tricks,Universal Records,115,115,7,472180
136,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,"Big Machine Records, LLC",77,136,64,468805
137,spotify:track:4u8RkgV6P4TLi89SmlUtv8,IV Of Spades,Mundo,Warner Music Philippines,1,132,256,468754
138,spotify:track:5enxwA8aAbwZbf5qCHORXi,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,139,60,466309
139,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",51,148,33,461500
140,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,"The Weeknd, Gesaffelstein",I Was Never There,Universal Republic Records,108,134,26,457877
141,spotify:track:1dcNEEtODRVZEevQ20Cgmy,Zack Tabudlo,Nangangamba,Universal Music Philippines Inc.,4,138,92,438376
142,spotify:track:2CcQDI2IDhHbmBIFup58JE,Ariana Grande,Daydreamin',Universal Records,128,160,13,436801
143,spotify:track:3U8MbjNAP56IrzpbEFn1qN,Al James,Pa-umaga,ProducedbyJimP,53,141,88,436356
144,spotify:track:5FAa20dKuaEaRHz9rzRw7X,Wilbert Ross,LANGGA,Viva Records,113,147,10,436266
145,spotify:track:22bPsP2jCgbLUvh82U0Z3M,Taylor Swift,The Way I Loved You (Taylor’s Version),Taylor Swift,17,159,32,433626
146,spotify:track:0EA8jl8Wje9ALRKC8Qlzyt,"Arthur Nery, Jason Dhakal",Happy w u,Viva Records,21,142,77,433372
147,spotify:track:3ueq4reab02CypseErxvwS,South Border,Rainbow,PolyEast Records,53,156,315,430138
148,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,1,164,315,429828
149,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,4,155,85,427993
150,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,150,158,16,426927
151,spotify:track:6LJ1p1h5EcMK4VPeCLDSoF,Shanti Dope,Nadarang,Universal Records,3,143,148,418915
152,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Atlantic Records,53,180,262,415603
153,spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,9,-1,72,414620
154,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,22,-1,106,410613
155,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,11,165,11,405966
156,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,9,175,31,405199
157,spotify:track:1Fid2jjqsHViMX6xNH70hE,Seafret,Atlantis,Sweet Jane Recordings,26,153,28,402694
158,spotify:track:22I3h5AOENlH4CqXJsEbFR,"Justine Skye, Tyga",Collide (feat. Tyga),Nynetineth LLC,158,188,2,402159
159,spotify:track:5WxVXxCMRnvxUKFq40ELwq,"RAYE, 070 Shake",Escapism.,Human Re Sources,159,-1,1,401980
160,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,198,46,401965
161,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,76,172,22,401464
162,spotify:track:092cPwFlwBXdB3QF3X469W,Arthur Nery,Binhi,O/C Records,13,154,94,401370
163,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,11,183,29,400280
164,spotify:track:4qu63nuBpdn0qHUHuObEj1,"Marshmello, Jonas Brothers",Leave Before You Love Me (with Jonas Brothers),Republic Records,37,187,56,399988
165,spotify:track:0O6u0VJ46W86TxN9wgyqDj,"Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),Mercury Records/Republic Records,44,189,31,398993
166,spotify:track:1XGmzt0PVuFgQYYnV2It7A,"Maroon 5, Wiz Khalifa",Payphone,Interscope Records*,9,182,61,397653
167,spotify:track:3E7dfMvvCLUddWissuqMwr,Miley Cyrus,Party In The U.S.A.,Hollywood Records,152,-1,2,395517
168,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Golden Child Recordings,12,185,263,395276
169,spotify:track:2bOIWTTDL1XmHcaPWaCdek,Ric Segreto,Don't Know What to Say - Don't Know What to Do,Vicor Music Corporation,100,174,32,392862
170,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,13,178,67,390772
171,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,80,191,128,390259
172,spotify:track:3pXF1nA74528Edde4of9CC,Bryson Tiller,Don't,TrapSoul/RCA Records,125,162,13,389357
173,spotify:track:27kaeLB6wRVvsaORS8O96F,"Al James, Muric",Mood,Al James,42,-1,14,387264
174,spotify:track:4mzP5mHkRvGxdhdGdAH7EJ,Zack Tabudlo,Give Me Your Forever,Universal Music Philippines Inc.,21,179,62,385453
175,spotify:track:02VBYrHfVwfEWXk5DXyf0T,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,Aftermath Entertainment/Atlantic,1,-1,72,384560
176,spotify:track:0kqTXMHiQiB7IECD0WwcPq,TWICE,Talk that Talk,Republic Records - TWICE,14,200,18,382917
177,spotify:track:1FxGqFnJkRgJ5LG2NBRTh3,Morissette,"Gusto Ko Nang Bumitaw - From ""The Broken Marriage Vow""",Star Music,90,170,16,380279
178,spotify:track:573EXMFHsEKPRSy08G91Sr,"Katharine McPhee, Jason Reeves",Terrified,KATHARINE MCPHEE,49,186,114,379432
179,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,3,194,92,378205
180,spotify:track:1yDiru08Q6omDOGkZMPnei,Ben&Ben,Maybe The Night,Warner Music Philippines,1,181,258,377373
181,spotify:track:3NanY0K4okhIQzL33U5Ad8,PinkPantheress,Boy's a liar,Warner Records,181,-1,2,376474
182,spotify:track:24ngpWhBOxKJtIPnzSNX8c,December Avenue,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),Tower of Doom Music,12,167,169,376244
183,spotify:track:1RGsWrMclCCgKFsQaj6X5D,Orange & Lemons,Yakap sa Dilim,Universal Records,114,173,25,375347
184,spotify:track:0SzvXb3BAWgTHACbIXGNPa,Kamikazee,Halik,Universal Records,118,163,54,374852
185,spotify:track:2p8IUWQDrpjuFltbdgLOag,The Weeknd,After Hours,Republic Records,52,177,19,374735
186,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,29,-1,30,374453
187,spotify:track:3gyEt1vswIEbpQqBs18Lha,Parokya Ni Edgar,Harana,Universal Records,119,161,87,374206
188,spotify:track:0WtM2NBVQNNJLh6scP13H8,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,188,-1,1,372364
189,spotify:track:062z5ZMd0a0snMBZ75tOco,Up Dharma Down,Oo,Viva Records,136,184,12,368596
190,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,2,-1,62,366093
191,spotify:track:2DwUdMJ5uxv20EhAildreg,NewJeans,Cookie,ADOR,184,-1,3,361974
192,spotify:track:4PMqSO5qyjpvzhlLI5GnID,SZA,Good Days,Top Dawg Entertainment/RCA Records,15,-1,27,359909
193,spotify:track:0087fDVeNhuyMtST91RMjv,Silent Sanctuary,Kundiman,Universal Records,80,-1,81,358923
194,spotify:track:04qDUASuSfVp6fktfsxVej,"Caleb Santos, Viva Music Publishing Inc.",I Need You More Today,Viva Records Corporation,89,-1,141,357642
195,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,24,-1,51,357297
196,spotify:track:0L8LOav65XwLjCLS11gNPD,BLACKPINK,Typa Girl,YG Entertainment,4,-1,14,355093
197,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,LANY,Malibu Nights,Polydor Records,2,199,222,353493
198,spotify:track:00mBzIWv5gHOYxwuEJXjOG,December Avenue,Sa Ngalan Ng Pag-Ibig,Tower of Doom Music,2,193,254,352012
199,spotify:track:1o1Z58MIuGdh6wWjAVaKk3,PLAYERTWO,THAT'S MY BABY,PLAYERTWO,199,-1,1,351463
200,spotify:track:2Hyctbbu32vH8L4kJfVi0O,"Parokya Ni Edgar, Happee Sy",Pangarap Lang Kita,Universal Records,162,176,7,351327
